Organism,BioProject,BioSample,Run,LibraryName,refGenome
Hippocampus_algiricus,PRJNA612146,SAMN14363112,SRR12601724,34,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363107,SRR12601744,29,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363106,SRR12601755,28,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363111,SRR12601771,33,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363109,SRR12601793,31,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363104,SRR12601813,26,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363098,SRR12601880,20,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363096,SRR12601902,18,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363101,SRR12601990,23,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363100,SRR12602001,22,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363108,SRR12601733,30,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363105,SRR12601802,27,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363103,SRR12601824,25,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363097,SRR12601891,19,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363102,SRR12601979,24,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363099,SRR12602012,21,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363110,SRR12601782,32,GCF_001891065.1
Hippocampus_algiricus,PRJNA612146,SAMN14363095,SRR12601949,17,GCF_001891065.1
