BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN13381211,wHAXPI033723-16,GCA_007927625.1,SRR6384263,Coilia_nasus,PRJNA422339
SAMN13381257,wHAXPI033853-94,GCA_007927625.1,SRR6384268,Coilia_nasus,PRJNA422339
SAMN13381258,wHAXPI033854-95,GCA_007927625.1,SRR6384269,Coilia_nasus,PRJNA422339
SAMN13381253,wHAXPI033849-88,GCA_007927625.1,SRR6384272,Coilia_nasus,PRJNA422339
SAMN13381254,wHAXPI033850-89,GCA_007927625.1,SRR6384273,Coilia_nasus,PRJNA422339
SAMN13381255,wHAXPI033851-92,GCA_007927625.1,SRR6384274,Coilia_nasus,PRJNA422339
SAMN13381256,wHAXPI033852-93,GCA_007927625.1,SRR6384275,Coilia_nasus,PRJNA422339
SAMN13381249,wHAXPI033845-80,GCA_007927625.1,SRR6384276,Coilia_nasus,PRJNA422339
SAMN13381251,wHAXPI033847-84,GCA_007927625.1,SRR6384278,Coilia_nasus,PRJNA422339
SAMN13381252,wHAXPI033848-87,GCA_007927625.1,SRR6384279,Coilia_nasus,PRJNA422339
SAMN13381288,wHAXPI033931-36,GCA_007927625.1,SRR6384280,Coilia_nasus,PRJNA422339
SAMN13381287,wHAXPI033930-35,GCA_007927625.1,SRR6384281,Coilia_nasus,PRJNA422339
SAMN13381280,wHAXPI033923-27,GCA_007927625.1,SRR6384282,Coilia_nasus,PRJNA422339
SAMN13381279,wHAXPI033922-26,GCA_007927625.1,SRR6384283,Coilia_nasus,PRJNA422339
SAMN13381282,wHAXPI033925-29,GCA_007927625.1,SRR6384284,Coilia_nasus,PRJNA422339
SAMN13381281,wHAXPI033924-28,GCA_007927625.1,SRR6384285,Coilia_nasus,PRJNA422339
SAMN13381284,wHAXPI033927-31,GCA_007927625.1,SRR6384286,Coilia_nasus,PRJNA422339
SAMN13381283,wHAXPI033926-30,GCA_007927625.1,SRR6384287,Coilia_nasus,PRJNA422339
SAMN13381286,wHAXPI033929-34,GCA_007927625.1,SRR6384288,Coilia_nasus,PRJNA422339
SAMN13381285,wHAXPI033928-32,GCA_007927625.1,SRR6384289,Coilia_nasus,PRJNA422339
SAMN13381296,wHAXPI033968-54,GCA_007927625.1,SRR6384218,Coilia_nasus,PRJNA422339
SAMN13381210,wHAXPI033722-15,GCA_007927625.1,SRR6384260,Coilia_nasus,PRJNA422339
SAMN13381250,wHAXPI033846-81,GCA_007927625.1,SRR6384277,Coilia_nasus,PRJNA422339
SAMN13381223,wHAXPI033735-28,GCA_007927625.1,SRR6384206,Coilia_nasus,PRJNA422339
SAMN13381270,wHAXPI033874-15,GCA_007927625.1,SRR6384186,Coilia_nasus,PRJNA422339
SAMN13381302,wHAXPI033974-72,GCA_007927625.1,SRR6384195,Coilia_nasus,PRJNA422339
