BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMD00131486,library_DRS159824,GCA_015082035.1,DRR174910,Chaenogobius_annularis,PRJDB7125
SAMD00131488,library_DRS159825,GCA_015082035.1,DRR174911,Chaenogobius_annularis,PRJDB7125
SAMD00131634,library_DRS159826,GCA_015082035.1,DRR174912,Chaenogobius_annularis,PRJDB7125
SAMD00131636,library_DRS159828,GCA_015082035.1,DRR174914,Chaenogobius_annularis,PRJDB7125
SAMD00131637,library_DRS159829,GCA_015082035.1,DRR174915,Chaenogobius_annularis,PRJDB7125
SAMD00131638,library_DRS159830,GCA_015082035.1,DRR174916,Chaenogobius_annularis,PRJDB7125
SAMD00131639,library_DRS159831,GCA_015082035.1,DRR174917,Chaenogobius_annularis,PRJDB7125
SAMD00131640,library_DRS159832,GCA_015082035.1,DRR174918,Chaenogobius_annularis,PRJDB7125
SAMD00131641,library_DRS159833,GCA_015082035.1,DRR174919,Chaenogobius_annularis,PRJDB7125
SAMD00131642,library_DRS159834,GCA_015082035.1,DRR174920,Chaenogobius_annularis,PRJDB7125
SAMD00131643,library_DRS159835,GCA_015082035.1,DRR174921,Chaenogobius_annularis,PRJDB7125
SAMD00131635,library_DRS159827,GCA_015082035.1,DRR174913,Chaenogobius_annularis,PRJDB7125
