BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN16492482,ACA36,GCF_013347855.1,SRR12854557,Anguilla_rostrata,PRJNA668259
SAMN16492486,ACA3,GCF_013347855.1,SRR12854558,Anguilla_rostrata,PRJNA668259
SAMN16492474,ACA29,GCF_013347855.1,SRR12854559,Anguilla_rostrata,PRJNA668259
SAMN16492472,ACA27,GCF_013347855.1,SRR12854560,Anguilla_rostrata,PRJNA668259
SAMN16492468,ACA23,GCF_013347855.1,SRR12854561,Anguilla_rostrata,PRJNA668259
SAMN16492475,ACA2,GCF_013347855.1,SRR12854562,Anguilla_rostrata,PRJNA668259
SAMN16492458,ACA14,GCF_013347855.1,SRR12854563,Anguilla_rostrata,PRJNA668259
SAMN16492456,ACA12,GCF_013347855.1,SRR12854565,Anguilla_rostrata,PRJNA668259
SAMN16492501,ACA8,GCF_013347855.1,SRR12854653,Anguilla_rostrata,PRJNA668259
SAMN16492490,ACA43,GCF_013347855.1,SRR12854655,Anguilla_rostrata,PRJNA668259
SAMN16492487,ACA40,GCF_013347855.1,SRR12854656,Anguilla_rostrata,PRJNA668259
SAMN16492473,ACA28,GCF_013347855.1,SRR12854657,Anguilla_rostrata,PRJNA668259
SAMN16492460,ACA16,GCF_013347855.1,SRR12854658,Anguilla_rostrata,PRJNA668259
SAMN16492484,ACA38,GCF_013347855.1,SRR12854700,Anguilla_rostrata,PRJNA668259
SAMN16492469,ACA24,GCF_013347855.1,SRR12854701,Anguilla_rostrata,PRJNA668259
SAMN16492500,ACA7,GCF_013347855.1,SRR12854705,Anguilla_rostrata,PRJNA668259
SAMN16492494,ACA47,GCF_013347855.1,SRR12854724,Anguilla_rostrata,PRJNA668259
SAMN16492491,ACA44,GCF_013347855.1,SRR12854725,Anguilla_rostrata,PRJNA668259
SAMN16492497,ACA4,GCF_013347855.1,SRR12854726,Anguilla_rostrata,PRJNA668259
SAMN16492483,ACA37,GCF_013347855.1,SRR12854737,Anguilla_rostrata,PRJNA668259
SAMN16492476,ACA30,GCF_013347855.1,SRR12854748,Anguilla_rostrata,PRJNA668259
SAMN16492455,ACA11,GCF_013347855.1,SRR12854758,Anguilla_rostrata,PRJNA668259
SAMN16492489,ACA42,GCF_013347855.1,SRR12854759,Anguilla_rostrata,PRJNA668259
SAMN16492485,ACA39,GCF_013347855.1,SRR12854760,Anguilla_rostrata,PRJNA668259
SAMN16492479,ACA33,GCF_013347855.1,SRR12854761,Anguilla_rostrata,PRJNA668259
SAMN16492471,ACA26,GCF_013347855.1,SRR12854762,Anguilla_rostrata,PRJNA668259
SAMN16492463,ACA19,GCF_013347855.1,SRR12854763,Anguilla_rostrata,PRJNA668259
SAMN16492459,ACA15,GCF_013347855.1,SRR12854764,Anguilla_rostrata,PRJNA668259
SAMN16492454,ACA10,GCF_013347855.1,SRR12854765,Anguilla_rostrata,PRJNA668259
SAMN16492464,ACA1,GCF_013347855.1,SRR12854769,Anguilla_rostrata,PRJNA668259
SAMN16492502,ACA9,GCF_013347855.1,SRR12854866,Anguilla_rostrata,PRJNA668259
SAMN16492495,ACA48,GCF_013347855.1,SRR12854867,Anguilla_rostrata,PRJNA668259
SAMN16492492,ACA45,GCF_013347855.1,SRR12854868,Anguilla_rostrata,PRJNA668259
SAMN16492481,ACA35,GCF_013347855.1,SRR12854871,Anguilla_rostrata,PRJNA668259
SAMN16492477,ACA31,GCF_013347855.1,SRR12854873,Anguilla_rostrata,PRJNA668259
SAMN16492467,ACA22,GCF_013347855.1,SRR12854874,Anguilla_rostrata,PRJNA668259
SAMN16492465,ACA20,GCF_013347855.1,SRR12854875,Anguilla_rostrata,PRJNA668259
SAMN16492457,ACA13,GCF_013347855.1,SRR12854877,Anguilla_rostrata,PRJNA668259
SAMN16492470,ACA25,GCF_013347855.1,SRR12854951,Anguilla_rostrata,PRJNA668259
SAMN16492498,ACA5,GCF_013347855.1,SRR12854970,Anguilla_rostrata,PRJNA668259
SAMN16492493,ACA46,GCF_013347855.1,SRR12854971,Anguilla_rostrata,PRJNA668259
SAMN16492480,ACA34,GCF_013347855.1,SRR12854972,Anguilla_rostrata,PRJNA668259
SAMN16492466,ACA21,GCF_013347855.1,SRR12854974,Anguilla_rostrata,PRJNA668259
SAMN16492461,ACA17,GCF_013347855.1,SRR12854975,Anguilla_rostrata,PRJNA668259
SAMN16492499,ACA6,GCF_013347855.1,SRR12855016,Anguilla_rostrata,PRJNA668259
SAMN16492496,ACA49,GCF_013347855.1,SRR12855017,Anguilla_rostrata,PRJNA668259
SAMN16492488,ACA41,GCF_013347855.1,SRR12854870,Anguilla_rostrata,PRJNA668259
SAMN16492478,ACA32,GCF_013347855.1,SRR12854872,Anguilla_rostrata,PRJNA668259
SAMN16492462,ACA18,GCF_013347855.1,SRR12854876,Anguilla_rostrata,PRJNA668259
