BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA4785058,library_SAMEA4785058,GCA_001700915.1,ERR2697442,Passer_hispaniolensis,PRJEB27649
SAMEA4785059,library_SAMEA4785059,GCA_001700915.1,ERR2697443,Passer_hispaniolensis,PRJEB27649
SAMEA4785063,library_SAMEA4785063,GCA_001700915.1,ERR2697447,Passer_hispaniolensis,PRJEB27649
SAMEA4785064,library_SAMEA4785064,GCA_001700915.1,ERR2697448,Passer_hispaniolensis,PRJEB27649
SAMEA4785065,library_SAMEA4785065,GCA_001700915.1,ERR2697449,Passer_hispaniolensis,PRJEB27649
SAMEA4785066,library_SAMEA4785066,GCA_001700915.1,ERR2697450,Passer_hispaniolensis,PRJEB27649
SAMEA4785067,library_SAMEA4785067,GCA_001700915.1,ERR2697451,Passer_hispaniolensis,PRJEB27649
SAMEA4785068,library_SAMEA4785068,GCA_001700915.1,ERR2697452,Passer_hispaniolensis,PRJEB27649
SAMEA4785069,library_SAMEA4785069,GCA_001700915.1,ERR2697453,Passer_hispaniolensis,PRJEB27649
SAMEA4785090,library_SAMEA4785090,GCA_001700915.1,ERR2697474,Passer_hispaniolensis,PRJEB27649
SAMEA4785092,library_SAMEA4785092,GCA_001700915.1,ERR2697476,Passer_hispaniolensis,PRJEB27649
SAMEA4785103,library_SAMEA4785103,GCA_001700915.1,ERR2697487,Passer_hispaniolensis,PRJEB27649
SAMEA4785104,library_SAMEA4785104,GCA_001700915.1,ERR2697488,Passer_hispaniolensis,PRJEB27649
SAMEA4785105,library_SAMEA4785105,GCA_001700915.1,ERR2697489,Passer_hispaniolensis,PRJEB27649
SAMEA4785106,library_SAMEA4785106,GCA_001700915.1,ERR2697490,Passer_hispaniolensis,PRJEB27649
SAMEA4785107,library_SAMEA4785107,GCA_001700915.1,ERR2697491,Passer_hispaniolensis,PRJEB27649
SAMEA4785108,library_SAMEA4785108,GCA_001700915.1,ERR2697492,Passer_hispaniolensis,PRJEB27649
SAMEA4785109,library_SAMEA4785109,GCA_001700915.1,ERR2697493,Passer_hispaniolensis,PRJEB27649
SAMEA4785110,library_SAMEA4785110,GCA_001700915.1,ERR2697494,Passer_hispaniolensis,PRJEB27649
SAMEA4785131,library_SAMEA4785131,GCA_001700915.1,ERR2697515,Passer_hispaniolensis,PRJEB27649
SAMEA4785132,library_SAMEA4785132,GCA_001700915.1,ERR2697516,Passer_hispaniolensis,PRJEB27649
SAMEA4785133,library_SAMEA4785133,GCA_001700915.1,ERR2697517,Passer_hispaniolensis,PRJEB27649
SAMEA4785134,library_SAMEA4785134,GCA_001700915.1,ERR2697518,Passer_hispaniolensis,PRJEB27649
SAMEA4785135,library_SAMEA4785135,GCA_001700915.1,ERR2697519,Passer_hispaniolensis,PRJEB27649
SAMEA4785136,library_SAMEA4785136,GCA_001700915.1,ERR2697520,Passer_hispaniolensis,PRJEB27649
SAMEA4785139,library_SAMEA4785139,GCA_001700915.1,ERR2697523,Passer_hispaniolensis,PRJEB27649
SAMEA4785061,library_SAMEA4785061,GCA_001700915.1,ERR2697445,Passer_hispaniolensis,PRJEB27649
SAMEA4785140,library_SAMEA4785140,GCA_001700915.1,ERR2697524,Passer_hispaniolensis,PRJEB27649
SAMEA4785091,library_SAMEA4785091,GCA_001700915.1,ERR2697475,Passer_hispaniolensis,PRJEB27649
SAMEA4785137,library_SAMEA4785137,GCA_001700915.1,ERR2697521,Passer_hispaniolensis,PRJEB27649
SAMEA4785138,library_SAMEA4785138,GCA_001700915.1,ERR2697522,Passer_hispaniolensis,PRJEB27649
SAMN06619711,NA,GCA_001700915.1,SRR5369947,Passer_hispaniolensis,PRJNA255814
SAMN06619710,NA,GCA_001700915.1,SRR5369948,Passer_hispaniolensis,PRJNA255814
SAMN06619709,NA,GCA_001700915.1,SRR5369949,Passer_hispaniolensis,PRJNA255814
SAMN06619708,NA,GCA_001700915.1,SRR5369950,Passer_hispaniolensis,PRJNA255814
SAMN06619707,NA,GCA_001700915.1,SRR5369951,Passer_hispaniolensis,PRJNA255814
SAMN06619706,NA,GCA_001700915.1,SRR5369952,Passer_hispaniolensis,PRJNA255814
SAMN06619704,NA,GCA_001700915.1,SRR5369954,Passer_hispaniolensis,PRJNA255814
SAMN06619703,NA,GCA_001700915.1,SRR5369955,Passer_hispaniolensis,PRJNA255814
SAMN06619702,NA,GCA_001700915.1,SRR5369956,Passer_hispaniolensis,PRJNA255814
SAMN06619705,NA,GCA_001700915.1,SRR5369953,Passer_hispaniolensis,PRJNA255814
