BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA3167980,CZP_312350_450,GCF_000247815.1,ERR693839,Ficedula_hypoleuca,PRJEB7359
SAMEA3167982,CZP_312466_450,GCF_000247815.1,ERR693841,Ficedula_hypoleuca,PRJEB7359
SAMEA3167983,CZP_312467_450,GCF_000247815.1,ERR693842,Ficedula_hypoleuca,PRJEB7359
SAMEA3167984,CZP_312470_450,GCF_000247815.1,ERR693843,Ficedula_hypoleuca,PRJEB7359
SAMEA3167985,CZP_312472_450,GCF_000247815.1,ERR693844,Ficedula_hypoleuca,PRJEB7359
SAMEA3167986,CZP_312480_450,GCF_000247815.1,ERR693845,Ficedula_hypoleuca,PRJEB7359
SAMEA3167987,CZP_312490_450,GCF_000247815.1,ERR693846,Ficedula_hypoleuca,PRJEB7359
SAMEA3167988,CZP_312496_450,GCF_000247815.1,ERR693847,Ficedula_hypoleuca,PRJEB7359
SAMEA3167989,CZP_522953_450,GCF_000247815.1,ERR693848,Ficedula_hypoleuca,PRJEB7359
SAMEA3167990,CZP_522954_450,GCF_000247815.1,ERR693849,Ficedula_hypoleuca,PRJEB7359
SAMEA3167992,CZP_522956_450,GCF_000247815.1,ERR693851,Ficedula_hypoleuca,PRJEB7359
SAMEA3167993,CZP_522957_450,GCF_000247815.1,ERR693852,Ficedula_hypoleuca,PRJEB7359
SAMEA3167995,CZP_522960_450,GCF_000247815.1,ERR693854,Ficedula_hypoleuca,PRJEB7359
SAMEA3167996,CZP_522961_450,GCF_000247815.1,ERR693855,Ficedula_hypoleuca,PRJEB7359
SAMEA3167997,CZP_522963_450,GCF_000247815.1,ERR693856,Ficedula_hypoleuca,PRJEB7359
SAMEA3167998,CZP_522964_450,GCF_000247815.1,ERR693857,Ficedula_hypoleuca,PRJEB7359
SAMEA3167999,CZP_522965_450,GCF_000247815.1,ERR693858,Ficedula_hypoleuca,PRJEB7359
SAMEA3172316,OP_CA91255_450,GCF_000247815.1,ERR699270,Ficedula_hypoleuca,PRJEB7359
SAMEA3172317,OP_CA91262_450,GCF_000247815.1,ERR699271,Ficedula_hypoleuca,PRJEB7359
SAMEA3172318,OP_CC30243_450,GCF_000247815.1,ERR699272,Ficedula_hypoleuca,PRJEB7359
SAMEA3172319,OP_CJ23028_450,GCF_000247815.1,ERR699273,Ficedula_hypoleuca,PRJEB7359
SAMEA3172320,OP_CJ23501_450,GCF_000247815.1,ERR699274,Ficedula_hypoleuca,PRJEB7359
SAMEA3172321,OP_CJ23689_450,GCF_000247815.1,ERR699275,Ficedula_hypoleuca,PRJEB7359
SAMEA3172323,OP_CK53268_450,GCF_000247815.1,ERR699277,Ficedula_hypoleuca,PRJEB7359
SAMEA3172324,OP_CK53444_450,GCF_000247815.1,ERR699278,Ficedula_hypoleuca,PRJEB7359
SAMEA3172325,OP_CK53825_450,GCF_000247815.1,ERR699279,Ficedula_hypoleuca,PRJEB7359
SAMEA3172327,OP_CK53886_450,GCF_000247815.1,ERR699281,Ficedula_hypoleuca,PRJEB7359
SAMEA3172328,OP_CK53888_450,GCF_000247815.1,ERR699282,Ficedula_hypoleuca,PRJEB7359
SAMEA3172329,OP_CK53891_450,GCF_000247815.1,ERR699283,Ficedula_hypoleuca,PRJEB7359
SAMEA3172330,OP_CK53898_450,GCF_000247815.1,ERR699284,Ficedula_hypoleuca,PRJEB7359
SAMEA3172331,OP_CL7_5or6_450,GCF_000247815.1,ERR699285,Ficedula_hypoleuca,PRJEB7359
SAMEA3172332,OP_CL76147_450,GCF_000247815.1,ERR699286,Ficedula_hypoleuca,PRJEB7359
SAMEA3172333,OP_CL76505_450,GCF_000247815.1,ERR699287,Ficedula_hypoleuca,PRJEB7359
SAMEA3172334,OP_CL76525_450,GCF_000247815.1,ERR699288,Ficedula_hypoleuca,PRJEB7359
SAMEA3172489,E_F14_450,GCF_000247815.1,ERR699405,Ficedula_hypoleuca,PRJEB7359
SAMEA3172490,E_F_1_450,GCF_000247815.1,ERR699406,Ficedula_hypoleuca,PRJEB7359
SAMEA3172491,E_F_28_450,GCF_000247815.1,ERR699407,Ficedula_hypoleuca,PRJEB7359
SAMEA3172492,E_F31_450,GCF_000247815.1,ERR699408,Ficedula_hypoleuca,PRJEB7359
SAMEA3172493,E_F_45_450,GCF_000247815.1,ERR699409,Ficedula_hypoleuca,PRJEB7359
SAMEA3172494,E_F4_450,GCF_000247815.1,ERR699410,Ficedula_hypoleuca,PRJEB7359
SAMEA3172495,E_F_52_450,GCF_000247815.1,ERR699411,Ficedula_hypoleuca,PRJEB7359
SAMEA3172497,E_F_83_450,GCF_000247815.1,ERR699413,Ficedula_hypoleuca,PRJEB7359
SAMEA3172498,E_F_84_450,GCF_000247815.1,ERR699414,Ficedula_hypoleuca,PRJEB7359
SAMEA3172499,E_M_14_450,GCF_000247815.1,ERR699415,Ficedula_hypoleuca,PRJEB7359
SAMEA3172500,E_M_230_1_450,GCF_000247815.1,ERR699416,Ficedula_hypoleuca,PRJEB7359
SAMEA3172501,E_M_29_450,GCF_000247815.1,ERR699417,Ficedula_hypoleuca,PRJEB7359
SAMEA3172502,E_M_40_450,GCF_000247815.1,ERR699418,Ficedula_hypoleuca,PRJEB7359
SAMEA3172503,E_M_4_450,GCF_000247815.1,ERR699419,Ficedula_hypoleuca,PRJEB7359
SAMEA3172505,E_M_7_450,GCF_000247815.1,ERR699421,Ficedula_hypoleuca,PRJEB7359
SAMEA3172506,E_M_90_450,GCF_000247815.1,ERR699422,Ficedula_hypoleuca,PRJEB7359
SAMEA3172507,E_M_97_450,GCF_000247815.1,ERR699557,Ficedula_hypoleuca,PRJEB7359
SAMEA3172508,E_M_D1_1_450,GCF_000247815.1,ERR699558,Ficedula_hypoleuca,PRJEB7359
SAMEA2785538,SP_11_450,GCF_000247815.1,ERR637485,Ficedula_hypoleuca,PRJEB7359
SAMEA2785539,SP_12_450,GCF_000247815.1,ERR637486,Ficedula_hypoleuca,PRJEB7359
SAMEA2785540,SP_13_450,GCF_000247815.1,ERR637487,Ficedula_hypoleuca,PRJEB7359
SAMEA2785541,SP_14_450,GCF_000247815.1,ERR637488,Ficedula_hypoleuca,PRJEB7359
SAMEA2785542,SP_15_450,GCF_000247815.1,ERR637489,Ficedula_hypoleuca,PRJEB7359
SAMEA2785543,SP_16_450,GCF_000247815.1,ERR637490,Ficedula_hypoleuca,PRJEB7359
SAMEA2785544,SP_18-2_450,GCF_000247815.1,ERR637491,Ficedula_hypoleuca,PRJEB7359
SAMEA2785545,SP_19_450,GCF_000247815.1,ERR637492,Ficedula_hypoleuca,PRJEB7359
SAMEA2785546,SP_20-1_450,GCF_000247815.1,ERR637493,Ficedula_hypoleuca,PRJEB7359
SAMEA2785547,SP_SP17-2_450,GCF_000247815.1,ERR637494,Ficedula_hypoleuca,PRJEB7359
SAMEA2785548,SP_SV10_450,GCF_000247815.1,ERR637495,Ficedula_hypoleuca,PRJEB7359
SAMEA2785549,SP_SV1_450,GCF_000247815.1,ERR637496,Ficedula_hypoleuca,PRJEB7359
SAMEA2785550,SP_SV2_450,GCF_000247815.1,ERR637497,Ficedula_hypoleuca,PRJEB7359
SAMEA2785551,SP_SV3_450,GCF_000247815.1,ERR637498,Ficedula_hypoleuca,PRJEB7359
SAMEA2785553,SP_SV5_450,GCF_000247815.1,ERR637500,Ficedula_hypoleuca,PRJEB7359
SAMEA2785554,SP_SV6_450,GCF_000247815.1,ERR637501,Ficedula_hypoleuca,PRJEB7359
SAMEA2785555,SP_SV7_450,GCF_000247815.1,ERR637502,Ficedula_hypoleuca,PRJEB7359
SAMEA2785557,SP_SV9_450,GCF_000247815.1,ERR637504,Ficedula_hypoleuca,PRJEB7359
SAMEA3167991,CZP_522955_450,GCF_000247815.1,ERR693850,Ficedula_hypoleuca,PRJEB7359
SAMEA3172504,E_M_57_450,GCF_000247815.1,ERR699420,Ficedula_hypoleuca,PRJEB7359
SAMEA3167981,CZP_312382_450,GCF_000247815.1,ERR693840,Ficedula_hypoleuca,PRJEB7359
SAMEA3167994,CZP_522958_450,GCF_000247815.1,ERR693853,Ficedula_hypoleuca,PRJEB7359
SAMEA3172326,OP_CK53848_450,GCF_000247815.1,ERR699280,Ficedula_hypoleuca,PRJEB7359
SAMEA2785552,SP_SV4_450,GCF_000247815.1,ERR637499,Ficedula_hypoleuca,PRJEB7359
SAMEA3172322,OP_CK53198_450,GCF_000247815.1,ERR699276,Ficedula_hypoleuca,PRJEB7359
SAMEA2785556,SP_SV8_450,GCF_000247815.1,ERR637503,Ficedula_hypoleuca,PRJEB7359
SAMEA3172496,E_F_57_450,GCF_000247815.1,ERR699412,Ficedula_hypoleuca,PRJEB7359
