BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA4799755,27678,GCA_900610375.1,ERR2750985,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2750986,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2750987,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2750988,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2750989,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2750990,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2750991,Hypoplectrus_puella,PRJEB27858
SAMEA4799754,18917,GCA_900610375.1,ERR2751026,Hypoplectrus_puella,PRJEB27858
SAMEA4799747,18427,GCA_900610375.1,ERR2751028,Hypoplectrus_puella,PRJEB27858
SAMEA4799753,18915,GCA_900610375.1,ERR2751030,Hypoplectrus_puella,PRJEB27858
SAMEA4799746,18426,GCA_900610375.1,ERR2751039,Hypoplectrus_puella,PRJEB27858
SAMEA4799750,18432,GCA_900610375.1,ERR2751044,Hypoplectrus_puella,PRJEB27858
SAMEA4799745,18422,GCA_900610375.1,ERR2751046,Hypoplectrus_puella,PRJEB27858
SAMEA4799749,18430,GCA_900610375.1,ERR2751048,Hypoplectrus_puella,PRJEB27858
SAMEA4799748,18429,GCA_900610375.1,ERR2751049,Hypoplectrus_puella,PRJEB27858
SAMEA4799748,18429,GCA_900610375.1,ERR2751050,Hypoplectrus_puella,PRJEB27858
SAMEA4799744,18421,GCA_900610375.1,ERR2751051,Hypoplectrus_puella,PRJEB27858
SAMEA4799752,18912,GCA_900610375.1,ERR2751055,Hypoplectrus_puella,PRJEB27858
SAMEA4799751,18434,GCA_900610375.1,ERR2751058,Hypoplectrus_puella,PRJEB27858
SAMEA4799743,18419,GCA_900610375.1,ERR2751060,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2751069,Hypoplectrus_puella,PRJEB27858
SAMEA4799755,27678,GCA_900610375.1,ERR2751070,Hypoplectrus_puella,PRJEB27858
SAMEA4799719,18152,GCA_900610375.1,ERR2751072,Hypoplectrus_puella,PRJEB27858
SAMEA4799720,18154,GCA_900610375.1,ERR2751074,Hypoplectrus_puella,PRJEB27858
SAMEA4799722,18166,GCA_900610375.1,ERR2751084,Hypoplectrus_puella,PRJEB27858
SAMEA4799723,18169,GCA_900610375.1,ERR2751085,Hypoplectrus_puella,PRJEB27858
SAMEA4799725,18174,GCA_900610375.1,ERR2751088,Hypoplectrus_puella,PRJEB27858
SAMEA4799726,18175,GCA_900610375.1,ERR2751089,Hypoplectrus_puella,PRJEB27858
SAMEA4799727,18176,GCA_900610375.1,ERR2751090,Hypoplectrus_puella,PRJEB27858
SAMEA4799729,18179,GCA_900610375.1,ERR2751092,Hypoplectrus_puella,PRJEB27858
SAMEA4799730,18180,GCA_900610375.1,ERR2751093,Hypoplectrus_puella,PRJEB27858
SAMEA4799731,20551,GCA_900610375.1,ERR2751107,Hypoplectrus_puella,PRJEB27858
SAMEA4799732,20552,GCA_900610375.1,ERR2751108,Hypoplectrus_puella,PRJEB27858
SAMEA4799733,20553,GCA_900610375.1,ERR2751109,Hypoplectrus_puella,PRJEB27858
SAMEA4799734,20554,GCA_900610375.1,ERR2751110,Hypoplectrus_puella,PRJEB27858
SAMEA4799736,20556,GCA_900610375.1,ERR2751112,Hypoplectrus_puella,PRJEB27858
SAMEA4799737,20558,GCA_900610375.1,ERR2751113,Hypoplectrus_puella,PRJEB27858
SAMEA4799738,20559,GCA_900610375.1,ERR2751114,Hypoplectrus_puella,PRJEB27858
SAMEA4799739,20625,GCA_900610375.1,ERR2751138,Hypoplectrus_puella,PRJEB27858
SAMEA4799740,20633,GCA_900610375.1,ERR2751139,Hypoplectrus_puella,PRJEB27858
SAMEA4799741,20635,GCA_900610375.1,ERR2751140,Hypoplectrus_puella,PRJEB27858
SAMEA4799742,20638,GCA_900610375.1,ERR2751141,Hypoplectrus_puella,PRJEB27858
SAMEA4799735,20555,GCA_900610375.1,ERR2751111,Hypoplectrus_puella,PRJEB27858
SAMEA4799721,18161,GCA_900610375.1,ERR2751080,Hypoplectrus_puella,PRJEB27858
SAMEA4799728,18178,GCA_900610375.1,ERR2751091,Hypoplectrus_puella,PRJEB27858
SAMEA4799724,18172,GCA_900610375.1,ERR2751087,Hypoplectrus_puella,PRJEB27858
