BioProject,BioSample,Organism,sex,Submitter_Id,Population,Subpopulation,refGenome,refSpecies
PRJNA628166,SAMN14732694,Dicentrarchus_punctatus,unknown,Punc,Atlantic,Unknown,GCA_000689215.1,Dicentrarchus_labrax
