Sample_name,Species,Lake,Sampling_Year,BioProject,BioSample,Organism,sex
Aye_cit_d_nlp_17861,Amphilophus cf. citrinellus,CL Apoyeque,2015,PRJEB38173,SAMEA6815846,Amphilophus_citrinellus,missing
Aye_cit_d_nlp_17862,Amphilophus cf. citrinellus,CL Apoyeque,2015,PRJEB38173,SAMEA6815847,Amphilophus_citrinellus,missing
Aye_cit_g_lip_02431,Amphilophus cf. citrinellus,CL Apoyeque,2013,PRJEB38173,SAMEA6815848,Amphilophus_citrinellus,missing
Aye_cit_g_lip_07890,Amphilophus cf. citrinellus,CL Apoyeque,2014,PRJEB38173,SAMEA6815849,Amphilophus_citrinellus,missing
Aye_cit_g_nlp_02444,Amphilophus cf. citrinellus,CL Apoyeque,2013,PRJEB38173,SAMEA6815850,Amphilophus_citrinellus,missing
Aye_cit_g_nlp_14194,Amphilophus cf. citrinellus,CL Apoyeque,2010,PRJEB38173,SAMEA6815851,Amphilophus_citrinellus,missing
Aye_cit_g_nlp_14197,Amphilophus cf. citrinellus,CL Apoyeque,2010,PRJEB38173,SAMEA6815852,Amphilophus_citrinellus,missing
Aye_cit_g_nlp_14200,Amphilophus cf. citrinellus,CL Apoyeque,2010,PRJEB38173,SAMEA6815853,Amphilophus_citrinellus,missing
Man_cit_d_nlp_02589,Amphilophus citrinellus,GL Managua,2013,PRJEB38173,SAMEA6815854,Amphilophus_citrinellus,missing
Man_cit_d_nlp_03928,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815855,Amphilophus_citrinellus,missing
Man_cit_d_nlp_07731,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815856,Amphilophus_citrinellus,missing
Man_cit_d_nlp_07736,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815857,Amphilophus_citrinellus,missing
Man_cit_d_nlp_07737,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815858,Amphilophus_citrinellus,missing
Man_cit_d_nlp_07738,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815859,Amphilophus_citrinellus,missing
Man_cit_d_nlp_07739,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815860,Amphilophus_citrinellus,missing
Man_cit_d_nlp_13350,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815861,Amphilophus_citrinellus,missing
Man_cit_d_nlp_13358,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815862,Amphilophus_citrinellus,missing
Man_cit_d_nlp_13370,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815863,Amphilophus_citrinellus,missing
Man_cit_d_nlp_13458,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815864,Amphilophus_citrinellus,missing
Man_cit_d_nlp_13676,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815865,Amphilophus_citrinellus,missing
Man_cit_d_nlp_13677,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815866,Amphilophus_citrinellus,missing
Man_cit_g_nlp_02584,Amphilophus citrinellus,GL Managua,2013,PRJEB38173,SAMEA6815867,Amphilophus_citrinellus,missing
Man_cit_g_nlp_03043,Amphilophus citrinellus,GL Managua,2003,PRJEB38173,SAMEA6815868,Amphilophus_citrinellus,missing
Man_cit_g_nlp_03926,Amphilophus citrinellus,GL Managua,2003,PRJEB38173,SAMEA6815869,Amphilophus_citrinellus,missing
Man_cit_g_nlp_07740,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815870,Amphilophus_citrinellus,missing
Man_cit_g_nlp_07741,Amphilophus citrinellus,GL Managua,2014,PRJEB38173,SAMEA6815871,Amphilophus_citrinellus,missing
Man_cit_g_nlp_13376,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815872,Amphilophus_citrinellus,missing
Man_cit_g_nlp_13460,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815873,Amphilophus_citrinellus,missing
Man_cit_g_nlp_13946,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815874,Amphilophus_citrinellus,missing
Man_cit_g_nlp_13947,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815875,Amphilophus_citrinellus,missing
Man_cit_g_nlp_14025,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815876,Amphilophus_citrinellus,missing
Man_cit_g_nlp_14026,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815877,Amphilophus_citrinellus,missing
Man_cit_g_nlp_14029,Amphilophus citrinellus,GL Managua,2010,PRJEB38173,SAMEA6815878,Amphilophus_citrinellus,missing
Man_lab_d_lip_02404,Amphilophus labiatus,GL Managua,2013,PRJEB38173,SAMEA6815879,Amphilophus_citrinellus,missing
Man_lab_d_lip_02582,Amphilophus labiatus,GL Managua,2013,PRJEB38173,SAMEA6815880,Amphilophus_citrinellus,missing
Man_lab_d_lip_02583,Amphilophus labiatus,GL Managua,2013,PRJEB38173,SAMEA6815881,Amphilophus_citrinellus,missing
Man_lab_d_lip_05002,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815882,Amphilophus_citrinellus,missing
Man_lab_d_lip_05249,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815883,Amphilophus_citrinellus,missing
Man_lab_d_lip_05251,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815884,Amphilophus_citrinellus,missing
Man_lab_d_lip_05335,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815885,Amphilophus_citrinellus,missing
Man_lab_d_lip_05598,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815886,Amphilophus_citrinellus,missing
Man_lab_d_lip_05600,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815887,Amphilophus_citrinellus,missing
Man_lab_d_lip_05816,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815888,Amphilophus_citrinellus,missing
Man_lab_d_lip_05819,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815889,Amphilophus_citrinellus,missing
Man_lab_d_lip_05825,Amphilophus labiatus,GL Managua,2005,PRJEB38173,SAMEA6815890,Amphilophus_citrinellus,missing
Man_lab_d_lip_13345,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815891,Amphilophus_citrinellus,missing
Man_lab_d_lip_13346,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815892,Amphilophus_citrinellus,missing
Man_lab_d_lip_13348,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815893,Amphilophus_citrinellus,missing
Man_lab_d_lip_13351,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815894,Amphilophus_citrinellus,missing
Man_lab_d_lip_13356,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815895,Amphilophus_citrinellus,missing
Man_lab_d_lip_13357,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815896,Amphilophus_citrinellus,missing
Man_lab_d_lip_13360,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815897,Amphilophus_citrinellus,missing
Man_lab_d_lip_13933,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815898,Amphilophus_citrinellus,missing
Man_lab_d_lip_13936,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815899,Amphilophus_citrinellus,missing
Man_lab_d_lip_14027,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815900,Amphilophus_citrinellus,missing
Man_lab_d_lip_14598,Amphilophus labiatus,GL Managua,2012,PRJEB38173,SAMEA6815901,Amphilophus_citrinellus,missing
Man_lab_g_lip_13361,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815902,Amphilophus_citrinellus,missing
Man_lab_g_lip_13362,Amphilophus labiatus,GL Managua,2010,PRJEB38173,SAMEA6815903,Amphilophus_citrinellus,missing
Mas_cit_d_lip_00033,Amphilophus cf. citrinellus,CL Masaya,2007,PRJEB38173,SAMEA6815904,Amphilophus_citrinellus,missing
Mas_cit_d_lip_03497,Amphilophus cf. citrinellus,CL Masaya,2003,PRJEB38173,SAMEA6815905,Amphilophus_citrinellus,missing
Mas_cit_d_lip_03516,Amphilophus cf. citrinellus,CL Masaya,2003,PRJEB38173,SAMEA6815906,Amphilophus_citrinellus,missing
Mas_cit_d_lip_13896,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815907,Amphilophus_citrinellus,missing
Mas_cit_d_lip_14154,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815908,Amphilophus_citrinellus,missing
Mas_cit_d_lip_14156,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815909,Amphilophus_citrinellus,missing
Mas_cit_d_lip_19434,Amphilophus cf. citrinellus,CL Masaya,2015,PRJEB38173,SAMEA6815910,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_00034,Amphilophus cf. citrinellus,CL Masaya,2007,PRJEB38173,SAMEA6815911,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_02508,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815912,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_03886,Amphilophus cf. citrinellus,CL Masaya,2014,PRJEB38173,SAMEA6815913,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_03887,Amphilophus cf. citrinellus,CL Masaya,2014,PRJEB38173,SAMEA6815914,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_03889,Amphilophus cf. citrinellus,CL Masaya,2014,PRJEB38173,SAMEA6815915,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_13917,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815916,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_13922,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815917,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_14146,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815918,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_19404,Amphilophus cf. citrinellus,CL Masaya,2015,PRJEB38173,SAMEA6815919,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_19429,Amphilophus cf. citrinellus,CL Masaya,2015,PRJEB38173,SAMEA6815920,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_19431,Amphilophus cf. citrinellus,CL Masaya,2015,PRJEB38173,SAMEA6815921,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_19456,Amphilophus cf. citrinellus,CL Masaya,2015,PRJEB38173,SAMEA6815922,Amphilophus_citrinellus,missing
Mas_cit_d_nlp_19459,Amphilophus cf. citrinellus,CL Masaya,2015,PRJEB38173,SAMEA6815923,Amphilophus_citrinellus,missing
Mas_cit_g_lip_02499,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815924,Amphilophus_citrinellus,missing
Mas_cit_g_lip_02500,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815925,Amphilophus_citrinellus,missing
Mas_cit_g_lip_02501,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815926,Amphilophus_citrinellus,missing
Mas_cit_g_lip_02502,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815927,Amphilophus_citrinellus,missing
Mas_cit_g_lip_07577,Amphilophus cf. citrinellus,CL Masaya,2014,PRJEB38173,SAMEA6815928,Amphilophus_citrinellus,missing
Mas_cit_g_lip_13895,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815929,Amphilophus_citrinellus,missing
Mas_cit_g_lip_13902,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815930,Amphilophus_citrinellus,missing
Mas_cit_g_lip_13903,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815931,Amphilophus_citrinellus,missing
Mas_cit_g_lip_13911,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815932,Amphilophus_citrinellus,missing
Mas_cit_g_lip_13912,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815933,Amphilophus_citrinellus,missing
Mas_cit_g_lip_14145,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815934,Amphilophus_citrinellus,missing
Mas_cit_g_lip_14150,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815935,Amphilophus_citrinellus,missing
Mas_cit_g_lip_14155,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815936,Amphilophus_citrinellus,missing
Mas_cit_g_nlp_02469,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815937,Amphilophus_citrinellus,missing
Mas_cit_g_nlp_02470,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815938,Amphilophus_citrinellus,missing
Mas_cit_g_nlp_02503,Amphilophus cf. citrinellus,CL Masaya,2013,PRJEB38173,SAMEA6815939,Amphilophus_citrinellus,missing
Mas_cit_g_nlp_03496,Amphilophus cf. citrinellus,CL Masaya,2003,PRJEB38173,SAMEA6815940,Amphilophus_citrinellus,missing
Mas_cit_g_nlp_13910,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815941,Amphilophus_citrinellus,missing
Mas_cit_g_nlp_14191,Amphilophus cf. citrinellus,CL Masaya,2010,PRJEB38173,SAMEA6815942,Amphilophus_citrinellus,missing
Mas_cit_g_nlp_14722,Amphilophus cf. citrinellus,CL Masaya,2012,PRJEB38173,SAMEA6815943,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_00834,Amphilophus citrinellus,GL Nicaragua,2007,PRJEB38173,SAMEA6815944,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_00836,Amphilophus citrinellus,GL Nicaragua,2007,PRJEB38173,SAMEA6815945,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_02536,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815946,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_02537,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815947,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_03186,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815948,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_03304,Amphilophus citrinellus,GL Nicaragua,2003,PRJEB38173,SAMEA6815949,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_03683,Amphilophus citrinellus,GL Nicaragua,2003,PRJEB38173,SAMEA6815950,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_03685,Amphilophus citrinellus,GL Nicaragua,2003,PRJEB38173,SAMEA6815951,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_03702,Amphilophus citrinellus,GL Nicaragua,2003,PRJEB38173,SAMEA6815952,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_05656,Amphilophus citrinellus,GL Nicaragua,2005,PRJEB38173,SAMEA6815953,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_05766,Amphilophus citrinellus,GL Nicaragua,2005,PRJEB38173,SAMEA6815954,Amphilophus_citrinellus,missing
Nic_cit_d_nlp_07747,Amphilophus citrinellus,GL Nicaragua,2014,PRJEB38173,SAMEA6815955,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_00850,Amphilophus citrinellus,GL Nicaragua,2007,PRJEB38173,SAMEA6815956,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_02524,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815957,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_02525,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815958,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_02526,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815959,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_02527,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815960,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_02528,Amphilophus citrinellus,GL Nicaragua,2013,PRJEB38173,SAMEA6815961,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_04003,Amphilophus citrinellus,GL Nicaragua,2003,PRJEB38173,SAMEA6815962,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_05794,Amphilophus citrinellus,GL Nicaragua,2005,PRJEB38173,SAMEA6815963,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_05810,Amphilophus citrinellus,GL Nicaragua,2005,PRJEB38173,SAMEA6815964,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_13775,Amphilophus citrinellus,GL Nicaragua,2010,PRJEB38173,SAMEA6815965,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_13776,Amphilophus citrinellus,GL Nicaragua,2010,PRJEB38173,SAMEA6815966,Amphilophus_citrinellus,missing
Nic_cit_g_nlp_13778,Amphilophus citrinellus,GL Nicaragua,2010,PRJEB38173,SAMEA6815967,Amphilophus_citrinellus,missing
Nic_lab_d_lip_02515,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815968,Amphilophus_citrinellus,missing
Nic_lab_d_lip_02516,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815969,Amphilophus_citrinellus,missing
Nic_lab_d_lip_02518,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815970,Amphilophus_citrinellus,missing
Nic_lab_d_lip_02535,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815971,Amphilophus_citrinellus,missing
Nic_lab_d_lip_03680,Amphilophus labiatus,GL Nicaragua,2003,PRJEB38173,SAMEA6815972,Amphilophus_citrinellus,missing
Nic_lab_d_lip_03681,Amphilophus labiatus,GL Nicaragua,2003,PRJEB38173,SAMEA6815973,Amphilophus_citrinellus,missing
Nic_lab_d_lip_05757,Amphilophus labiatus,GL Nicaragua,2005,PRJEB38173,SAMEA6815974,Amphilophus_citrinellus,missing
Nic_lab_d_lip_12607,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815975,Amphilophus_citrinellus,missing
Nic_lab_d_lip_14001,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815976,Amphilophus_citrinellus,missing
Nic_lab_d_lip_14003,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815977,Amphilophus_citrinellus,missing
Nic_lab_d_lip_14005,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815978,Amphilophus_citrinellus,missing
Nic_lab_d_lip_19553,Amphilophus labiatus,GL Nicaragua,2015,PRJEB38173,SAMEA6815979,Amphilophus_citrinellus,missing
Nic_lab_g_lip_02520,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815980,Amphilophus_citrinellus,missing
Nic_lab_g_lip_02521,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815981,Amphilophus_citrinellus,missing
Nic_lab_g_lip_02568,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815982,Amphilophus_citrinellus,missing
Nic_lab_g_lip_02572,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815983,Amphilophus_citrinellus,missing
Nic_lab_g_lip_03028,Amphilophus labiatus,GL Nicaragua,2013,PRJEB38173,SAMEA6815984,Amphilophus_citrinellus,missing
Nic_lab_g_lip_03289,Amphilophus labiatus,GL Nicaragua,2003,PRJEB38173,SAMEA6815985,Amphilophus_citrinellus,missing
Nic_lab_g_lip_05628,Amphilophus labiatus,GL Nicaragua,2005,PRJEB38173,SAMEA6815986,Amphilophus_citrinellus,missing
Nic_lab_g_lip_13768,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815987,Amphilophus_citrinellus,missing
Nic_lab_g_lip_13769,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815988,Amphilophus_citrinellus,missing
Nic_lab_g_lip_13771,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815989,Amphilophus_citrinellus,missing
Nic_lab_g_lip_14000,Amphilophus labiatus,GL Nicaragua,2010,PRJEB38173,SAMEA6815990,Amphilophus_citrinellus,missing
Nic_lab_g_lip_14637,Amphilophus labiatus,GL Nicaragua,2012,PRJEB38173,SAMEA6815991,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07789,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815992,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07790,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815993,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07791,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815994,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07792,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815995,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07796,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815996,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07797,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815997,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07798,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815998,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07799,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6815999,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07801,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816000,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07802,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816001,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07803,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816002,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07806,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816003,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07807,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816004,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07808,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816005,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07809,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816006,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_07810,Amphilophus cf. citrinellus,CL Tiscapa,2014,PRJEB38173,SAMEA6816007,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_13881,Amphilophus cf. citrinellus,CL Tiscapa,2010,PRJEB38173,SAMEA6816008,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_13882,Amphilophus cf. citrinellus,CL Tiscapa,2010,PRJEB38173,SAMEA6816009,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_13885,Amphilophus cf. citrinellus,CL Tiscapa,2010,PRJEB38173,SAMEA6816010,Amphilophus_citrinellus,missing
Tsc_cit_d_nlp_13887,Amphilophus cf. citrinellus,CL Tiscapa,2010,PRJEB38173,SAMEA6816011,Amphilophus_citrinellus,missing
Xil_ama_d_ben_07661,Amphilophus amarillo,CL Xiloá,2014,PRJEB38173,SAMEA6816012,Amphilophus_citrinellus,missing
Xil_ama_d_ben_07666,Amphilophus amarillo,CL Xiloá,2014,PRJEB38173,SAMEA6816013,Amphilophus_citrinellus,missing
Xil_ama_d_ben_07667,Amphilophus amarillo,CL Xiloá,2014,PRJEB38173,SAMEA6816014,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13025,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816015,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13039,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816016,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13091,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816017,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13185,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816018,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13268,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816019,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13636,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816020,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13637,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816021,Amphilophus_citrinellus,missing
Xil_ama_d_ben_13638,Amphilophus amarillo,CL Xiloá,2010,PRJEB38173,SAMEA6816022,Amphilophus_citrinellus,missing
Xil_ama_d_ben_17973,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816023,Amphilophus_citrinellus,missing
Xil_ama_d_ben_17974,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816024,Amphilophus_citrinellus,missing
Xil_ama_d_ben_17985,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816025,Amphilophus_citrinellus,missing
Xil_ama_d_ben_19033,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816026,Amphilophus_citrinellus,missing
Xil_ama_d_ben_19034,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816027,Amphilophus_citrinellus,missing
Xil_ama_d_ben_19035,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816028,Amphilophus_citrinellus,missing
Xil_ama_d_ben_19315,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816029,Amphilophus_citrinellus,missing
Xil_ama_d_ben_19481,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816030,Amphilophus_citrinellus,missing
Xil_ama_d_ben_19482,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816031,Amphilophus_citrinellus,missing
Xil_ama_d_ben_19503,Amphilophus amarillo,CL Xiloá,2015,PRJEB38173,SAMEA6816032,Amphilophus_citrinellus,missing
Xil_sag_d_lim_00535,Amphilophus sagittae,CL Xiloá,2007,PRJEB38173,SAMEA6816033,Amphilophus_citrinellus,missing
Xil_sag_d_lim_00862,Amphilophus sagittae,CL Xiloá,2007,PRJEB38173,SAMEA6816034,Amphilophus_citrinellus,missing
Xil_sag_d_lim_00878,Amphilophus spp. (hybrid),CL Xiloá,2007,PRJEB38173,SAMEA6816035,Amphilophus_citrinellus,missing
Xil_sag_d_lim_00879,Amphilophus sagittae,CL Xiloá,2007,PRJEB38173,SAMEA6816036,Amphilophus_citrinellus,missing
Xil_sag_d_lim_00882,Amphilophus spp. (hybrid),CL Xiloá,2007,PRJEB38173,SAMEA6816037,Amphilophus_citrinellus,missing
Xil_sag_d_lim_00884,Amphilophus sagittae,CL Xiloá,2007,PRJEB38173,SAMEA6816038,Amphilophus_citrinellus,missing
Xil_sag_d_lim_07639,Amphilophus sagittae,CL Xiloá,2014,PRJEB38173,SAMEA6816039,Amphilophus_citrinellus,missing
