BioProject,BioSample,Alias,Organism,subspecies,sex,Locality,Province,Country,Continent,refGenome
PRJEB10586,SAMEA3516844,DBF,Taeniopygia_bichenovii,NA,male,captive-born,NA,Australia,Australia,GCF_008822105.2
