BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA3532832,library_SAMEA3532832,GCF_008822105.2,ERR1013135,Poephila_acuticauda,PRJEB10586
SAMEA3532835,library_SAMEA3532835,GCF_008822105.2,ERR1013138,Poephila_acuticauda,PRJEB10586
SAMEA3532836,library_SAMEA3532836,GCF_008822105.2,ERR1013139,Poephila_acuticauda,PRJEB10586
SAMEA3532837,library_SAMEA3532837,GCF_008822105.2,ERR1013140,Poephila_acuticauda,PRJEB10586
SAMEA3532838,library_SAMEA3532838,GCF_008822105.2,ERR1013141,Poephila_acuticauda,PRJEB10586
SAMEA3532839,library_SAMEA3532839,GCF_008822105.2,ERR1013142,Poephila_acuticauda,PRJEB10586
SAMEA3532840,library_SAMEA3532840,GCF_008822105.2,ERR1013143,Poephila_acuticauda,PRJEB10586
SAMEA3532841,library_SAMEA3532841,GCF_008822105.2,ERR1013144,Poephila_acuticauda,PRJEB10586
SAMEA3532842,library_SAMEA3532842,GCF_008822105.2,ERR1013145,Poephila_acuticauda,PRJEB10586
SAMEA3532843,library_SAMEA3532843,GCF_008822105.2,ERR1013146,Poephila_acuticauda,PRJEB10586
SAMEA3532844,library_SAMEA3532844,GCF_008822105.2,ERR1013147,Poephila_acuticauda,PRJEB10586
SAMEA3532845,library_SAMEA3532845,GCF_008822105.2,ERR1013148,Poephila_acuticauda,PRJEB10586
SAMEA3532846,library_SAMEA3532846,GCF_008822105.2,ERR1013149,Poephila_acuticauda,PRJEB10586
SAMEA3532847,library_SAMEA3532847,GCF_008822105.2,ERR1013150,Poephila_acuticauda,PRJEB10586
SAMEA3532848,library_SAMEA3532848,GCF_008822105.2,ERR1013151,Poephila_acuticauda,PRJEB10586
SAMEA3532850,library_SAMEA3532850,GCF_008822105.2,ERR1013153,Poephila_acuticauda,PRJEB10586
SAMEA3532851,library_SAMEA3532851,GCF_008822105.2,ERR1013154,Poephila_acuticauda,PRJEB10586
SAMEA3532833,library_SAMEA3532833,GCF_008822105.2,ERR1013136,Poephila_acuticauda,PRJEB10586
SAMEA3532849,library_SAMEA3532849,GCF_008822105.2,ERR1013152,Poephila_acuticauda,PRJEB10586
