Sample,Clade,County,State,Latitude,Longitude,BioProject,BioSample,Organism,sex,Isolate,refGenome
AP08,porcatus,Cuba,NA,NA,NA,PRJNA533001,SAMN11458512,Anolis_porcatus,unknown,Anolis porcatus,GCF_000090745.1
