BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA4032484,library_SAMEA4032484,GCA_900302625.1,ERR1462404,Thunnus_albacares,PRJEB14402
SAMEA4032484,library_SAMEA4032484,GCA_900302625.1,ERR1462405,Thunnus_albacares,PRJEB14402
SAMEA4032484,library_SAMEA4032484,GCA_900302625.1,ERR1462406,Thunnus_albacares,PRJEB14402
SAMEA4032485,library_SAMEA4032485,GCA_900302625.1,ERR1462407,Thunnus_albacares,PRJEB14402
SAMEA4032485,library_SAMEA4032485,GCA_900302625.1,ERR1462408,Thunnus_albacares,PRJEB14402
SAMEA4032485,library_SAMEA4032485,GCA_900302625.1,ERR1462409,Thunnus_albacares,PRJEB14402
SAMEA4032485,library_SAMEA4032485,GCA_900302625.1,ERR1462410,Thunnus_albacares,PRJEB14402
SAMEA4032485,library_SAMEA4032485,GCA_900302625.1,ERR1462411,Thunnus_albacares,PRJEB14402
SAMEA4032485,library_SAMEA4032485,GCA_900302625.1,ERR1462412,Thunnus_albacares,PRJEB14402
SAMEA4032487,library_SAMEA4032487,GCA_900302625.1,ERR1462414,Thunnus_albacares,PRJEB14402
SAMEA4032488,library_SAMEA4032488,GCA_900302625.1,ERR1462415,Thunnus_albacares,PRJEB14402
SAMEA4032488,library_SAMEA4032488,GCA_900302625.1,ERR1462416,Thunnus_albacares,PRJEB14402
SAMEA4032490,library_SAMEA4032490,GCA_900302625.1,ERR1462419,Thunnus_albacares,PRJEB14402
SAMEA4032490,library_SAMEA4032490,GCA_900302625.1,ERR1462420,Thunnus_albacares,PRJEB14402
SAMEA4032491,library_SAMEA4032491,GCA_900302625.1,ERR1462421,Thunnus_albacares,PRJEB14402
SAMEA4032491,library_SAMEA4032491,GCA_900302625.1,ERR1462422,Thunnus_albacares,PRJEB14402
SAMEA4032492,library_SAMEA4032492,GCA_900302625.1,ERR1462423,Thunnus_albacares,PRJEB14402
SAMEA4032493,library_SAMEA4032493,GCA_900302625.1,ERR1462425,Thunnus_albacares,PRJEB14402
SAMEA4032493,library_SAMEA4032493,GCA_900302625.1,ERR1462426,Thunnus_albacares,PRJEB14402
SAMEA4032494,library_SAMEA4032494,GCA_900302625.1,ERR1462427,Thunnus_albacares,PRJEB14402
SAMEA4032494,library_SAMEA4032494,GCA_900302625.1,ERR1462428,Thunnus_albacares,PRJEB14402
SAMEA4032495,library_SAMEA4032495,GCA_900302625.1,ERR1462429,Thunnus_albacares,PRJEB14402
SAMEA4032495,library_SAMEA4032495,GCA_900302625.1,ERR1462430,Thunnus_albacares,PRJEB14402
SAMEA4032496,library_SAMEA4032496,GCA_900302625.1,ERR1462431,Thunnus_albacares,PRJEB14402
SAMEA4032496,library_SAMEA4032496,GCA_900302625.1,ERR1462432,Thunnus_albacares,PRJEB14402
SAMEA4032497,library_SAMEA4032497,GCA_900302625.1,ERR1462433,Thunnus_albacares,PRJEB14402
SAMEA4032497,library_SAMEA4032497,GCA_900302625.1,ERR1462434,Thunnus_albacares,PRJEB14402
SAMEA4032497,library_SAMEA4032497,GCA_900302625.1,ERR1462435,Thunnus_albacares,PRJEB14402
SAMEA4032498,library_SAMEA4032498,GCA_900302625.1,ERR1462436,Thunnus_albacares,PRJEB14402
SAMEA4032499,library_SAMEA4032499,GCA_900302625.1,ERR1462438,Thunnus_albacares,PRJEB14402
SAMEA4032499,library_SAMEA4032499,GCA_900302625.1,ERR1462439,Thunnus_albacares,PRJEB14402
SAMEA4032499,library_SAMEA4032499,GCA_900302625.1,ERR1462440,Thunnus_albacares,PRJEB14402
SAMEA4032500,library_SAMEA4032500,GCA_900302625.1,ERR1462441,Thunnus_albacares,PRJEB14402
SAMEA4032500,library_SAMEA4032500,GCA_900302625.1,ERR1462442,Thunnus_albacares,PRJEB14402
SAMEA4032501,library_SAMEA4032501,GCA_900302625.1,ERR1462443,Thunnus_albacares,PRJEB14402
SAMEA4032501,library_SAMEA4032501,GCA_900302625.1,ERR1462444,Thunnus_albacares,PRJEB14402
SAMEA4032502,library_SAMEA4032502,GCA_900302625.1,ERR1462445,Thunnus_albacares,PRJEB14402
SAMEA4032502,library_SAMEA4032502,GCA_900302625.1,ERR1462446,Thunnus_albacares,PRJEB14402
SAMEA4032503,library_SAMEA4032503,GCA_900302625.1,ERR1462447,Thunnus_albacares,PRJEB14402
SAMEA4032503,library_SAMEA4032503,GCA_900302625.1,ERR1462448,Thunnus_albacares,PRJEB14402
SAMEA4032503,library_SAMEA4032503,GCA_900302625.1,ERR1462449,Thunnus_albacares,PRJEB14402
