BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA6816057,library_SAMEA6816057,GCA_013435755.1,ERR4190068,Amphilophus_viridis,PRJEB38173
SAMEA6816058,library_SAMEA6816058,GCA_013435755.1,ERR4190069,Amphilophus_viridis,PRJEB38173
SAMEA6816059,library_SAMEA6816059,GCA_013435755.1,ERR4190070,Amphilophus_viridis,PRJEB38173
SAMEA6816060,library_SAMEA6816060,GCA_013435755.1,ERR4190071,Amphilophus_viridis,PRJEB38173
SAMEA6816061,library_SAMEA6816061,GCA_013435755.1,ERR4190072,Amphilophus_viridis,PRJEB38173
SAMEA6816062,library_SAMEA6816062,GCA_013435755.1,ERR4190073,Amphilophus_viridis,PRJEB38173
SAMEA6816063,library_SAMEA6816063,GCA_013435755.1,ERR4190074,Amphilophus_viridis,PRJEB38173
SAMEA6816064,library_SAMEA6816064,GCA_013435755.1,ERR4190075,Amphilophus_viridis,PRJEB38173
SAMEA6816065,library_SAMEA6816065,GCA_013435755.1,ERR4190076,Amphilophus_viridis,PRJEB38173
SAMEA6816066,library_SAMEA6816066,GCA_013435755.1,ERR4190077,Amphilophus_viridis,PRJEB38173
SAMEA6816067,library_SAMEA6816067,GCA_013435755.1,ERR4190078,Amphilophus_viridis,PRJEB38173
SAMEA6816068,library_SAMEA6816068,GCA_013435755.1,ERR4190079,Amphilophus_viridis,PRJEB38173
SAMEA6816069,library_SAMEA6816069,GCA_013435755.1,ERR4190080,Amphilophus_viridis,PRJEB38173
SAMEA6816070,library_SAMEA6816070,GCA_013435755.1,ERR4190081,Amphilophus_viridis,PRJEB38173
SAMEA6816072,library_SAMEA6816072,GCA_013435755.1,ERR4190083,Amphilophus_viridis,PRJEB38173
SAMEA6816073,library_SAMEA6816073,GCA_013435755.1,ERR4190084,Amphilophus_viridis,PRJEB38173
SAMEA6816074,library_SAMEA6816074,GCA_013435755.1,ERR4190085,Amphilophus_viridis,PRJEB38173
