BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN14363306,228,GCF_001891065.1,SRR12601982,Hippocampus_kelloggi,PRJNA612146
SAMN14363303,225,GCF_001891065.1,SRR12601985,Hippocampus_kelloggi,PRJNA612146
SAMN14363302,224,GCF_001891065.1,SRR12601986,Hippocampus_kelloggi,PRJNA612146
SAMN14363300,222,GCF_001891065.1,SRR12601988,Hippocampus_kelloggi,PRJNA612146
SAMN14363295,217,GCF_001891065.1,SRR12601994,Hippocampus_kelloggi,PRJNA612146
SAMN14363293,215,GCF_001891065.1,SRR12601996,Hippocampus_kelloggi,PRJNA612146
SAMN14363291,213,GCF_001891065.1,SRR12601998,Hippocampus_kelloggi,PRJNA612146
SAMN14363290,212,GCF_001891065.1,SRR12601999,Hippocampus_kelloggi,PRJNA612146
SAMN14363305,227,GCF_001891065.1,SRR12601983,Hippocampus_kelloggi,PRJNA612146
SAMN14363304,226,GCF_001891065.1,SRR12601984,Hippocampus_kelloggi,PRJNA612146
SAMN14363299,221,GCF_001891065.1,SRR12601989,Hippocampus_kelloggi,PRJNA612146
SAMN14363298,220,GCF_001891065.1,SRR12601991,Hippocampus_kelloggi,PRJNA612146
SAMN14363297,219,GCF_001891065.1,SRR12601992,Hippocampus_kelloggi,PRJNA612146
SAMN14363294,216,GCF_001891065.1,SRR12601995,Hippocampus_kelloggi,PRJNA612146
SAMN14363292,214,GCF_001891065.1,SRR12601997,Hippocampus_kelloggi,PRJNA612146
SAMN14363289,211,GCF_001891065.1,SRR12602000,Hippocampus_kelloggi,PRJNA612146
SAMN14363288,210,GCF_001891065.1,SRR12602002,Hippocampus_kelloggi,PRJNA612146
SAMN14363287,209,GCF_001891065.1,SRR12602003,Hippocampus_kelloggi,PRJNA612146
SAMN14363296,218,GCF_001891065.1,SRR12601993,Hippocampus_kelloggi,PRJNA612146
SAMN14363301,223,GCF_001891065.1,SRR12601987,Hippocampus_kelloggi,PRJNA612146
