Organism,BioProject,BioSample,Run,LibraryName,refGenome
Coryphaenoides_rupestris,PRJNA430094,SAMN08365921,SRR6473764,Crup_L02,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365920,SRR6473765,Crup_J99,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365923,SRR6473766,Crup_L30,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365922,SRR6473767,Crup_L29,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365916,SRR6473769,Crup_J75,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365919,SRR6473770,Crup_J81,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365918,SRR6473771,Crup_J78,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365933,SRR6473772,Crup_L021,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365944,SRR6473773,Crup_J76,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365925,SRR6473774,Crup_Cru17,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365924,SRR6473775,Crup_L43,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365935,SRR6473776,Crup_L32,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365937,SRR6473777,Crup_L46,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365900,SRR6473778,Crup_L013,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365932,SRR6473779,Crup_L011,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365943,SRR6473780,Crup_J68,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365942,SRR6473781,Crup_J66,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365939,SRR6473782,Crup_Cru13,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365940,SRR6473783,Crup_Cru15,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365936,SRR6473784,Crup_L45,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365954,SRR6473785,Crup_L48,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365950,SRR6473787,Crup_L025,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365951,SRR6473788,Crup_L27,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365952,SRR6473789,Crup_L42,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365953,SRR6473790,Crup_L44,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365946,SRR6473791,Crup_L017,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365947,SRR6473792,Crup_L019,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365949,SRR6473794,Crup_L023,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365914,SRR6473795,Crup_Cru8,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365915,SRR6473796,Crup_J70,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365930,SRR6473797,Crup_J85,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365931,SRR6473798,Crup_L01,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365928,SRR6473799,Crup_J82,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365929,SRR6473800,Crup_J83,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365926,SRR6473801,Crup_Cru24,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365927,SRR6473802,Crup_J67,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365906,SRR6473803,Crup_Cru28,GCA_002895965.1
Coryphaenoides_rupestris,PRJNA430094,SAMN08365907,SRR6473804,Crup_J100,GCA_002895965.1
