Organism,BioProject,BioSample,Run,LibraryName,refGenome
Anolis_carolinensis,PRJNA533001,SAMN11458497,SRR8983036,22-4,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458498,SRR8983035,25-4,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458504,SRR8983031,AC20-1,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458505,SRR8983024,AC20-6,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458506,SRR8983023,AC27-3,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458507,SRR8983022,AC27-4,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458508,SRR8983021,AC36-1,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458509,SRR8983028,AC38-4,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458510,SRR8983027,AC8-13,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458511,SRR8983026,AC8-8,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458521,SRR8983046,TX-8,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458513,SRR8983030,CC-3,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458514,SRR8983029,CC-8,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458517,SRR8983042,SB-3,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458518,SRR8983043,SB-4,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458519,SRR8983048,TV-2,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458520,SRR8983049,TV-8,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458522,SRR8983047,VB-6,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458523,SRR8983041,VB-7,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458495,SRR8983034,15-3,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458496,SRR8983033,18-3,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458515,SRR8983044,LA-2,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458516,SRR8983045,LJ-1,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458500,SRR8983037,AC13-4,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458501,SRR8983040,AC13-5,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458502,SRR8983039,AC13-7,GCF_000090745.1
Anolis_carolinensis,PRJNA533001,SAMN11458503,SRR8983032,AC13-8,GCF_000090745.1
