BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN09786226,MIA8,GCF_000239415.1,SRR7662365,Ctenochromis_horei,PRJNA485198
SAMN09786225,MIA7,GCF_000239415.1,SRR7662366,Ctenochromis_horei,PRJNA485198
SAMN09786224,MIA5,GCF_000239415.1,SRR7662367,Ctenochromis_horei,PRJNA485198
SAMN09786229,MIB2,GCF_000239415.1,SRR7662370,Ctenochromis_horei,PRJNA485198
SAMN09786228,MIB1,GCF_000239415.1,SRR7662371,Ctenochromis_horei,PRJNA485198
SAMN09786213,MFG8,GCF_000239415.1,SRR7662501,Ctenochromis_horei,PRJNA485198
SAMN09786212,MFG7,GCF_000239415.1,SRR7662502,Ctenochromis_horei,PRJNA485198
SAMN09786207,MFG2,GCF_000239415.1,SRR7662505,Ctenochromis_horei,PRJNA485198
SAMN09786206,MFG1,GCF_000239415.1,SRR7662506,Ctenochromis_horei,PRJNA485198
SAMN09786209,MFG4,GCF_000239415.1,SRR7662507,Ctenochromis_horei,PRJNA485198
SAMN09786208,MFG3,GCF_000239415.1,SRR7662508,Ctenochromis_horei,PRJNA485198
SAMN09786211,MFG6,GCF_000239415.1,SRR7662509,Ctenochromis_horei,PRJNA485198
SAMN09786210,MFG5,GCF_000239415.1,SRR7662510,Ctenochromis_horei,PRJNA485198
SAMN09786222,MIA2,GCF_000239415.1,SRR7662522,Ctenochromis_horei,PRJNA485198
SAMN09786218,MFI2,GCF_000239415.1,SRR7662524,Ctenochromis_horei,PRJNA485198
SAMN09786219,MFI4,GCF_000239415.1,SRR7662525,Ctenochromis_horei,PRJNA485198
SAMN09786220,MFI6,GCF_000239415.1,SRR7662526,Ctenochromis_horei,PRJNA485198
SAMN09786221,MFI7,GCF_000239415.1,SRR7662527,Ctenochromis_horei,PRJNA485198
SAMN09786214,MFG9,GCF_000239415.1,SRR7662528,Ctenochromis_horei,PRJNA485198
SAMN09786215,MFH1,GCF_000239415.1,SRR7662529,Ctenochromis_horei,PRJNA485198
SAMN09786216,MFH2,GCF_000239415.1,SRR7662530,Ctenochromis_horei,PRJNA485198
SAMN09786217,MFH4,GCF_000239415.1,SRR7662531,Ctenochromis_horei,PRJNA485198
SAMN09786227,MIA9,GCF_000239415.1,SRR7662364,Ctenochromis_horei,PRJNA485198
SAMN09786223,MIA4,GCF_000239415.1,SRR7662523,Ctenochromis_horei,PRJNA485198
