BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA6815716,library_SAMEA6815716,GCA_013435755.1,ERR4189727,Amphilophus_flaveolus,PRJEB38173
SAMEA6815718,library_SAMEA6815718,GCA_013435755.1,ERR4189729,Amphilophus_flaveolus,PRJEB38173
SAMEA6815719,library_SAMEA6815719,GCA_013435755.1,ERR4189730,Amphilophus_flaveolus,PRJEB38173
SAMEA6815720,library_SAMEA6815720,GCA_013435755.1,ERR4189731,Amphilophus_flaveolus,PRJEB38173
SAMEA6815721,library_SAMEA6815721,GCA_013435755.1,ERR4189732,Amphilophus_flaveolus,PRJEB38173
SAMEA6815722,library_SAMEA6815722,GCA_013435755.1,ERR4189733,Amphilophus_flaveolus,PRJEB38173
SAMEA6815723,library_SAMEA6815723,GCA_013435755.1,ERR4189734,Amphilophus_flaveolus,PRJEB38173
SAMEA6815724,library_SAMEA6815724,GCA_013435755.1,ERR4189735,Amphilophus_flaveolus,PRJEB38173
SAMEA6815725,library_SAMEA6815725,GCA_013435755.1,ERR4189736,Amphilophus_flaveolus,PRJEB38173
SAMEA6815726,library_SAMEA6815726,GCA_013435755.1,ERR4189737,Amphilophus_flaveolus,PRJEB38173
SAMEA6815727,library_SAMEA6815727,GCA_013435755.1,ERR4189738,Amphilophus_flaveolus,PRJEB38173
SAMEA6815728,library_SAMEA6815728,GCA_013435755.1,ERR4189739,Amphilophus_flaveolus,PRJEB38173
SAMEA6815729,library_SAMEA6815729,GCA_013435755.1,ERR4189740,Amphilophus_flaveolus,PRJEB38173
SAMEA6815731,library_SAMEA6815731,GCA_013435755.1,ERR4189742,Amphilophus_flaveolus,PRJEB38173
SAMEA6815732,library_SAMEA6815732,GCA_013435755.1,ERR4189743,Amphilophus_flaveolus,PRJEB38173
SAMEA6815717,library_SAMEA6815717,GCA_013435755.1,ERR4189728,Amphilophus_flaveolus,PRJEB38173
