BioProject,BioSample,Organism,sex,Ecotype,Locality,Submitter_Id,Country,Continent,Sublocation,refGenome
PRJEB39998,SAMEA7230556,Poecilia_reticulata,male,Low Predation,Yarra,YaL-M16,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230557,Poecilia_reticulata,male,Low Predation,Yarra,YaL-M17,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230558,Poecilia_reticulata,male,Low Predation,Yarra,YaL-M18,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230559,Poecilia_reticulata,male,Low Predation,Yarra,YaL-M21,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230551,Poecilia_reticulata,male,Low Predation,Yarra,YaL-M7,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230442,Poecilia_reticulata,female,High Predation,Aripo,ArH-F1,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230444,Poecilia_reticulata,female,High Predation,Aripo,ArH-F10,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230445,Poecilia_reticulata,female,High Predation,Aripo,ArH-F13,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230447,Poecilia_reticulata,female,High Predation,Aripo,ArH-F23,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230448,Poecilia_reticulata,female,High Predation,Aripo,ArH-F25,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230482,Poecilia_reticulata,female,High Predation,Quare,QuH-F4,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230483,Poecilia_reticulata,female,High Predation,Quare,QuH-F6,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230504,Poecilia_reticulata,female,Low Predation,Quare,QuL-F14,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230505,Poecilia_reticulata,female,Low Predation,Quare,QuL-F15,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230501,Poecilia_reticulata,female,Low Predation,Quare,QuL-F4,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230503,Poecilia_reticulata,female,Low Predation,Quare,QuL-F7,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230446,Poecilia_reticulata,female,High Predation,Aripo,ArH-F14,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230443,Poecilia_reticulata,female,High Predation,Aripo,ArH-F9,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230488,Poecilia_reticulata,female,High Predation,Quare,QuH-F22,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230522,Poecilia_reticulata,female,High Predation,Yarra,YaH-F13,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230524,Poecilia_reticulata,female,High Predation,Yarra,YaH-F15,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230525,Poecilia_reticulata,female,High Predation,Yarra,YaH-F18,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230526,Poecilia_reticulata,female,High Predation,Yarra,YaH-F21,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230527,Poecilia_reticulata,female,High Predation,Yarra,YaH-F24,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230521,Poecilia_reticulata,female,High Predation,Yarra,YaH-F9,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230545,Poecilia_reticulata,female,Low Predation,Yarra,YaL-F19,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230547,Poecilia_reticulata,female,Low Predation,Yarra,YaL-F24,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230541,Poecilia_reticulata,female,Low Predation,Yarra,YaL-F4,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230542,Poecilia_reticulata,female,Low Predation,Yarra,YaL-F6,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230465,Poecilia_reticulata,female,Low Predation,Aripo,ArL-F15,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230466,Poecilia_reticulata,female,Low Predation,Aripo,ArL-F18,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230467,Poecilia_reticulata,female,Low Predation,Aripo,ArL-F19,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230468,Poecilia_reticulata,female,Low Predation,Aripo,ArL-F20,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230462,Poecilia_reticulata,female,Low Predation,Aripo,ArL-F5,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230463,Poecilia_reticulata,female,Low Predation,Aripo,ArL-F8,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230464,Poecilia_reticulata,female,Low Predation,Aripo,ArL-F9,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230486,Poecilia_reticulata,female,High Predation,Quare,QuH-F12,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230487,Poecilia_reticulata,female,High Predation,Quare,QuH-F13,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230484,Poecilia_reticulata,female,High Predation,Quare,QuH-F7,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230543,Poecilia_reticulata,female,Low Predation,Yarra,YaL-F10,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230546,Poecilia_reticulata,female,Low Predation,Yarra,YaL-F22,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230506,Poecilia_reticulata,female,Low Predation,Quare,QuL-F19,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230544,Poecilia_reticulata,female,Low Predation,Yarra,YaL-F12,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230523,Poecilia_reticulata,female,High Predation,Yarra,YaH-F14,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230485,Poecilia_reticulata,female,High Predation,Quare,QuH-F9,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJEB39998,SAMEA7230507,Poecilia_reticulata,female,Low Predation,Quare,QuL-F23,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJEB39998,SAMEA7230502,Poecilia_reticulata,female,Low Predation,Quare,QuL-F6,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036149,Poecilia_reticulata,male,High Predation,Aripo,Male_J001_Aripo_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036166,Poecilia_reticulata,male,High Predation,Yarra,Male_J042_Yarra_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036154,Poecilia_reticulata,male,Low Predation,Yarra,Male_J013_Yarra_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036152,Poecilia_reticulata,male,High Predation,Aripo,Male_J005_Aripo_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036157,Poecilia_reticulata,male,High Predation,Quare,Male_J016_Quare_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036168,Poecilia_reticulata,male,High Predation,Yarra,Male_J044_Yarra_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036162,Poecilia_reticulata,male,Low Predation,Aripo,Male_J033_Aripo_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036156,Poecilia_reticulata,male,Low Predation,Yarra,Male_J015_Yarra_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036172,Poecilia_reticulata,male,Low Predation,Quare,Male_J054_Quare_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036170,Poecilia_reticulata,male,Low Predation,Quare,Male_J052_Quare_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036151,Poecilia_reticulata,male,High Predation,Aripo,Male_J004_Aripo_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036164,Poecilia_reticulata,male,Low Predation,Aripo,Male_J035_Aripo_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036163,Poecilia_reticulata,male,Low Predation,Aripo,Male_J034_Aripo_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036150,Poecilia_reticulata,male,High Predation,Aripo,Male_J003_Aripo_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036167,Poecilia_reticulata,male,High Predation,Yarra,Male_J043_Yarra_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036165,Poecilia_reticulata,male,High Predation,Yarra,Male_J041_Yarra_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036171,Poecilia_reticulata,male,Low Predation,Quare,Male_J053_Quare_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036169,Poecilia_reticulata,male,Low Predation,Quare,Male_J051_Quare_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036158,Poecilia_reticulata,male,High Predation,Quare,Male_J017_Quare_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036153,Poecilia_reticulata,male,Low Predation,Yarra,Male_J012_Yarra_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036160,Poecilia_reticulata,male,High Predation,Quare,Male_J020_Quare_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036161,Poecilia_reticulata,male,Low Predation,Aripo,Male_J032_Aripo_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
PRJNA353986,SAMN06036159,Poecilia_reticulata,male,High Predation,Quare,Male_J019_Quare_high,Trinidad and Tobago,North America,Downstream,GCF_000633615.1
PRJNA353986,SAMN06036155,Poecilia_reticulata,male,Low Predation,Yarra,Male_J014_Yarra_low,Trinidad and Tobago,North America,Upstream,GCF_000633615.1
