BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN08892734,WHAIPI002158-23,GCF_001577835.2,SRR6974351,Coturnix_japonica,PRJNA339911
SAMN08892735,WHAIPI002157-22,GCF_001577835.2,SRR6974352,Coturnix_japonica,PRJNA339911
SAMN08892736,WHAIPI002156-21,GCF_001577835.2,SRR6974353,Coturnix_japonica,PRJNA339911
SAMN08892737,WHAIPI002159-24,GCF_001577835.2,SRR6974354,Coturnix_japonica,PRJNA339911
SAMN08892743,WHAIPI002160-25,GCF_001577835.2,SRR6974337,Coturnix_japonica,PRJNA339911
SAMN08892738,WHAIPI002163-31,GCF_001577835.2,SRR6974355,Coturnix_japonica,PRJNA339911
SAMN08892739,WHAIPI002164-32,GCF_001577835.2,SRR6974356,Coturnix_japonica,PRJNA339911
SAMN08892740,WHAIPI002165-33,GCF_001577835.2,SRR6974357,Coturnix_japonica,PRJNA339911
SAMN08892741,WHAIPI002162-27,GCF_001577835.2,SRR6974348,Coturnix_japonica,PRJNA339911
SAMN08892742,WHAIPI002161-26,GCF_001577835.2,SRR6974349,Coturnix_japonica,PRJNA339911
