BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN14488541,9380_library,GCA_009819655.1,SRR11451639,Sylvia_atricapilla,PRJNA616371
SAMN14488539,9357_library,GCA_009819655.1,SRR11451642,Sylvia_atricapilla,PRJNA616371
SAMN14488538,8201_library,GCA_009819655.1,SRR11451643,Sylvia_atricapilla,PRJNA616371
SAMN14488537,UCM052_library,GCA_009819655.1,SRR11451644,Sylvia_atricapilla,PRJNA616371
SAMN14488536,UCM063_library,GCA_009819655.1,SRR11451645,Sylvia_atricapilla,PRJNA616371
SAMN14488535,UCM061_library,GCA_009819655.1,SRR11451646,Sylvia_atricapilla,PRJNA616371
SAMN14488534,UCM060_library,GCA_009819655.1,SRR11451647,Sylvia_atricapilla,PRJNA616371
SAMN14488533,UCM059_library,GCA_009819655.1,SRR11451648,Sylvia_atricapilla,PRJNA616371
SAMN14488532,UCM057_library,GCA_009819655.1,SRR11451649,Sylvia_atricapilla,PRJNA616371
SAMN14488531,UCM056_library,GCA_009819655.1,SRR11451650,Sylvia_atricapilla,PRJNA616371
SAMN14488459,N968352_library,GCA_009819655.1,SRR11451651,Sylvia_atricapilla,PRJNA616371
SAMN14488530,UCM053_library,GCA_009819655.1,SRR11451652,Sylvia_atricapilla,PRJNA616371
SAMN14488529,UCM051_library,GCA_009819655.1,SRR11451653,Sylvia_atricapilla,PRJNA616371
SAMN14488528,UCM018_library,GCA_009819655.1,SRR11451654,Sylvia_atricapilla,PRJNA616371
SAMN14488527,UCM017_library,GCA_009819655.1,SRR11451655,Sylvia_atricapilla,PRJNA616371
SAMN14488526,UCM016_library,GCA_009819655.1,SRR11451656,Sylvia_atricapilla,PRJNA616371
SAMN14488525,UCM014_library,GCA_009819655.1,SRR11451657,Sylvia_atricapilla,PRJNA616371
SAMN14488524,UCM012_library,GCA_009819655.1,SRR11451658,Sylvia_atricapilla,PRJNA616371
SAMN14488523,9123_library,GCA_009819655.1,SRR11451659,Sylvia_atricapilla,PRJNA616371
SAMN14488522,9179_library,GCA_009819655.1,SRR11451660,Sylvia_atricapilla,PRJNA616371
SAMN14488458,N968342_library,GCA_009819655.1,SRR11451662,Sylvia_atricapilla,PRJNA616371
SAMN14488520,9167_library,GCA_009819655.1,SRR11451663,Sylvia_atricapilla,PRJNA616371
SAMN14488519,9073_library,GCA_009819655.1,SRR11451664,Sylvia_atricapilla,PRJNA616371
SAMN14488518,9138_library,GCA_009819655.1,SRR11451665,Sylvia_atricapilla,PRJNA616371
SAMN14488517,9176_library,GCA_009819655.1,SRR11451666,Sylvia_atricapilla,PRJNA616371
SAMN14488516,9130_library,GCA_009819655.1,SRR11451667,Sylvia_atricapilla,PRJNA616371
SAMN14488515,9106_library,GCA_009819655.1,SRR11451668,Sylvia_atricapilla,PRJNA616371
SAMN14488514,9194_library,GCA_009819655.1,SRR11451669,Sylvia_atricapilla,PRJNA616371
SAMN14488513,9042_library,GCA_009819655.1,SRR11451670,Sylvia_atricapilla,PRJNA616371
SAMN14488511,9078_library,GCA_009819655.1,SRR11451672,Sylvia_atricapilla,PRJNA616371
SAMN14488457,1N23590_library,GCA_009819655.1,SRR11451673,Sylvia_atricapilla,PRJNA616371
SAMN14488510,9201_library,GCA_009819655.1,SRR11451674,Sylvia_atricapilla,PRJNA616371
SAMN14488509,bcUK_library,GCA_009819655.1,SRR11451675,Sylvia_atricapilla,PRJNA616371
SAMN14488508,BRN05_library,GCA_009819655.1,SRR11451676,Sylvia_atricapilla,PRJNA616371
SAMN14488507,BRN10_library,GCA_009819655.1,SRR11451677,Sylvia_atricapilla,PRJNA616371
SAMN14488506,EN08_library,GCA_009819655.1,SRR11451678,Sylvia_atricapilla,PRJNA616371
SAMN14488505,EN01_library,GCA_009819655.1,SRR11451679,Sylvia_atricapilla,PRJNA616371
SAMN14488504,DU08_library,GCA_009819655.1,SRR11451680,Sylvia_atricapilla,PRJNA616371
SAMN14488503,9175_library,GCA_009819655.1,SRR11451681,Sylvia_atricapilla,PRJNA616371
SAMN14488502,9030_library,GCA_009819655.1,SRR11451682,Sylvia_atricapilla,PRJNA616371
