Organism,BioProject,BioSample,Run,LibraryName,refGenome
Amphilophus_tolteca,PRJEB38173,SAMEA6815794,ERR4189805,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815795,ERR4189806,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815796,ERR4189807,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815797,ERR4189808,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815798,ERR4189809,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815799,ERR4189810,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815800,ERR4189811,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815801,ERR4189812,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815802,ERR4189813,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815803,ERR4189814,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815804,ERR4189815,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815805,ERR4189816,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815806,ERR4189817,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815807,ERR4189818,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815808,ERR4189819,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815809,ERR4189820,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815810,ERR4189821,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815811,ERR4189822,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815812,ERR4189823,unspecified,GCA_013435755.1
Amphilophus_tolteca,PRJEB38173,SAMEA6815813,ERR4189824,unspecified,GCA_013435755.1
