BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA3522226,C1_1,GCF_000633615.1,ERR1001649,Poecilia_reticulata,PRJEB10680
SAMEA3522227,C12_1,GCF_000633615.1,ERR1001650,Poecilia_reticulata,PRJEB10680
SAMEA3522228,C13_1,GCF_000633615.1,ERR1001651,Poecilia_reticulata,PRJEB10680
SAMEA3539925,C1_2,GCF_000633615.1,ERR1016705,Poecilia_reticulata,PRJEB10680
SAMEA3539926,C12_2,GCF_000633615.1,ERR1016706,Poecilia_reticulata,PRJEB10680
SAMEA3539927,C14_1,GCF_000633615.1,ERR1016707,Poecilia_reticulata,PRJEB10680
SAMEA3539928,C15_1,GCF_000633615.1,ERR1016708,Poecilia_reticulata,PRJEB10680
SAMEA3539929,C16_1,GCF_000633615.1,ERR1016709,Poecilia_reticulata,PRJEB10680
SAMEA3539930,C17_1,GCF_000633615.1,ERR1016710,Poecilia_reticulata,PRJEB10680
SAMEA3539931,C4_1,GCF_000633615.1,ERR1016711,Poecilia_reticulata,PRJEB10680
SAMEA3539932,C6_1,GCF_000633615.1,ERR1016712,Poecilia_reticulata,PRJEB10680
SAMEA3539932,C6_2,GCF_000633615.1,ERR1016713,Poecilia_reticulata,PRJEB10680
SAMEA3539933,C8_1,GCF_000633615.1,ERR1016714,Poecilia_reticulata,PRJEB10680
SAMEA3539934,C9_1,GCF_000633615.1,ERR1016715,Poecilia_reticulata,PRJEB10680
SAMEA3539935,LL1_1,GCF_000633615.1,ERR1016716,Poecilia_reticulata,PRJEB10680
SAMEA3539935,LL1_2,GCF_000633615.1,ERR1016717,Poecilia_reticulata,PRJEB10680
SAMEA3539936,LL10_1,GCF_000633615.1,ERR1016718,Poecilia_reticulata,PRJEB10680
SAMEA3539937,LL11_1,GCF_000633615.1,ERR1016720,Poecilia_reticulata,PRJEB10680
SAMEA3539937,LL11_2,GCF_000633615.1,ERR1016721,Poecilia_reticulata,PRJEB10680
SAMEA3539938,LL13_1,GCF_000633615.1,ERR1016722,Poecilia_reticulata,PRJEB10680
SAMEA3539939,LL14_1,GCF_000633615.1,ERR1016724,Poecilia_reticulata,PRJEB10680
SAMEA3539939,LL14_2,GCF_000633615.1,ERR1016725,Poecilia_reticulata,PRJEB10680
SAMEA3539940,LL2_1,GCF_000633615.1,ERR1016726,Poecilia_reticulata,PRJEB10680
SAMEA3539940,LL2_2,GCF_000633615.1,ERR1016727,Poecilia_reticulata,PRJEB10680
SAMEA3539941,LL3_1,GCF_000633615.1,ERR1016728,Poecilia_reticulata,PRJEB10680
SAMEA3539941,LL3_2,GCF_000633615.1,ERR1016729,Poecilia_reticulata,PRJEB10680
SAMEA3539941,LL3_3,GCF_000633615.1,ERR1016730,Poecilia_reticulata,PRJEB10680
SAMEA3539942,LL5_3,GCF_000633615.1,ERR1016732,Poecilia_reticulata,PRJEB10680
SAMEA3539943,LL6_1,GCF_000633615.1,ERR1016733,Poecilia_reticulata,PRJEB10680
SAMEA3539943,LL6_2,GCF_000633615.1,ERR1016734,Poecilia_reticulata,PRJEB10680
SAMEA3539944,LL7_1,GCF_000633615.1,ERR1016735,Poecilia_reticulata,PRJEB10680
SAMEA3539944,LL7_2,GCF_000633615.1,ERR1016736,Poecilia_reticulata,PRJEB10680
SAMEA3539945,LL9_2,GCF_000633615.1,ERR1016738,Poecilia_reticulata,PRJEB10680
SAMEA3539946,T10_1,GCF_000633615.1,ERR1016739,Poecilia_reticulata,PRJEB10680
