BioProject,BioSample,Organism,sex,Country,Locality,Continent,refGenome,refSpecies
PRJNA545868,SAMN12253750,Cochlearius_cochlearius,unknown,Bolivia,"Velasco, Parque Nacional Noel Keonpff Mercado 86 km ESE of Florida",South America,GCF_000687185.1,Egretta_garzetta
