BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516269,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516273,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516270,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516280,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516283,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516275,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516276,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516277,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516279,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516281,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516282,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516271,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516272,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516274,Falco_cherrug,PRJNA217049
SAMN01055121,NCBI-006,GCF_000337955.1,SRR516278,Falco_cherrug,PRJNA217049
