BioProject,BioSample,Organism,sex,Submitter_Id,Breed,Strain,refGenome,refSpecies
PRJNA511031,SAMN10662616,Poropuntius_huangchuchieni,NA,DES01982,NA,NA,GCF_000951615.1,Cyprinus_carpio
