BioProject,BioSample,Organism,sex,Country,Locality,Sample Name,Continent,refGenome,refSpecies
PRJNA545868,SAMN12253800,Mesembrinibis_cayennensis,female,Panama,"Quebrada Hido, Peninsula Valiente",B10K-DU-001-44,North America,GCF_000708225.1,Nipponia_nippon
