BioProject,BioSample,Organism,sex,Submitter_Id,Population,refGenome,refSpecies
PRJNA217049,SAMN01055121,Falco_cherrug,male,NCBI-006,"Abu Dhabi Falcon Hospital, UAE",GCF_000337955.1,Falco_peregrinus
