BioProject,BioSample,Organism,sex,population,Submitter_Id,refGenome,refSpecies
PRJNA705840,SAMN18104312,Larimichthys_polyactis,male,NA,XQP-2016M,GCF_000972845.2,Larimichthys_crocea
