BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	ArrayExpress-SPECIES	use_species
PRJEB15289	ERR1749533	WGS	302	27136836650	SAMEA4033292	12249027277	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818713	HiSeq X Ten	DN461233J:F12	PAIRED	RANDOM	GENOMIC	Cheilochromis_euchilus	ILLUMINA	2016-12-07T00:00:00Z	cd9c9f70-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	2016-12-06	2018-11-16	2016-12-06	2019-07-23	Cheilochromis euchilus	0
