BioProject	Run	Assay Type	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB7359	ERR700644	WGS	SAMEA3175226	UPPSALA  UNIVERSITY	public	bam	ena	ena	ERX644907	Illumina HiSeq 2000	FHYP_148317_450	PAIRED	unspecified	GENOMIC	Ficedula_hyperythra	ILLUMINA	2015-01-29T00:00:00Z	SAMEA3175226	ERP007074	male	ERS628403	2014-12-12	2018-11-16	Uppsala University	Uppsala University	2014-12-12T17:01:49Z	2014-12-12T13:56:54Z	public	ERS628403	FHYP_148317	FHYP_148317	Provided by the Zoological Museum of the University of Copenhagen\, accession number 148317	ERC000011	1
