BioProject	Run	Assay Type	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB7359	ERR700626	WGS	SAMEA3175208	UPPSALA  UNIVERSITY	public	bam	ena	ena	ERX644889	Illumina HiSeq 2000	NRM996601_450	PAIRED	unspecified	GENOMIC	Ficedula_parva	ILLUMINA	2015-01-29T00:00:00Z	SAMEA3175208	ERP007074	female	ERS628385	2014-12-12	2018-11-16	Uppsala University	Uppsala University	2014-12-12T17:01:50Z	2014-12-12T13:32:30Z	public	ERS628385	NRM996601	NRM996601	Provided by the Swedish Museum of Natural History\, Stockholm	ERC000011	1
