BioProject,BioSample,Organism,sex,Submitter_Id,Lake,Sampling_Year,refGenome,refSpecies
PRJEB38173,SAMEA6816010,Amphilophus_spp,missing,Tsc_cit_d_nlp_13885,CL Tiscapa,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816011,Amphilophus_spp,missing,Tsc_cit_d_nlp_13887,CL Tiscapa,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816035,Amphilophus_spp,missing,Xil_sag_d_lim_00878,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816037,Amphilophus_spp,missing,Xil_sag_d_lim_00882,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816056,Amphilophus_spp,missing,Xil_vir_d_ben_00539,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816071,Amphilophus_spp,missing,Xil_vir_d_ben_19317,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816075,Amphilophus_spp,missing,Xil_xil_d_ben_00870,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816079,Amphilophus_spp,missing,Xil_xil_d_ben_00881,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816082,Amphilophus_spp,missing,Xil_xil_d_ben_07648,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816083,Amphilophus_spp,missing,Xil_xil_d_ben_07653,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816084,Amphilophus_spp,missing,Xil_xil_d_ben_07656,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816086,Amphilophus_spp,missing,Xil_xil_d_ben_13113,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816088,Amphilophus_spp,missing,Xil_xil_d_ben_13275,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816089,Amphilophus_spp,missing,Xil_xil_d_ben_13426,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815842,Amphilophus_spp,missing,Aye_cit_d_nlp_13549,CL Apoyeque,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815774,Amphilophus_spp,missing,AsL_cit_d_nlp_02325,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815933,Amphilophus_spp,missing,Mas_cit_g_lip_13912,CL Masaya,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816081,Amphilophus_spp,missing,Xil_xil_d_ben_00915,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816080,Amphilophus_spp,missing,Xil_xil_d_ben_00902,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815919,Amphilophus_spp,missing,Mas_cit_d_nlp_19404,CL Masaya,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816005,Amphilophus_spp,missing,Tsc_cit_d_nlp_07808,CL Tiscapa,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815907,Amphilophus_spp,missing,Mas_cit_d_lip_13896,CL Masaya,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815784,Amphilophus_spp,missing,AsL_cit_d_nlp_02345,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815917,Amphilophus_spp,missing,Mas_cit_d_nlp_13922,CL Masaya,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815743,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO164,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815744,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO247,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815745,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO250,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815746,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO251,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815747,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO252,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815748,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO629,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815749,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO723,CL Apoyo,2008,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815750,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO728,CL Apoyo,2008,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815751,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO735,CL Apoyo,2008,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815752,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO736,CL Apoyo,2008,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815753,Amphilophus_supercilius,missing,Apo_zal_d_lim_03119,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815794,Amphilophus_tolteca,missing,AsM_tol_d_mid_02394,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815795,Amphilophus_tolteca,missing,AsM_tol_d_mid_02395,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815796,Amphilophus_tolteca,missing,AsM_tol_d_mid_02396,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815797,Amphilophus_tolteca,missing,AsM_tol_d_mid_02397,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815798,Amphilophus_tolteca,missing,AsM_tol_d_mid_02398,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815799,Amphilophus_tolteca,missing,AsM_tol_d_mid_02410,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815800,Amphilophus_tolteca,missing,AsM_tol_d_mid_02411,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815801,Amphilophus_tolteca,missing,AsM_tol_d_mid_02590,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815802,Amphilophus_tolteca,missing,AsM_tol_d_sho_02375,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815803,Amphilophus_tolteca,missing,AsM_tol_d_sho_02383,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815804,Amphilophus_tolteca,missing,AsM_tol_d_sho_02388,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815805,Amphilophus_tolteca,missing,AsM_tol_d_sho_02389,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815806,Amphilophus_tolteca,missing,AsM_tol_d_sho_02391,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815807,Amphilophus_tolteca,missing,AsM_tol_d_sho_02392,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815808,Amphilophus_tolteca,missing,AsM_tol_d_sho_02591,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815809,Amphilophus_tolteca,missing,AsM_tol_g_mid_02366,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815810,Amphilophus_tolteca,missing,AsM_tol_g_sho_02368,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815811,Amphilophus_tolteca,missing,AsM_tol_g_sho_02369,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815812,Amphilophus_tolteca,missing,AsM_tol_g_sho_02370,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815813,Amphilophus_tolteca,missing,AsM_tol_g_sho_02371,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816057,Amphilophus_viridis,missing,Xil_vir_d_ben_00877,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816058,Amphilophus_viridis,missing,Xil_vir_d_ben_01247,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816059,Amphilophus_viridis,missing,Xil_vir_d_ben_01254,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816060,Amphilophus_viridis,missing,Xil_vir_d_ben_01263,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816061,Amphilophus_viridis,missing,Xil_vir_d_ben_13014,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816062,Amphilophus_viridis,missing,Xil_vir_d_ben_13016,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816063,Amphilophus_viridis,missing,Xil_vir_d_ben_13051,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816064,Amphilophus_viridis,missing,Xil_vir_d_ben_13075,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816065,Amphilophus_viridis,missing,Xil_vir_d_ben_13076,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816066,Amphilophus_viridis,missing,Xil_vir_d_ben_13079,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816067,Amphilophus_viridis,missing,Xil_vir_d_ben_13080,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816068,Amphilophus_viridis,missing,Xil_vir_d_ben_13109,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816069,Amphilophus_viridis,missing,Xil_vir_d_ben_13178,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816070,Amphilophus_viridis,missing,Xil_vir_d_ben_13180,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816072,Amphilophus_viridis,missing,Xil_vir_d_ben_19319,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816073,Amphilophus_viridis,missing,Xil_vir_d_ben_19323,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816074,Amphilophus_viridis,missing,Xil_vir_d_ben_19494,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816100,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_03841,CL Xiloá,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816076,Amphilophus_xiloaensis,missing,Xil_xil_d_ben_00872,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816077,Amphilophus_xiloaensis,missing,Xil_xil_d_ben_00874,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816078,Amphilophus_xiloaensis,missing,Xil_xil_d_ben_00880,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816087,Amphilophus_xiloaensis,missing,Xil_xil_d_ben_13152,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816091,Amphilophus_xiloaensis,missing,Xil_xil_d_ben_17975,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816094,Amphilophus_xiloaensis,missing,Xil_xil_d_ben_19501,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816095,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_00869,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816096,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_00871,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816097,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_00873,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816098,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_00875,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816099,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_01239,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816101,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_13154,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816102,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_13262,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816103,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_13408,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6816104,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_13413,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815754,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03122,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815755,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03124,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815756,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03964,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815757,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03965,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815758,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03969,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815759,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03976,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815760,Amphilophus_zaliosus,missing,Apo_zal_d_lim_05386,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815761,Amphilophus_zaliosus,missing,Apo_zal_d_lim_05396,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815762,Amphilophus_zaliosus,missing,Apo_zal_d_lim_07676,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815763,Amphilophus_zaliosus,missing,Apo_zal_d_lim_07678,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815764,Amphilophus_zaliosus,missing,Apo_zal_d_lim_07687,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815765,Amphilophus_zaliosus,missing,Apo_zal_d_lim_07697,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815766,Amphilophus_zaliosus,missing,Apo_zal_d_lim_12498,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815767,Amphilophus_zaliosus,missing,Apo_zal_d_lim_12523,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815768,Amphilophus_zaliosus,missing,Apo_zal_d_lim_12534,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815769,Amphilophus_zaliosus,missing,Apo_zal_d_lim_18026,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815770,Amphilophus_zaliosus,missing,Apo_zal_d_lim_18031,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815771,Amphilophus_zaliosus,missing,Apo_zal_d_lim_18413,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815772,Amphilophus_zaliosus,missing,Apo_zal_d_lim_19349,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815773,Amphilophus_zaliosus,missing,Apo_zal_d_lim_19352,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus
