BioProject,BioSample,Organism,sex,Submitter_Id,Location,State,Country,refGenome,refSpecies
PRJNA612146,SAMN14363280,Hippocampus_jayakari,missing,Hjk_S28,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363279,Hippocampus_jayakari,missing,Hjk_S24,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363272,Hippocampus_jayakari,missing,Hjk_S16,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363306,Hippocampus_kelloggi,missing,Hkg_21,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363303,Hippocampus_kelloggi,missing,Hkg_17,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363302,Hippocampus_kelloggi,missing,Hkg_16,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363300,Hippocampus_kelloggi,missing,Hkg_14,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363295,Hippocampus_kelloggi,missing,Hkg_9,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363293,Hippocampus_kelloggi,missing,Hkg_7,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363291,Hippocampus_kelloggi,missing,Hkg_5,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363290,Hippocampus_kelloggi,missing,Hkg_4,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363305,Hippocampus_kelloggi,missing,Hkg_20,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363304,Hippocampus_kelloggi,missing,Hkg_18,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363299,Hippocampus_kelloggi,missing,Hkg_13,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363298,Hippocampus_kelloggi,missing,Hkg_12,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363297,Hippocampus_kelloggi,missing,Hkg_11,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363294,Hippocampus_kelloggi,missing,Hkg_8,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363292,Hippocampus_kelloggi,missing,Hkg_6,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363289,Hippocampus_kelloggi,missing,Hkg_3,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363288,Hippocampus_kelloggi,missing,Hkg_2,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363287,Hippocampus_kelloggi,missing,Hkg_1,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363296,Hippocampus_kelloggi,missing,Hkg_10,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363301,Hippocampus_kelloggi,missing,Hkg_15,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363324,Hippocampus_kuda,missing,Hku_20,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363322,Hippocampus_kuda,missing,Hku_18,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363321,Hippocampus_kuda,missing,Hku_17,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363319,Hippocampus_kuda,missing,Hku_15,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363317,Hippocampus_kuda,missing,Hku_13,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363314,Hippocampus_kuda,missing,Hku_9,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363311,Hippocampus_kuda,missing,Hku_6,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363308,Hippocampus_kuda,missing,Hku_2,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363323,Hippocampus_kuda,missing,Hku_19,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363320,Hippocampus_kuda,missing,Hku_16,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363318,Hippocampus_kuda,missing,Hku_14,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363316,Hippocampus_kuda,missing,Hku_11,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363315,Hippocampus_kuda,missing,Hku_10,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363313,Hippocampus_kuda,missing,Hku_8,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363312,Hippocampus_kuda,missing,Hku_7,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363310,Hippocampus_kuda,missing,Hku_4,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363309,Hippocampus_kuda,missing,Hku_3,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363307,Hippocampus_kuda,missing,Hku_1,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363341,Hippocampus_mohnikei,missing,Hmh_25,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363339,Hippocampus_mohnikei,missing,Hmh_23,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363338,Hippocampus_mohnikei,missing,Hmh_22,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363337,Hippocampus_mohnikei,missing,Hmh_19,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363335,Hippocampus_mohnikei,missing,Hmh_15,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363334,Hippocampus_mohnikei,missing,Hmh_14,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363332,Hippocampus_mohnikei,missing,Hmh_12,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363330,Hippocampus_mohnikei,missing,Hmh_10,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363327,Hippocampus_mohnikei,missing,Hmh_5,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363326,Hippocampus_mohnikei,missing,Hmh_3,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363343,Hippocampus_mohnikei,missing,Hmh_30,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363342,Hippocampus_mohnikei,missing,Hmh_29,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363336,Hippocampus_mohnikei,missing,Hmh_17,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363333,Hippocampus_mohnikei,missing,Hmh_13,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363331,Hippocampus_mohnikei,missing,Hmh_11,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363329,Hippocampus_mohnikei,missing,Hmh_8,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363328,Hippocampus_mohnikei,missing,Hmh_7,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363325,Hippocampus_mohnikei,missing,Hmh_1,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363340,Hippocampus_mohnikei,missing,Hmh_24,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363362,Hippocampus_reidi,missing,Hrd_S6,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363360,Hippocampus_reidi,missing,Hrd_S4,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363357,Hippocampus_reidi,missing,Hrd_14,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363353,Hippocampus_reidi,missing,Hrd_10,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363351,Hippocampus_reidi,missing,Hrd_8,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363350,Hippocampus_reidi,missing,Hrd_7,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363346,Hippocampus_reidi,missing,Hrd_3,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363344,Hippocampus_reidi,missing,Hrd_1,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363359,Hippocampus_reidi,missing,Hrd_S2,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363358,Hippocampus_reidi,missing,Hrd_S1,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363356,Hippocampus_reidi,missing,Hrd_13,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363355,Hippocampus_reidi,missing,Hrd_12,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363354,Hippocampus_reidi,missing,Hrd_11,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363349,Hippocampus_reidi,missing,Hrd_6,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363348,Hippocampus_reidi,missing,Hrd_5,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363347,Hippocampus_reidi,missing,Hrd_4,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363345,Hippocampus_reidi,missing,Hrd_2,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363361,Hippocampus_reidi,missing,Hrd_S5,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363352,Hippocampus_reidi,missing,Hrd_9,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363395,Hippocampus_spinosissimus,missing,Hsp_20,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363392,Hippocampus_spinosissimus,missing,Hsp_17,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363389,Hippocampus_spinosissimus,missing,Hsp_14,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363388,Hippocampus_spinosissimus,missing,Hsp_13,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363387,Hippocampus_spinosissimus,missing,Hsp_12,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363385,Hippocampus_spinosissimus,missing,Hsp_10,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363382,Hippocampus_spinosissimus,missing,Hsp_7,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363380,Hippocampus_spinosissimus,missing,Hsp_5,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363377,Hippocampus_spinosissimus,missing,Hsp_2,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363394,Hippocampus_spinosissimus,missing,Hsp_19,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363393,Hippocampus_spinosissimus,missing,Hsp_18,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363391,Hippocampus_spinosissimus,missing,Hsp_16,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363390,Hippocampus_spinosissimus,missing,Hsp_15,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363386,Hippocampus_spinosissimus,missing,Hsp_11,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363384,Hippocampus_spinosissimus,missing,Hsp_9,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363379,Hippocampus_spinosissimus,missing,Hsp_4,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363378,Hippocampus_spinosissimus,missing,Hsp_3,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363376,Hippocampus_spinosissimus,missing,Hsp_1,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363383,Hippocampus_spinosissimus,missing,Hsp_8,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363381,Hippocampus_spinosissimus,missing,Hsp_6,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363375,Hippocampus_subelongatus,missing,Hsl_14,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363373,Hippocampus_subelongatus,missing,Hsl_12,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363371,Hippocampus_subelongatus,missing,Hsl_10,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363369,Hippocampus_subelongatus,missing,Hsl_8,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363368,Hippocampus_subelongatus,missing,Hsl_7,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363366,Hippocampus_subelongatus,missing,Hsl_5,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363364,Hippocampus_subelongatus,missing,Hsl_3,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363374,Hippocampus_subelongatus,missing,Hsl_13,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363372,Hippocampus_subelongatus,missing,Hsl_11,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363370,Hippocampus_subelongatus,missing,Hsl_9,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363367,Hippocampus_subelongatus,missing,Hsl_6,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363365,Hippocampus_subelongatus,missing,Hsl_4,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363363,Hippocampus_subelongatus,missing,Hsl_1,Perth,NA,Austrilia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363413,Hippocampus_trimaculatus,missing,Htl_19,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363410,Hippocampus_trimaculatus,missing,Htl_15,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363407,Hippocampus_trimaculatus,missing,Htl_12,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363406,Hippocampus_trimaculatus,missing,Htl_11,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363403,Hippocampus_trimaculatus,missing,Htl_8,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363401,Hippocampus_trimaculatus,missing,Htl_6,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363397,Hippocampus_trimaculatus,missing,Htl_2,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363415,Hippocampus_trimaculatus,missing,Htl_24,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363414,Hippocampus_trimaculatus,missing,Htl_20,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363412,Hippocampus_trimaculatus,missing,Htl_18,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363411,Hippocampus_trimaculatus,missing,Htl_17,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363409,Hippocampus_trimaculatus,missing,Htl_14,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363408,Hippocampus_trimaculatus,missing,Htl_13,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363405,Hippocampus_trimaculatus,missing,Htl_10,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363404,Hippocampus_trimaculatus,missing,Htl_9,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363402,Hippocampus_trimaculatus,missing,Htl_7,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363400,Hippocampus_trimaculatus,missing,Htl_5,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363399,Hippocampus_trimaculatus,missing,Htl_4,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363398,Hippocampus_trimaculatus,missing,Htl_3,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363396,Hippocampus_trimaculatus,missing,Htl_1,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363436,Hippocampus_zosterae,missing,Hzt_S2,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363431,Hippocampus_zosterae,missing,Hzt_16,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363430,Hippocampus_zosterae,missing,Hzt_15,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363427,Hippocampus_zosterae,missing,Hzt_12,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363425,Hippocampus_zosterae,missing,Hzt_10,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363423,Hippocampus_zosterae,missing,Hzt_8,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363422,Hippocampus_zosterae,missing,Hzt_7,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363420,Hippocampus_zosterae,missing,Hzt_5,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363418,Hippocampus_zosterae,missing,Hzt_3,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363435,Hippocampus_zosterae,missing,Hzt_S1,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363432,Hippocampus_zosterae,missing,Hzt_18,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363429,Hippocampus_zosterae,missing,Hzt_14,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363428,Hippocampus_zosterae,missing,Hzt_13,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363424,Hippocampus_zosterae,missing,Hzt_9,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363421,Hippocampus_zosterae,missing,Hzt_6,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363419,Hippocampus_zosterae,missing,Hzt_4,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363417,Hippocampus_zosterae,missing,Hzt_2,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363416,Hippocampus_zosterae,missing,Hzt_1,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363426,Hippocampus_zosterae,missing,Hzt_11,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363434,Hippocampus_zosterae,missing,Hzt_20,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363433,Hippocampus_zosterae,missing,Hzt_19,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes
