Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN08465492 	 195551964 	 98.9 	 0.23183125892818954 	 95.45 	 0.997076939810078 	 194748346
SAMN08465487 	 180143164 	 98.67 	 0.015929347171897125 	 97.61 	 0.9975586683145822 	 179511648
SAMN08465489 	 176281056 	 98.58 	 0.02452275983642848 	 96.82 	 0.9971128822783237 	 175509578
SAMN08465483 	 188427560 	 98.49 	 0.04808553483365172 	 96.84 	 0.9970383192928576 	 187723976
SAMN08465485 	 166225884 	 98.69 	 0.017534098359795757 	 97.78 	 0.9971976680105857 	 165732268
SAMN08465551 	 58807649 	 99.21 	 0.15525732035300374 	 97.96 	 0.9924026097805445 	 58548616
SAMN08465501 	 154591438 	 98.6 	 0.02304309375788328 	 97.27 	 0.9970478555637361 	 154086342
SAMN08465499 	 134113329 	 98.92 	 0.03932461478157775 	 97.21 	 0.9742767933022294 	 133685246
SAMN08465500 	 151350213 	 98.46 	 0.01583564338954713 	 96.83 	 0.9970708459050316 	 150738016
SAMN08465497 	 156301038 	 98.9 	 0.04241587954137579 	 97.89 	 0.9778882830184144 	 155880094
SAMN08465495 	 148979049 	 98.71 	 0.02292856628451159 	 97.64 	 0.9971253183384371 	 148419202
SAMN08465493 	 157223492 	 98.47 	 0.01985590041467849 	 96.97 	 0.9970781200563514 	 156579774
SAMN08465494 	 174845038 	 98.49 	 0.10572081548004811 	 97.17 	 0.9971529678431688 	 174159012
SAMN08465506 	 148392495 	 98.55 	 0.016432616757336684 	 96.88 	 0.99734231850141 	 147780464
SAMN08465504 	 153514730 	 98.91 	 0.031266875823577324 	 97.73 	 0.9964240426656522 	 152919478
SAMN08465503 	 181514421 	 98.73 	 0.018163719344370992 	 97.77 	 0.9975168259878998 	 180952860
SAMN08465510 	 150969603 	 98.42 	 0.01606747949121917 	 96.67 	 0.9972739491841036 	 150358744
SAMN08465508 	 130815367 	 99.01 	 0.01938279162569639 	 97.99 	 0.9974448339194842 	 130360494
SAMN08465517 	 171740212 	 98.8 	 0.02971580121258963 	 97.85 	 0.997528130738836 	 171226366
SAMN08465518 	 163030459 	 98.84 	 0.096828942866437 	 96.59 	 0.9970812220874531 	 162523966
SAMN08465519 	 154014267 	 98.66 	 0.03236206032782664 	 97.44 	 0.9972020927414421 	 153410264
SAMN08465513 	 150965076 	 98.46 	 0.013579518219167459 	 96.83 	 0.9967628541071127 	 150395714
SAMN08465526 	 184644782 	 98.56 	 0.024404789299705205 	 97.25 	 0.997884383938512 	 184138364
SAMN08465527 	 99966688 	 99.12 	 0.2004650889304245 	 97.89 	 0.9562452306952478 	 99575780
SAMN08465530 	 326630647 	 98.91 	 0.1344208065080923 	 97.55 	 0.9540057320912431 	 325409970
SAMN08465582 	 169518743 	 98.76 	 0.3112755148261098 	 96.13 	 0.9931294200214434 	 168993520
SAMN08465574 	 166795853 	 98.55 	 0.0314373763237387 	 97.64 	 0.9757608134712145 	 166478674
SAMN08465576 	 25081620 	 98.29 	 0.012391902915361927 	 96.9 	 0.9060412015549268 	 25050566
SAMN08465578 	 27108681 	 97.98 	 0.012668524890606075 	 95.43 	 0.9019894238460799 	 27066794
SAMN08465580 	 168354293 	 98.39 	 0.15582879136916336 	 95.81 	 0.9789861327104904 	 167850082
SAMN08465533 	 99233214 	 99.23 	 0.0572828166182343 	 98.55 	 0.9541541721591175 	 98900826
SAMN08465539 	 141311387 	 98.65 	 0.013232840181520544 	 97.34 	 0.9970281537708461 	 140842546
SAMN08465537 	 154213151 	 98.96 	 0.011551550490009766 	 98.01 	 0.963631833973155 	 153658778
SAMN08465542 	 133024798 	 98.63 	 0.02641393975279707 	 96.88 	 0.9963944519079003 	 132540388
SAMN08465569 	 163690090 	 98.16 	 0.04768441999146069 	 96.61 	 0.9956757350177171 	 163178582
SAMN08465565 	 171881749 	 98.53 	 0.01997923002284553 	 96.63 	 0.9948484621001478 	 171379564
SAMN08465563 	 166919131 	 98.5 	 0.04258154207620456 	 96.86 	 0.9957445676081281 	 166355982
SAMN08465572 	 165513278 	 98.38 	 0.02908698358327481 	 96.74 	 0.9729967860984113 	 165093002
SAMN08465571 	 159429399 	 98.53 	 0.024272844433165054 	 97.52 	 0.9718912242593147 	 159141724
SAMN08465595 	 146241137 	 98.7 	 0.2995706878291024 	 95.87 	 0.9918738075279828 	 145390902
SAMN08465593 	 139777303 	 98.7 	 0.10556883473420574 	 97.28 	 0.9945628531406536 	 139003096
SAMN08465599 	 130761759 	 98.57 	 0.16830858783415417 	 96.07 	 0.9945035452768295 	 129922514
SAMN08465598 	 140810777 	 98.61 	 0.1637010851804333 	 96.02 	 0.9944766386390304 	 139962304
SAMN08465549 	 139038710 	 99.11 	 0.01540314204583745 	 98.24 	 0.9610659251806242 	 138347018
SAMN08465547 	 107261603 	 98.85 	 0.1530061041508022 	 97.37 	 0.9637410160837501 	 106884638
SAMN08465545 	 198310363 	 98.91 	 0.05221851164681696 	 97.98 	 0.9976443004155459 	 197673108
SAMN08465543 	 164374467 	 98.04 	 0.3181764172655842 	 96.65 	 0.9857507639256824 	 164015722
