Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN02143031 	 3025741097 	 95.09 	 0.34780810196993533 	 79.36 	 0.011363382390945293 	 37425098
SAMN02439805 	 92641006 	 97.49 	 0.012217397552871998 	 87.94 	 0.20615977696964882 	 20009160
SAMN02439806 	 86697743 	 97.41 	 0.012462481289737842 	 88.64 	 0.2565037773695783 	 23036634
SAMN02439807 	 85551316 	 97.55 	 0.01014634304398076 	 91.61 	 0.22221502435547136 	 21487152
SAMN02439808 	 97591791 	 96.72 	 0.028491443506759702 	 85.22 	 0.24859313061669092 	 25673732
SAMN02439809 	 124950266 	 97.62 	 0.013054522028788639 	 92.83 	 0.5089374496348895 	 69932642
SAMN02439810 	 111826973 	 96.93 	 0.02235772759403941 	 87.98 	 0.2531697588258081 	 29694280
SAMN02439811 	 101306861 	 97.42 	 0.010829937766998822 	 91.62 	 0.21387251408718 	 24221546
SAMN02439812 	 124761455 	 97.75 	 0.015517308611061004 	 92.07 	 0.2493633576373841 	 34546630
SAMN02439814 	 81088707 	 97.76 	 0.011773908295269772 	 87.6 	 0.26858231659100895 	 22926858
SAMN02439813 	 154071622 	 96.71 	 0.027238831820697 	 90.69 	 0.23012433937162388 	 39795240
SAMN02439815 	 153718722 	 96.94 	 0.025219927342357167 	 92.08 	 0.18250471680285324 	 31754130
SAMN02439816 	 121492330 	 97.27 	 0.019901355089658745 	 91.93 	 0.11958527172195278 	 16346316
SAMN02439817 	 115739215 	 96.98 	 0.01841645461307129 	 88.95 	 0.12089977677130376 	 15243762
SAMN02439818 	 89027918 	 96.77 	 0.018406001587052728 	 86.37 	 0.2068194967685892 	 21341174
SAMN02439819 	 111880097 	 96.9 	 0.01921676918102779 	 88.73 	 0.1924788609134727 	 24845278
SAMN02439820 	 90992018 	 96.77 	 0.02215305302933275 	 88.71 	 0.1754679963429468 	 16671952
SAMN02439821 	 91837934 	 97.09 	 0.02000197434755011 	 85.47 	 0.1650670169524107 	 15971736
SAMN02439822 	 97109450 	 96.73 	 0.037389059458168075 	 90.49 	 0.18521791089754347 	 18822086
SAMN02439823 	 100111868 	 96.9 	 0.02759505995832582 	 91.59 	 0.24160291227497813 	 27068652
SAMN02439824 	 93944982 	 95.39 	 0.050921644755863596 	 88.7 	 0.2409036890046294 	 24592298
SAMN02439825 	 252960519 	 97.17 	 0.030586883797467223 	 91.8 	 0.4143337273930589 	 115090212
SAMN02439826 	 278704769 	 97.14 	 0.027247657179486583 	 89.67 	 0.6712106704603021 	 203416546
SAMN02439827 	 92802408 	 96.42 	 0.022843168035036332 	 88.45 	 0.09998394967443136 	 9770196
SAMN02439828 	 210949394 	 96.87 	 0.033336658933469134 	 91.99 	 0.3643239915016966 	 83415812
SAMN02439829 	 320947641 	 97.09 	 0.03253773409102577 	 91.05 	 0.6471617412424846 	 224165054
SAMN02439830 	 117461200 	 97.37 	 0.0165586338297242 	 94.55 	 0.5038146982480974 	 64444648
SAMN02439831 	 133849695 	 96.98 	 0.025732348512262207 	 89.67 	 0.21730288394298486 	 32681086
SAMN02439832 	 202174517 	 97.13 	 0.026925663435614883 	 86.33 	 0.49276566485298534 	 105665820
SAMN02439833 	 109339990 	 97.71 	 0.012546223938743729 	 93.06 	 0.14958476270662485 	 18130192
SAMN02439834 	 118231905 	 97.03 	 0.019961033360665213 	 92.6 	 0.24515967150595683 	 32858410
SAMEA3334441 	 28182908 	 95.75 	 0.03994804226732032 	 88.8 	 0.9440242630928319 	 28093320
SAMEA3334442 	 30061451 	 94.02 	 0.01797444840570071 	 90.83 	 0.951721584334985 	 29975246
SAMEA3334443 	 34887550 	 82.47 	 0.021220664678373805 	 76.29 	 0.9474704601656351 	 34784934
SAMEA3334444 	 6340176 	 6.64 	 0.0018083094223251847 	 6.49 	 0.8791492980388579 	 6339368
SAMEA3334445 	 22579809 	 94.31 	 0.028812024052107792 	 87.29 	 0.9442236547865926 	 22507142
SAMEA3334446 	 32075554 	 94.95 	 0.0465731316752939 	 92.54 	 0.9517914773146613 	 31956850
SAMEA3334447 	 28990144 	 94.48 	 0.023942792419382256 	 86.77 	 0.9481517638965842 	 28903392
SAMEA3334448 	 14573357 	 5.76 	 0.0029443456301797865 	 5.66 	 0.9479488107944027 	 14571416
SAMEA3334449 	 19474299 	 96.46 	 0.018385565508673766 	 90.04 	 0.9279482576776127 	 19276928
SAMEA3334450 	 18199892 	 96.36 	 0.011668585725673537 	 92.8 	 0.9476465977857167 	 18105010
SAMEA3334451 	 20031220 	 96.24 	 0.013387352342992589 	 88.97 	 0.9386838883221796 	 19848912
SAMEA3334452 	 17461698 	 96.21 	 0.010084529007431007 	 90.76 	 0.938827116146305 	 17338308
SAMEA3334453 	 21360238 	 97.65 	 0.007074031665752039 	 91.68 	 0.9452810835160226 	 21282582
SAMEA3334454 	 19790849 	 96.04 	 0.013726091285927148 	 89.99 	 0.9534068384491196 	 19705310
SAMEA3334455 	 48449474 	 96.8 	 0.026871499162199365 	 91.13 	 0.8947676516564165 	 47955806
SAMEA3334456 	 79278621 	 96.88 	 0.02168341197559428 	 93.42 	 0.947657300895963 	 78894250
SAMEA3334457 	 49722914 	 96.81 	 0.017181937486608286 	 90.22 	 0.9135169891456922 	 49282230
SAMEA3334458 	 40392603 	 96.78 	 0.01111389132312171 	 91.76 	 0.9106275611805571 	 40108254
SAMEA3334459 	 96627790 	 97.91 	 0.013231493755574872 	 92.35 	 0.9453356801244001 	 96316006
SAMEA3334460 	 59326666 	 96.4 	 0.016858574186521792 	 90.89 	 0.9360003599280334 	 59083834
SAMEA3334461 	 56604818 	 96.76 	 0.02446565590936093 	 93.26 	 0.9552305465855525 	 56318708
SAMEA3334462 	 83980992 	 96.55 	 0.017447186144217017 	 91.15 	 0.9457159329310219 	 83389868
SAMEA3334463 	 67130705 	 97.99 	 0.01340808203935889 	 92.28 	 0.9517458879139606 	 66918464
SAMEA3334464 	 45614009 	 97.26 	 0.031730536993580194 	 88.13 	 0.9603582693266149 	 45270388
SAMEA3334465 	 30231869 	 97.76 	 0.01230896442426368 	 94.26 	 0.9669612245771981 	 30164572
SAMEA3334466 	 36041451 	 97.63 	 0.011679274510895801 	 94.57 	 0.965570884725159 	 35959928
SAMEA3334467 	 37085260 	 98.27 	 0.01433057230824322 	 95.44 	 0.9646749291237359 	 37021760
SAMEA3334468 	 33922651 	 97.38 	 0.022517137590455417 	 93.85 	 0.9653924908795721 	 33844840
SAMEA3334469 	 42198246 	 97.75 	 0.0179785434683707 	 94.89 	 0.969708374281305 	 42101716
SAMEA3334470 	 37271843 	 98.44 	 0.0155773085865381 	 95.28 	 0.9643791577859336 	 37211864
SAMEA3334471 	 42507592 	 97.84 	 0.012790468112143355 	 94.85 	 0.9639607770995223 	 42412514
SAMEA3334472 	 34105980 	 97.48 	 0.017102513987283168 	 92.59 	 0.967747279300008 	 34011122
SAMEA3334473 	 39994566 	 97.27 	 0.03863862405707815 	 94.91 	 0.9695152336106071 	 39896438
SAMEA3334474 	 34664079 	 97.42 	 0.02358833765639641 	 94.38 	 0.9700585898403086 	 34571532
SAMEA3334475 	 34588025 	 97.11 	 0.024195021253743166 	 94.32 	 0.9706068764487956 	 34465926
SAMEA3334476 	 40626478 	 97.94 	 0.034603098009135816 	 95.61 	 0.9725006852195939 	 40540992
SAMEA3334477 	 43236939 	 97.77 	 0.0137813409964105 	 94.01 	 0.9656311804680555 	 43137634
SAMEA3334478 	 41373699 	 97.15 	 0.028785074305297188 	 93.9 	 0.9666632793887451 	 41247004
SAMEA3334479 	 27682655 	 98.05 	 0.016776931258941745 	 94.72 	 0.9677114583671163 	 27630444
