Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN14488541 	 168812008 	 99.11 	 0.027046831881769928 	 96.87 	 0.8572706761285811 	 168000478
SAMN14488539 	 149347366 	 99.28 	 0.024509973614131233 	 97.38 	 0.8652605008000224 	 148694112
SAMN14488538 	 149894149 	 99.16 	 0.03583824342603259 	 97.22 	 0.8288117884335334 	 149212808
SAMN14488537 	 135512747 	 99.1 	 0.049314696572419124 	 95.78 	 0.7888443667780464 	 134577540
SAMN14488536 	 148507704 	 99.15 	 0.0417353499721469 	 96.31 	 0.8448864988821035 	 147614882
SAMN14488535 	 127611864 	 99.05 	 0.036366226889374485 	 95.65 	 0.8198751541305034 	 126715060
SAMN14488534 	 144197060 	 99.09 	 0.03436796145497002 	 96.46 	 0.8143903591091646 	 143323784
SAMN14488533 	 138677988 	 99.0 	 0.034824308238449495 	 95.88 	 0.8537461045767515 	 137792142
SAMN14488532 	 138342429 	 99.01 	 0.03407641483582741 	 95.38 	 0.8071358031097969 	 137307904
SAMN14488531 	 159518599 	 99.01 	 0.03134418827236566 	 95.81 	 0.8524504934123331 	 158447996
SAMN14488459 	 138473712 	 99.03 	 0.0382893397123636 	 96.24 	 0.8229390004572611 	 137444120
SAMN14488530 	 164439443 	 98.97 	 0.03501293178182317 	 95.05 	 0.8279548026297351 	 163306514
SAMN14488529 	 117519679 	 99.08 	 0.03308701175060221 	 96.11 	 0.8069090554318181 	 116798664
SAMN14488528 	 169147132 	 99.03 	 0.032332643984764695 	 96.03 	 0.84493420214438 	 168011396
SAMN14488527 	 245248254 	 98.91 	 0.07143546065775457 	 95.77 	 0.8053947062953394 	 243454918
SAMN14488526 	 131705340 	 98.9 	 0.05611958482473072 	 95.67 	 0.8422142439863447 	 130581222
SAMN14488525 	 133068069 	 98.94 	 0.04282036286255871 	 96.07 	 0.8653994040712608 	 132157644
SAMN14488524 	 129510421 	 98.92 	 0.044204435101017854 	 95.66 	 0.8606810064769554 	 128653626
SAMN14488523 	 178436934 	 99.15 	 0.028044188430182283 	 96.98 	 0.8507975188769936 	 177628662
SAMN14488522 	 174182788 	 99.14 	 0.02523917001489263 	 96.92 	 0.8724956389721915 	 173285612
SAMN14488458 	 233143365 	 99.09 	 0.04054890431902276 	 96.21 	 0.8104028398681756 	 231595118
SAMN14488520 	 147468000 	 99.22 	 0.022412543738302548 	 97.42 	 0.8374144417003316 	 146866336
SAMN14488519 	 157421344 	 99.13 	 0.03088692979269698 	 96.99 	 0.8402538419708021 	 156713672
SAMN14488518 	 134733613 	 99.14 	 0.028051151571211855 	 96.98 	 0.8358770518298718 	 134073656
SAMN14488517 	 149691395 	 99.19 	 0.03549246768660283 	 96.54 	 0.8289521492756737 	 148002012
