Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA6815782 	 163145524 	 99.8 	 0.055841317473104564 	 97.0 	 0.9625594182827495 	 161821412
SAMEA6815816 	 131722487 	 99.76 	 0.0771719941789438 	 97.77 	 0.9222142620796135 	 130732214
SAMEA6815915 	 83374952 	 99.65 	 0.24150857682052998 	 97.41 	 0.9729778409452204 	 82779972
SAMEA6815682 	 89221611 	 99.8 	 0.06146276601080427 	 97.67 	 0.8989772638518496 	 88489216
SAMEA6815684 	 162893672 	 99.8 	 0.20473412865295346 	 97.22 	 0.9684960376496872 	 161806910
SAMEA6815685 	 161672863 	 99.7 	 0.24498611742899612 	 97.32 	 0.9600680646530957 	 160535652
SAMEA6815686 	 187723462 	 99.47 	 0.17372502963960892 	 97.14 	 0.9771678116855571 	 186454766
SAMEA6815695 	 239703212 	 99.5 	 0.2031112332362071 	 97.1 	 0.9806755220832157 	 238000470
SAMEA6815696 	 228110400 	 99.68 	 0.18522194077955237 	 97.24 	 0.9681890643916242 	 226654094
SAMEA6815699 	 194052742 	 99.76 	 0.25308418471097927 	 97.48 	 0.9735176908105727 	 192783220
SAMEA6815711 	 126659728 	 99.63 	 0.0855979652822245 	 97.35 	 0.8969574126603784 	 125610526
SAMEA6815730 	 119409349 	 99.75 	 0.05655393029569234 	 97.49 	 0.9083386483433126 	 118459784
SAMEA6815775 	 101675786 	 99.77 	 0.04849745641504065 	 97.27 	 0.9734405865960741 	 100908728
SAMEA6815776 	 176478404 	 99.8 	 0.06331920930109952 	 97.14 	 0.9747814578688917 	 175034100
SAMEA6815777 	 197548366 	 99.77 	 0.050601218336576874 	 96.5 	 0.9616661455443699 	 195640524
SAMEA6815778 	 188168930 	 99.8 	 0.059677838418914324 	 97.32 	 0.9739242680933224 	 186773524
SAMEA6815779 	 237926000 	 99.79 	 0.055416684179114516 	 97.21 	 0.9633185822634378 	 236122844
SAMEA6815780 	 229089437 	 99.81 	 0.06556292248428722 	 97.0 	 0.9623648495798369 	 227154070
SAMEA6815781 	 162747552 	 99.8 	 0.06265818363891582 	 96.8 	 0.9618839209863419 	 161278346
SAMEA6815783 	 178212464 	 99.78 	 0.07108626251865302 	 96.89 	 0.9645930006688929 	 176682918
SAMEA6815785 	 248767060 	 99.8 	 0.05719541003539617 	 97.04 	 0.9592065758788181 	 246787862
SAMEA6815786 	 204856350 	 99.8 	 0.07387511785697637 	 96.26 	 0.9745893096422039 	 202677926
SAMEA6815787 	 197756568 	 99.8 	 0.050653154538968334 	 97.08 	 0.9546026045685088 	 195989182
SAMEA6815788 	 195021235 	 99.81 	 0.06822682668377113 	 97.13 	 0.971849411950344 	 193443016
SAMEA6815789 	 208099319 	 99.82 	 0.06940867980447356 	 96.74 	 0.9715050361426051 	 206192054
SAMEA6815790 	 238007470 	 99.65 	 0.08479672087602964 	 96.25 	 0.9658881214758697 	 235437144
SAMEA6815791 	 125771655 	 99.72 	 0.05102543971453664 	 97.69 	 0.9686716241133858 	 124947184
SAMEA6815792 	 226207406 	 99.8 	 0.06064426555512511 	 97.53 	 0.9663134601416744 	 224596610
SAMEA6815793 	 158717402 	 99.66 	 0.05558921636078695 	 97.43 	 0.9643006089578015 	 157668216
SAMEA6815814 	 143147263 	 99.71 	 0.08951503320046014 	 97.44 	 0.9143211953584138 	 141969512
SAMEA6815815 	 273050050 	 99.7 	 0.18878757575763125 	 97.6 	 0.9652739125688387 	 271419186
SAMEA6815817 	 268463175 	 99.75 	 0.2183165381993266 	 97.63 	 0.9741710210795288 	 266829466
SAMEA6815818 	 139161727 	 99.64 	 0.08404769222215817 	 97.25 	 0.9449452403775942 	 137910670
SAMEA6815819 	 128154884 	 99.78 	 0.10018919762745834 	 97.82 	 0.9183457687597388 	 127225360
SAMEA6815820 	 136863098 	 99.56 	 0.08669423075605084 	 97.43 	 0.9490395437835591 	 135846308
SAMEA6815821 	 135452454 	 99.77 	 0.10194309214951543 	 97.86 	 0.9025524574376613 	 134445678
SAMEA6815822 	 155161083 	 99.84 	 0.09637925767764846 	 98.14 	 0.9413329993405108 	 153998624
SAMEA6815823 	 226938483 	 99.56 	 0.26956549277717695 	 97.48 	 0.9727674290647939 	 225505924
SAMEA6815824 	 63475352 	 99.41 	 0.260802082672972 	 97.29 	 0.9727385234987355 	 63070006
SAMEA6815825 	 182126135 	 99.66 	 0.20049449794780963 	 97.74 	 0.9758199661114142 	 181007328
SAMEA6815826 	 147269629 	 99.8 	 0.2297553828970398 	 97.7 	 0.9734016812767187 	 146348190
SAMEA6815827 	 115344230 	 99.68 	 0.07375119674386833 	 97.39 	 0.9475282392007864 	 114387578
SAMEA6815828 	 227277786 	 99.77 	 0.197293091371455 	 97.53 	 0.980013787961189 	 225668214
SAMEA6815829 	 160956564 	 99.78 	 0.22703287204863543 	 97.51 	 0.9680407302546933 	 159914290
SAMEA6815830 	 167922421 	 99.75 	 0.14383034055946586 	 97.18 	 0.9772912226339969 	 166841674
SAMEA6815831 	 183219414 	 99.15 	 0.20785874252386813 	 96.71 	 0.9744283229755367 	 182056162
SAMEA6815832 	 135291708 	 99.34 	 0.11185219865802862 	 97.55 	 0.9084233128499857 	 134288968
SAMEA6815833 	 37557621 	 99.49 	 0.09242182831548357 	 97.47 	 0.9253398160411597 	 37304166
SAMEA6815834 	 30723070 	 99.36 	 0.05175430059561105 	 97.29 	 0.9276119633196191 	 30491108
SAMEA6815835 	 172963993 	 99.81 	 0.1461701395850638 	 97.8 	 0.97342835193581 	 171884036
SAMEA6815836 	 182067001 	 99.77 	 0.2515026377569651 	 97.66 	 0.9782024545784896 	 180923210
