Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA1877404 	 160578155 	 98.73 	 0.017210024613871045 	 95.73 	 0.33950564807770334 	 54649078
SAMEA1877436 	 147821617 	 98.78 	 0.017157274094762472 	 95.3 	 0.3419605013478569 	 50650286
SAMEA1877511 	 142088126 	 98.86 	 0.01819088668957461 	 95.62 	 0.34249073008825376 	 48752006
SAMEA1877425 	 128573989 	 98.79 	 0.015814357288082583 	 95.99 	 0.3410627861945889 	 43971356
SAMEA1877494 	 176612451 	 98.83 	 0.017830413326861083 	 95.6 	 0.34210190863214 	 60550588
SAMEA1877464 	 161244957 	 98.72 	 0.01956854997951967 	 96.05 	 0.34189805474087775 	 55245018
SAMEA2661333 	 54612775 	 99.15 	 0.007486398557846584 	 97.46 	 0.9663492972554788 	 54345488
SAMEA2661334 	 62156398 	 99.13 	 0.00843449776481578 	 97.25 	 0.9617616099410353 	 61808864
SAMEA2661335 	 50552263 	 99.16 	 0.00746714345903763 	 97.59 	 0.9658444793550418 	 50313184
SAMEA2661336 	 50872934 	 99.12 	 0.0072561374187696745 	 97.43 	 0.9654569508558728 	 50626676
SAMEA2661337 	 50575799 	 99.1 	 0.007200855096723237 	 97.39 	 0.9626724873651467 	 50333460
SAMEA2661338 	 55646837 	 99.11 	 0.0071503974251043234 	 97.49 	 0.9645589844595036 	 55386634
SAMEA2661339 	 56314786 	 99.12 	 0.008034870273679101 	 97.46 	 0.9718630520420025 	 56045208
SAMEA2661341 	 57472616 	 99.11 	 0.007942582603165306 	 97.41 	 0.971563529611189 	 57201172
SAMEA2661342 	 61664894 	 99.08 	 0.008147342311169788 	 97.11 	 0.972970729834631 	 61358638
SAMEA2661343 	 57550176 	 99.16 	 0.008223224200044149 	 97.55 	 0.9739947642985325 	 57268800
SAMEA2661344 	 52529241 	 99.09 	 0.007756860602649865 	 97.47 	 0.971150055033044 	 52287088
SAMEA2661345 	 52229368 	 99.09 	 0.00788395524908515 	 97.36 	 0.9713760718935361 	 51983750
SAMEA2661346 	 55772678 	 99.1 	 0.007793762386665385 	 97.44 	 0.970412638979715 	 55516752
SAMEA2661347 	 58184479 	 99.16 	 0.007827035797639435 	 97.61 	 0.972183177860494 	 57918890
SAMEA2661349 	 58164201 	 99.17 	 0.00806422149596794 	 97.52 	 0.9741105639480919 	 57891572
SAMEA2661350 	 49479745 	 99.16 	 0.008600488947548134 	 97.37 	 0.973635356536071 	 49222706
SAMEA2661351 	 58068629 	 99.12 	 0.007347719540614606 	 97.51 	 0.9685544023481389 	 57787764
SAMEA2661352 	 54340153 	 99.16 	 0.007022523473572111 	 97.62 	 0.9636860551245149 	 54096960
SAMEA2661353 	 56533687 	 99.11 	 0.0074348237715328915 	 97.53 	 0.9669475448663012 	 56266784
SAMEA2661354 	 61479181 	 99.2 	 0.008610833641391548 	 97.61 	 0.9664864830018759 	 61168800
SAMEA2661355 	 62009049 	 99.13 	 0.007286017239193589 	 97.49 	 0.9667288667870279 	 61719250
SAMEA2661357 	 59518044 	 99.19 	 0.007145984165743081 	 97.66 	 0.9687836243452057 	 59246414
SAMEA2661358 	 62411038 	 99.11 	 0.007120487244580038 	 97.34 	 0.9618354793637075 	 62109520
SAMEA2661359 	 60864039 	 99.2 	 0.00785877848165811 	 97.65 	 0.968299838254039 	 60559912
SAMEA2661362 	 61283564 	 99.15 	 0.007337611761613603 	 97.52 	 0.968369152320493 	 60983028
SAMEA2661363 	 60574814 	 99.16 	 0.007216183940738142 	 97.63 	 0.9680621512988875 	 60297906
SAMEA2661365 	 59119237 	 99.11 	 0.007463053016059731 	 97.46 	 0.9655345588911566 	 58830936
SAMEA2661366 	 64247523 	 99.13 	 0.0072442014612765695 	 97.45 	 0.9683857387795517 	 63949872
SAMEA2661367 	 60240440 	 99.15 	 0.007244020794004825 	 97.57 	 0.9690005415734901 	 59960738
SAMEA2661368 	 57610146 	 99.2 	 0.008361252894585617 	 97.62 	 0.9678925830106725 	 57313678
SAMEA2661369 	 57812178 	 99.19 	 0.007894115319440136 	 97.63 	 0.9697324349433544 	 57530040
SAMEA2661370 	 55346496 	 99.15 	 0.007153984960493253 	 97.56 	 0.966279744450242 	 55086354
SAMEA1877400 	 164202723 	 98.31 	 0.01667538119937268 	 94.82 	 0.3415666353122261 	 56240668
SAMEA1877402 	 117183608 	 98.73 	 0.02394378401456968 	 95.9 	 0.3335773185358353 	 39156696
SAMEA1877407 	 164007748 	 98.79 	 0.019201580647275274 	 95.2 	 0.33981329861094245 	 55827324
SAMEA1877442 	 137210524 	 98.76 	 0.021024393143488033 	 96.2 	 0.33848846530767857 	 46551314
SAMEA1877447 	 170212084 	 98.72 	 0.01714048104833732 	 95.96 	 0.3421771396022357 	 58399898
SAMEA1877507 	 182497927 	 98.8 	 0.018153269214942917 	 95.44 	 0.33365268004100296 	 60983444
SAMEA2661297 	 58586303 	 99.13 	 0.007843334985653557 	 97.52 	 0.9625551259562969 	 58282684
SAMEA2661298 	 53174286 	 99.09 	 0.007491703790813477 	 97.39 	 0.9590546796408695 	 52873586
SAMEA2661299 	 53875591 	 99.07 	 0.00707734231630053 	 97.42 	 0.9610671390974028 	 53599266
SAMEA2661300 	 52838323 	 99.08 	 0.007193926272035545 	 97.41 	 0.9608880153846778 	 52565204
SAMEA2661301 	 54309060 	 98.79 	 0.007419940613960175 	 97.2 	 0.9553196427336451 	 54038160
SAMEA2661303 	 61329903 	 99.24 	 0.010401565448424075 	 97.44 	 0.9655750107005359 	 60913904
SAMEA2661304 	 67912234 	 99.27 	 0.008638752776119838 	 97.37 	 0.9646308131804027 	 67466472
SAMEA2661306 	 55256328 	 99.3 	 0.010311036230999642 	 97.29 	 0.9642738292919635 	 54869580
SAMEA2661307 	 53833699 	 99.15 	 0.008266829295902554 	 97.5 	 0.962623564253196 	 53537276
SAMEA2661308 	 54845783 	 99.22 	 0.009529429090291227 	 97.49 	 0.9640107337649118 	 54510280
SAMEA2661309 	 52953550 	 99.04 	 0.008464947109306176 	 97.36 	 0.9639775448315742 	 52652226
SAMEA2661310 	 43996809 	 99.21 	 0.012998533598197996 	 97.26 	 0.9809204845555309 	 43700192
SAMEA2661313 	 44315586 	 99.16 	 0.010179465978403175 	 97.22 	 0.9810803933154667 	 44012534
SAMEA2661316 	 47860762 	 99.22 	 0.012196629882324063 	 97.07 	 0.9825176006460542 	 47519450
SAMEA2661318 	 42584309 	 99.24 	 0.01135909003478253 	 97.2 	 0.9827376298382527 	 42269678
SAMEA2661319 	 41520086 	 99.19 	 0.010966475358456627 	 97.25 	 0.980978718086513 	 41243404
SAMEA2661320 	 39730957 	 99.19 	 0.010799160966598413 	 97.4 	 0.9794762433814433 	 39494302
SAMEA2661321 	 38921918 	 99.16 	 0.009376721876861258 	 97.43 	 0.9778017430665044 	 38720818
SAMEA2661322 	 40257198 	 99.2 	 0.010428321414719425 	 97.41 	 0.9794563563916543 	 40030824
SAMEA2661324 	 42086627 	 99.06 	 0.009317639068581096 	 97.23 	 0.9772576389583257 	 41870326
SAMEA2661325 	 43878868 	 99.07 	 0.008973955298937976 	 97.09 	 0.9773541198804481 	 43668358
SAMEA2661326 	 57258699 	 99.21 	 0.009685532673384702 	 97.56 	 0.9700676536446489 	 56959476
SAMEA2661327 	 53970917 	 99.17 	 0.008620012885828861 	 97.5 	 0.9713380850674562 	 53686058
SAMEA2661328 	 51720910 	 99.16 	 0.007781185597855877 	 97.55 	 0.968095697219016 	 51461214
SAMEA2661330 	 53540026 	 99.13 	 0.007378554504250708 	 97.44 	 0.9658532223899194 	 53277984
SAMEA2661331 	 54371515 	 99.15 	 0.007218982218906352 	 97.52 	 0.9681393397151817 	 54111304
SAMEA2661371 	 58678835 	 99.1 	 0.007434162590310459 	 97.35 	 0.9593698988022256 	 58391456
SAMEA2661373 	 59048660 	 99.14 	 0.007910628285214263 	 97.38 	 0.9659205143956142 	 58739284
SAMEA2661374 	 62952004 	 99.17 	 0.00889363267927102 	 97.24 	 0.9661048170975847 	 62610266
SAMEA2661375 	 52047944 	 99.02 	 0.007359445360608288 	 97.2 	 0.9688299611695139 	 51793206
SAMEA2661376 	 50710794 	 99.05 	 0.007667401145405059 	 97.11 	 0.9671693169580811 	 50438112
SAMEA2661377 	 41685961 	 99.06 	 0.007183161736393698 	 97.29 	 0.9703017590049715 	 41488640
SAMEA2661378 	 37887213 	 99.02 	 0.0071385826136116165 	 97.28 	 0.9699913528022714 	 37703948
SAMEA2661379 	 30223116 	 99.17 	 0.008355458781946904 	 97.43 	 0.9674730153224078 	 30054764
SAMEA2661380 	 28922398 	 99.05 	 0.0072625374977552 	 97.26 	 0.9664077401809978 	 28781996
SAMEA2661392 	 44164016 	 99.13 	 0.007417418741991218 	 97.46 	 0.9722690241042656 	 43956934
SAMEA2661393 	 41284662 	 99.04 	 0.007421690893339517 	 97.22 	 0.9706889566361757 	 41079578
SAMEA2661394 	 76968901 	 99.1 	 0.008466627320039298 	 97.3 	 0.96881953997801 	 76557178
SAMEA2661395 	 80421529 	 99.14 	 0.008669071686015817 	 97.36 	 0.9699677813112683 	 79963882
SAMEA2661396 	 79979288 	 98.91 	 0.00810035968312196 	 97.02 	 0.9697615726165496 	 79490654
SAMEA2661397 	 95500178 	 98.88 	 0.008236529150762421 	 97.06 	 0.9682084456355201 	 94974686
SAMEA2661398 	 55319952 	 99.14 	 0.008473561220732801 	 97.28 	 0.9667159260109203 	 54990632
SAMEA2661399 	 52536565 	 99.09 	 0.00757461017864415 	 97.24 	 0.9700110568580288 	 52258624
SAMEA2661400 	 53060010 	 99.13 	 0.00783627820650618 	 97.3 	 0.969610151215163 	 52781130
SAMEA2661402 	 47597195 	 99.11 	 0.007476301912329077 	 97.4 	 0.9695417286409771 	 47349936
SAMEA2661403 	 49556973 	 98.83 	 0.008486394033792177 	 96.99 	 0.9698987817541839 	 49248178
SAMEA2661404 	 48154825 	 99.04 	 0.0074318617085619145 	 97.08 	 0.9676375907930835 	 47899578
SAMEA2661405 	 52745004 	 98.97 	 0.009000681846568824 	 97.15 	 0.9715669030040244 	 52422336
SAMEA2661406 	 52512227 	 98.49 	 0.008030548771050978 	 96.61 	 0.969350077641863 	 52181844
SAMEA2661407 	 52062573 	 98.69 	 0.00815180609686732 	 96.76 	 0.9713183096247332 	 51729134
SAMEA2661408 	 58141667 	 98.93 	 0.007676284892209919 	 97.01 	 0.9671559503239325 	 57836922
SAMEA2661409 	 58941903 	 99.14 	 0.01014751763274423 	 97.36 	 0.9713896941214394 	 58581540
SAMEA2661410 	 49456882 	 99.11 	 0.007614127392826745 	 97.33 	 0.9707498940072031 	 49209374
SAMEA2661411 	 55099246 	 99.04 	 0.007894500044519666 	 97.16 	 0.9735509860554722 	 54801222
SAMEA2661412 	 55727596 	 98.96 	 0.007412001048816102 	 97.07 	 0.9683120409209311 	 55461910
SAMEA2661413 	 56321249 	 99.04 	 0.007502390438819991 	 97.12 	 0.9678576229245374 	 56047218
SAMEA2661414 	 54993263 	 99.05 	 0.007983523363580007 	 97.05 	 0.9704260575117116 	 54674988
SAMEA2661415 	 61047093 	 98.89 	 0.007388590968615 	 96.35 	 0.9602090568126326 	 60644102
SAMEA2661417 	 59297922 	 98.96 	 0.007207149687302702 	 96.58 	 0.9636947699709226 	 58907404
SAMEA2661418 	 48643068 	 98.97 	 0.00716866789734562 	 96.5 	 0.9666858129121944 	 48311792
SAMEA2661419 	 47106740 	 98.99 	 0.0071356243289176875 	 96.56 	 0.9680454438970927 	 46777466
SAMEA2661420 	 46840707 	 98.94 	 0.007055785900071918 	 96.46 	 0.9655997658220971 	 46524694
SAMEA2661421 	 50165425 	 98.94 	 0.0069363710164919365 	 96.43 	 0.9665960280058852 	 49831360
SAMEA2661422 	 55467390 	 98.92 	 0.006976333301422692 	 96.49 	 0.9683883610609915 	 55109316
SAMEA2661423 	 56874570 	 98.95 	 0.007261962595936989 	 96.41 	 0.9661573840785098 	 56465764
SAMEA2661424 	 59208052 	 98.91 	 0.007177689277802959 	 96.34 	 0.9657034481192944 	 58787068
SAMEA2661425 	 59223195 	 98.97 	 0.007161130026841679 	 96.51 	 0.9674661785702021 	 58823004
SAMEA2661426 	 49922599 	 98.87 	 0.007072388198378855 	 96.36 	 0.9657366791851794 	 49569058
SAMEA2661427 	 49367563 	 98.99 	 0.0070567185988095055 	 96.52 	 0.9653726347670741 	 49029774
SAMEA2661428 	 48179219 	 98.94 	 0.006928360544823277 	 96.46 	 0.9658539588770316 	 47845778
SAMEA2661429 	 49221705 	 98.99 	 0.007027631407729578 	 96.55 	 0.9662853664977639 	 48877174
SAMEA2661430 	 47515416 	 79.41 	 0.005917490020501978 	 77.24 	 0.9658138153567233 	 47220260
SAMEA2661431 	 49968476 	 98.88 	 0.007510014914203107 	 96.21 	 0.9696938206237449 	 49586046
SAMEA2661432 	 55103014 	 99.08 	 0.00832081526429752 	 96.55 	 0.9692222783085169 	 54657602
SAMEA2661433 	 55008242 	 99.09 	 0.00891322794864086 	 96.72 	 0.9715502020977486 	 54566540
SAMEA2661434 	 49254516 	 99.12 	 0.010108514719746713 	 96.72 	 0.971981617467188 	 48832650
SAMEA2661435 	 47638953 	 98.93 	 0.007821057696209234 	 96.39 	 0.9659083795259367 	 47275752
SAMEA2661436 	 46045392 	 98.92 	 0.007424695179052879 	 96.43 	 0.9667017673183776 	 45710466
