Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMD00013064 	 349479196 	 94.64 	 0.05657848657749573 	 88.2 	 0.9990449982394661 	 345332082
SAMD00013068 	 338531038 	 95.18 	 0.06164905919202599 	 88.61 	 0.99882480316952 	 334515420
SAMD00013057 	 354597483 	 96.68 	 0.05697129553511241 	 89.58 	 0.9976714961485623 	 351263764
SAMD00013056 	 388557333 	 96.44 	 0.08230636069349385 	 91.77 	 0.9989180274889659 	 386000226
SAMD00056765 	 16303111 	 98.42 	 0.020335443952997682 	 96.43 	 0.9999540590605879 	 16237494
SAMD00056767 	 16604565 	 98.33 	 0.01573820211490033 	 96.42 	 0.9999551357259172 	 16538030
SAMD00056772 	 10330788 	 98.14 	 0.0063046497517904735 	 96.06 	 0.9999591788653824 	 10288368
SAMD00056774 	 9265838 	 98.31 	 0.007484374322106646 	 95.97 	 0.9999564168964536 	 9223356
SAMD00056779 	 21189000 	 98.33 	 0.014235310774458445 	 96.06 	 0.999956006493214 	 21093094
SAMD00056780 	 13256473 	 98.39 	 0.025359611112246824 	 96.23 	 0.9999583377204976 	 13200840
SAMD00056784 	 20258534 	 98.45 	 0.00925901153558298 	 96.28 	 0.9999069606340325 	 20161632
SAMD00056786 	 15418419 	 98.3 	 0.009874099283460905 	 96.29 	 0.9999038095585667 	 15343084
SAMD00056794 	 12455758 	 98.27 	 0.013698243013391878 	 96.17 	 0.9999075644391202 	 12396680
SAMD00056795 	 24402659 	 98.42 	 0.01772491268267118 	 96.44 	 0.9999017783955941 	 24289622
SAMD00056797 	 15243809 	 98.44 	 0.021488986118889313 	 96.52 	 0.9999065576250823 	 15173710
SAMD00056766 	 9170039 	 98.34 	 0.009093963504408215 	 96.46 	 0.9999483256752422 	 9133658
SAMD00056770 	 16019121 	 98.35 	 0.010690536640555996 	 96.42 	 0.9999593886487513 	 15955482
SAMD00056773 	 11472639 	 97.94 	 0.008371308467040582 	 95.89 	 0.9999583395401 	 11425226
SAMD00056775 	 9326212 	 98.34 	 0.007043588543773184 	 96.3 	 0.9999666242974684 	 9287884
SAMD00056777 	 12391108 	 98.35 	 0.014971058278242752 	 96.35 	 0.9999505720435155 	 12340584
SAMD00056778 	 20917708 	 98.29 	 0.022256788363237502 	 95.36 	 0.9999581479294626 	 20786632
SAMD00056781 	 11740843 	 98.28 	 0.018011483502504887 	 95.9 	 0.9999611715318566 	 11691998
SAMD00056783 	 9896934 	 98.22 	 0.013904508204258006 	 96.03 	 0.9999581973902996 	 9855432
SAMD00056785 	 13554451 	 98.47 	 0.00766965773825882 	 96.56 	 0.9999039257310318 	 13488268
SAMD00056790 	 17408619 	 98.22 	 0.009024954822665715 	 96.06 	 0.999902240481951 	 17326542
SAMD00056791 	 14906872 	 98.35 	 0.011073215091670472 	 96.41 	 0.9999041652659879 	 14836622
SAMD00056793 	 15778447 	 98.19 	 0.006458683798221713 	 96.19 	 0.999912111528178 	 15700338
SAMD00056796 	 18600368 	 98.5 	 0.012241316945987304 	 96.59 	 0.9999075172986408 	 18509858
SAMD00056801 	 22587258 	 98.31 	 0.00854162997562608 	 96.27 	 0.9999013478253289 	 22480814
SAMD00056802 	 8825606 	 98.28 	 0.011529406592589789 	 96.21 	 0.999899149164987 	 8784366
SAMD00056803 	 17331704 	 98.45 	 0.01643346782289843 	 96.39 	 0.999906479054611 	 17256552
SAMD00056776 	 11102860 	 98.36 	 0.009138996618889186 	 96.35 	 0.9999582239953413 	 11058518
SAMD00056782 	 12760525 	 98.35 	 0.01551824866139912 	 96.18 	 0.9999554567664635 	 12706190
SAMD00056764 	 8999316 	 98.34 	 0.013487691731238241 	 96.35 	 0.999955145212354 	 8961852
SAMD00056769 	 13923825 	 98.4 	 0.014592470100708677 	 96.52 	 0.9999594795852094 	 13868990
SAMD00056798 	 19673698 	 98.46 	 0.01602810005521077 	 96.41 	 0.9999084997876398 	 19582862
SAMD00056799 	 17122650 	 98.27 	 0.007949178427404637 	 96.27 	 0.9999075420355208 	 17044008
SAMD00056787 	 16779992 	 86.85 	 0.005613173117126635 	 85.03 	 0.9999027007541949 	 16709706
SAMD00056768 	 11848993 	 98.35 	 0.013247032891318275 	 96.45 	 0.9999584852293835 	 11802538
SAMD00056800 	 22603214 	 98.16 	 0.010676225071354897 	 96.25 	 0.999898024121785 	 22493222
SAMD00056792 	 25685836 	 98.3 	 0.01256202056261669 	 96.39 	 0.9998986084637523 	 25561672
SAMD00056789 	 23705003 	 98.24 	 0.013050409654029574 	 96.07 	 0.9999039520713207 	 23590122
SAMD00056788 	 24937587 	 98.21 	 0.006693350082347583 	 96.14 	 0.9999066681346152 	 24812360
SAMD00056771 	 18273696 	 98.25 	 0.008563948967959192 	 96.04 	 0.9999569078099757 	 18192768
SAMD00057639 	 321642524 	 97.93 	 0.12388072791021874 	 96.46 	 0.9988338944223182 	 319789776
SAMD00057640 	 290935701 	 97.34 	 0.061992983116224705 	 89.43 	 0.9956556898684534 	 289055066
SAMD00057642 	 291913406 	 96.72 	 0.12217962336406023 	 83.1 	 0.9956714945660716 	 288338834
SAMD00057643 	 297697499 	 95.49 	 0.06254624597971513 	 87.14 	 0.9956726543701868 	 295719000
SAMD00057645 	 318286857 	 96.23 	 0.044551000734535516 	 90.47 	 0.9989218516255999 	 315260082
SAMD00057641 	 300275460 	 97.66 	 0.2849246688357417 	 92.51 	 0.9899092739339046 	 293706040
SAMD00057644 	 337876448 	 96.42 	 0.05495818696424795 	 89.88 	 0.9988537885407489 	 335709816
SAMEA4385615 	 100177439 	 97.46 	 0.040411564124732714 	 88.53 	 0.49867885808152895 	 50855250
SAMEA4385616 	 104324971 	 94.16 	 0.04065269282461627 	 86.06 	 0.49195546701399134 	 52322700
SAMEA4385617 	 101355720 	 97.44 	 0.040842588854383355 	 89.59 	 0.4911333373955606 	 50746800
SAMEA4385618 	 124299858 	 97.41 	 0.047584720490992036 	 93.57 	 0.9432996907420864 	 123690038
SAMEA4385620 	 115382262 	 97.57 	 0.013657229219513827 	 94.01 	 0.9410506597439575 	 114836476
SAMEA4385621 	 116820784 	 96.82 	 0.014040130050830681 	 93.16 	 0.9275472976025065 	 116264338
SAMEA4385622 	 124804591 	 97.36 	 0.01682380418201122 	 93.87 	 0.9201975565953354 	 124208130
SAMEA4385623 	 136117583 	 97.22 	 0.013903707061856953 	 93.55 	 0.9336101369892391 	 135480062
SAMEA4385624 	 123228457 	 97.27 	 0.015421827443639905 	 93.9 	 0.9280470234476922 	 122673532
SAMEA4385625 	 125742703 	 97.37 	 0.01621775221421795 	 93.54 	 0.9115001318030321 	 125124374
SAMEA4385626 	 133132125 	 97.44 	 0.016495380059470995 	 93.53 	 0.9430814434043497 	 132449372
SAMEA4385627 	 101544730 	 97.37 	 0.035215791109986704 	 88.77 	 0.4950789987030638 	 51444942
SAMEA4385628 	 101653783 	 97.19 	 0.03158682249926695 	 88.51 	 0.5031551430973025 	 52253840
SAMEA4385629 	 102653553 	 97.16 	 0.032559106843579 	 87.52 	 0.4942498131162803 	 51834634
SAMEA4385619 	 97308629 	 97.6 	 0.011172051350142853 	 94.11 	 0.9374559258903183 	 96884810
SAMEA2338582 	 113780522 	 95.78 	 0.06697439830694396 	 87.53 	 0.020900130495279903 	 2585784
SAMEA2338545 	 119831509 	 95.3 	 0.059889064736721294 	 86.66 	 0.2734033545226011 	 35746068
SAMEA2338541 	 125141095 	 94.58 	 0.06624909267415312 	 85.26 	 0.29933616593544266 	 41643830
SAMEA2338539 	 119002039 	 95.08 	 0.08772607669352624 	 87.2 	 0.0030438712828088177 	 393846
SAMEA2338592 	 117853114 	 93.92 	 0.07677299897226304 	 85.62 	 0.2856831042104792 	 35477654
SAMEA2338560 	 121972867 	 94.51 	 0.1433034364929702 	 85.92 	 0.30272239981359833 	 39761518
SAMEA2338581 	 145047934 	 95.64 	 0.06993521879463653 	 88.89 	 0.026779469790085306 	 4203488
SAMEA1523618 	 114973922 	 96.26 	 0.0934964452199865 	 89.56 	 0.4631614097013895 	 58152882
SAMEA1523619 	 108617505 	 95.73 	 0.33886749654210896 	 87.43 	 0.31874135835645806 	 38339432
SAMEA1523623 	 110199501 	 96.11 	 0.32773111195848337 	 88.53 	 0.0030248447344436106 	 369110
SAMEA2338598 	 201061686 	 95.44 	 0.16951492687671982 	 87.43 	 0.0037726552156505085 	 860198
SAMEA1523620 	 190361824 	 95.31 	 0.45081288987859247 	 86.59 	 0.012001685268097395 	 2550134
SAMEA2338569 	 193021616 	 95.03 	 0.13078996810388324 	 85.75 	 0.002011999381110855 	 429026
SAMEA2338546 	 174521531 	 95.19 	 0.36248397339580984 	 85.86 	 0.008252609960380974 	 1767660
SAMEA2338559 	 103572075 	 96.16 	 0.32793371186200526 	 88.83 	 0.016467521434560747 	 1925226
SAMEA2338594 	 106097070 	 96.24 	 0.2648176429377362 	 89.11 	 0.020083976964664206 	 2800350
SAMEA2338552 	 148741673 	 96.27 	 0.2368561095853749 	 88.68 	 0.01660146059669869 	 2780036
SAMEA2338557 	 74779132 	 97.59 	 0.03200273841103157 	 94.97 	 0.027080371214585366 	 2467526
SAMEA2338580 	 158638162 	 93.98 	 0.06515045856368407 	 84.53 	 0.6864019601031066 	 121310262
SAMEA2338575 	 37098869 	 97.01 	 0.06298723014979243 	 93.88 	 0.02962486630443231 	 1338592
SAMEA2338595 	 44071506 	 97.6 	 0.0802777876481008 	 94.57 	 0.032153042134658805 	 1683374
SAMEA2338565 	 65369961 	 97.33 	 0.07339972254228513 	 93.4 	 0.5687621432715527 	 41869920
SAMEA2338584 	 72335829 	 97.51 	 0.17178740012781218 	 93.63 	 0.0044772038053687785 	 374778
SAMEA2338587 	 52520882 	 93.12 	 0.026219951904082647 	 90.17 	 0.6476507458863873 	 42512418
SAMEA2338549 	 46703342 	 97.54 	 0.0638411486698318 	 94.01 	 0.02561455247357352 	 1372456
SAMEA2338567 	 61494435 	 96.93 	 0.06620631606746204 	 93.81 	 0.003650608272478938 	 261776
SAMEA1523621 	 61171512 	 97.27 	 0.07343112591364424 	 93.31 	 0.0020695725693637636 	 145322
SAMEA1523622 	 110060108 	 95.73 	 0.23627986081932612 	 87.24 	 0.3450877594273364 	 42360546
SAMEA2338579 	 50408640 	 97.59 	 0.0402390542573654 	 94.48 	 0.6797745310138849 	 43074268
SAMEA2338593 	 54921876 	 97.42 	 0.045539995756882015 	 94.4 	 0.016374477080887427 	 1131368
SAMEA2338570 	 119760844 	 96.64 	 0.08099970471149986 	 91.91 	 0.03471942518395624 	 4780700
SAMEA2338583 	 132938069 	 97.66 	 0.1213352888403998 	 93.96 	 0.29032454156062565 	 45935448
SAMEA2338566 	 189878826 	 97.26 	 0.0654595684091706 	 92.6 	 0.19221803272641355 	 41624622
SAMEA2338597 	 120574606 	 97.24 	 0.11110390026901684 	 90.35 	 0.06882540156136241 	 9666186
SAMEA2338550 	 142602986 	 97.18 	 0.07639860360287266 	 93.15 	 0.20095734465484014 	 33790326
SAMEA2338578 	 139086280 	 96.9 	 0.0646803768135865 	 92.11 	 0.1127442206117768 	 18422522
SAMEA2338562 	 73673536 	 97.04 	 0.07759726640513087 	 89.84 	 0.5135949700401145 	 41425124
SAMEA2338577 	 91966050 	 97.28 	 0.07092620592055437 	 92.08 	 0.286964796884266 	 36572236
SAMEA2338544 	 198478728 	 97.32 	 0.0747719775793807 	 92.0 	 0.0369966529619097 	 9848492
