Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA6815653 	 127032261 	 99.79 	 0.08718686035195422 	 97.57 	 0.9191855790114827 	 126168784
SAMEA6815654 	 122839069 	 99.81 	 0.06532645570604251 	 97.32 	 0.9342740500940434 	 121708570
SAMEA6815655 	 119072774 	 99.83 	 0.26552591274979453 	 97.76 	 0.9208243198488434 	 118055258
SAMEA6815657 	 121686346 	 99.8 	 0.0899171958043674 	 97.62 	 0.9166068900229816 	 120728618
SAMEA6815658 	 104232127 	 99.83 	 0.09601312271023693 	 97.77 	 0.9169306923271083 	 103482126
SAMEA6815659 	 197648493 	 99.75 	 0.1957450340893821 	 97.73 	 0.9783865910857873 	 196353354
SAMEA6815660 	 196436789 	 99.7 	 0.24200209768242548 	 97.04 	 0.976008134353623 	 195047238
SAMEA6815661 	 196527507 	 99.58 	 0.2305287676599897 	 97.01 	 0.9676235574891383 	 195112694
SAMEA6815662 	 207476181 	 99.59 	 0.2721296619586419 	 97.26 	 0.9709446522779677 	 206040444
SAMEA6815663 	 140249332 	 99.8 	 0.07390266928330183 	 97.35 	 0.9342254462056097 	 138927020
SAMEA6815664 	 128244424 	 99.74 	 0.07911865236339632 	 97.55 	 0.9464069185633249 	 127115820
SAMEA6815665 	 108385810 	 98.8 	 0.07690839787975935 	 96.67 	 0.9320353409999727 	 107526302
SAMEA6815666 	 129254110 	 99.52 	 0.10015036272347548 	 97.5 	 0.95016453069312 	 128357430
SAMEA6815667 	 103207513 	 99.72 	 0.09622770388818497 	 97.61 	 0.9168479595985672 	 102455306
SAMEA6815669 	 116703576 	 99.81 	 0.09479547567591246 	 97.81 	 0.9536752859854333 	 115807754
SAMEA6815670 	 121179153 	 99.34 	 0.07467345476494625 	 97.26 	 0.8927970110137478 	 120443620
SAMEA6815671 	 112994570 	 99.72 	 0.1849312847511168 	 97.2 	 0.9760056952139218 	 112162920
SAMEA6815672 	 82185756 	 99.62 	 0.18814637417218624 	 97.44 	 0.9727727383053689 	 81623448
SAMEA6815674 	 99557358 	 99.75 	 0.19817635176698845 	 97.48 	 0.9789232952190138 	 98899344
SAMEA6815675 	 39344730 	 99.74 	 0.16234568136571276 	 97.5 	 0.9754614001967351 	 39096768
SAMEA6815676 	 117915504 	 99.73 	 0.0651035592401827 	 97.32 	 0.9363077675648511 	 116873016
SAMEA6815673 	 90799941 	 99.65 	 0.18839561801036853 	 97.29 	 0.97069558414524 	 90236640
SAMEA6815656 	 156613796 	 99.79 	 0.15892645881592704 	 98.07 	 0.9353183323932812 	 155486388
