Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA4785070 	 107202329 	 95.54 	 0.0023649392915708017 	 91.38 	 0.9708382010073725 	 106726888
SAMEA4785071 	 89023138 	 95.06 	 0.002772189405410535 	 90.88 	 0.965117800075034 	 88627088
SAMEA4785072 	 100589918 	 95.35 	 0.002669144237695869 	 91.05 	 0.9700524460458854 	 100117330
SAMEA4785073 	 97477684 	 95.04 	 0.0030237177157389173 	 90.33 	 0.9706554485355621 	 97006496
SAMEA4785074 	 87370286 	 95.37 	 0.0031044879491409698 	 90.34 	 0.9723002024468743 	 86903704
SAMEA4785075 	 86767039 	 94.26 	 0.0038557959780095756 	 89.35 	 0.9699969393531569 	 86305144
SAMEA4785076 	 97311556 	 95.19 	 0.0029361363824045726 	 90.64 	 0.9720975837113852 	 96825286
SAMEA4785078 	 102673779 	 95.56 	 0.0024098363029961137 	 91.58 	 0.9748267537513258 	 102213572
SAMEA4785079 	 108705617 	 95.39 	 0.0028350236952337064 	 90.73 	 0.9670088720859144 	 108201926
SAMEA4785121 	 95208037 	 95.57 	 0.002390239387038302 	 91.36 	 0.9708615850250885 	 94773040
SAMEA4785122 	 99595064 	 95.58 	 0.002394797396786652 	 91.3 	 0.9726223450507674 	 99138672
SAMEA4785123 	 102914163 	 95.29 	 0.002630337672765215 	 90.92 	 0.97494760419733 	 102420496
SAMEA4785124 	 104086079 	 95.26 	 0.0026473088682685414 	 90.65 	 0.9729934042002784 	 103583574
SAMEA4785125 	 93223861 	 95.43 	 0.0024181362752182084 	 91.02 	 0.9710985446583008 	 92788800
SAMEA4785126 	 98232533 	 95.19 	 0.0030492443883127804 	 90.61 	 0.9716261985621033 	 97720994
SAMEA4785127 	 93403440 	 95.13 	 0.002545077568877549 	 90.73 	 0.9718271309288381 	 92970204
SAMEA4785128 	 90721936 	 95.25 	 0.0030415797123200723 	 90.65 	 0.970824503963234 	 90250238
SAMEA4785129 	 93144305 	 95.36 	 0.002607491676490581 	 91.03 	 0.9656126855188235 	 92731442
SAMEA4785130 	 102901509 	 95.78 	 0.002040145008952201 	 91.77 	 0.970268025913492 	 102437510
SAMEA4785150 	 146762296 	 97.58 	 0.002119808755240515 	 91.12 	 0.9875090836993228 	 142372236
SAMEA4785077 	 100033637 	 95.38 	 0.0024146277916497227 	 91.36 	 0.9715204747945374 	 99596154
SAMN06619721 	 121796685 	 94.83 	 0.02952580359637867 	 85.05 	 0.9165465931616933 	 121238316
SAMN06619719 	 136918534 	 94.95 	 0.026936966765945654 	 88.86 	 0.9741452515946695 	 136313918
SAMN06619718 	 134747785 	 94.62 	 0.03166819402634336 	 86.84 	 0.9345928008618584 	 134074300
SAMN06619717 	 117843756 	 94.42 	 0.03076167226034445 	 87.28 	 0.9358231459375466 	 117247094
SAMN06619716 	 141556324 	 94.55 	 0.02819917815893552 	 87.04 	 0.9479276664993508 	 140927390
