Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN06046576 	 44820272 	 97.08 	 0.006968409294794106 	 94.32 	 0.9568258741274942 	 44606430
SAMN06046549 	 38853912 	 97.33 	 0.006837972969105402 	 92.84 	 0.95481972057206 	 38574140
SAMN06046550 	 39251169 	 97.57 	 0.007050567079925696 	 93.01 	 0.956848087360164 	 38946448
SAMN06046604 	 36058368 	 96.34 	 0.007323154503276466 	 93.28 	 0.9616557092148613 	 35829128
SAMN06046574 	 40713069 	 97.71 	 0.006766254835762934 	 94.76 	 0.9546163116066317 	 40498104
SAMN06046559 	 38230200 	 96.98 	 0.007183797102814006 	 93.37 	 0.9547868677404611 	 37961436
SAMN06046590 	 37869125 	 97.61 	 0.00720777150251029 	 94.54 	 0.9531162676375011 	 37567234
SAMN06046585 	 44252764 	 97.39 	 0.009416496560531225 	 94.19 	 0.9634744972821351 	 43778940
SAMN06046557 	 42628527 	 97.56 	 0.007429860290504525 	 93.73 	 0.9579692750558049 	 42389056
SAMN06046566 	 68366080 	 98.12 	 0.15050715208477655 	 95.68 	 0.9734244497467469 	 67670334
SAMN06046560 	 38443434 	 97.34 	 0.007475814985726821 	 93.48 	 0.9564992147320382 	 38137288
SAMN06046548 	 33540256 	 97.8 	 0.006717986887160313 	 93.73 	 0.948475794639355 	 33302074
SAMN06046582 	 46593363 	 97.74 	 0.00752420468125471 	 94.29 	 0.9546754182000159 	 46303354
SAMN06046602 	 39509808 	 97.51 	 0.0076785743934771845 	 94.48 	 0.9604641633538584 	 39280416
SAMN06046571 	 76957371 	 98.18 	 0.15285701482707875 	 95.68 	 0.9732342372325072 	 76149000
SAMN06046554 	 51137492 	 97.74 	 0.006767656888609242 	 94.02 	 0.9538312244459874 	 50779338
SAMN06046565 	 61988176 	 98.12 	 0.14865757624486323 	 95.66 	 0.9720361978679758 	 61366702
SAMN06046600 	 37553562 	 97.45 	 0.007112640872788578 	 94.59 	 0.9619356467869501 	 37323990
SAMN06046586 	 44960301 	 97.51 	 0.00737532873723421 	 94.01 	 0.9547332237558714 	 44649348
SAMN06046584 	 34111210 	 97.63 	 0.007091070648036232 	 93.94 	 0.9590665997158063 	 33860322
SAMN06046561 	 30880239 	 97.21 	 0.0066653629202805065 	 93.82 	 0.9553966587001522 	 30663622
SAMN06046603 	 39300809 	 97.55 	 0.007726609393715025 	 94.65 	 0.9646989095692728 	 39054342
SAMN06046568 	 98325865 	 98.21 	 0.1472846946223153 	 95.75 	 0.9708317505847782 	 97318394
SAMN06046597 	 33637078 	 97.43 	 0.0076396945061637045 	 94.25 	 0.961103470050697 	 33435498
SAMN06046589 	 51891438 	 97.68 	 0.008474769961086837 	 94.33 	 0.9551166374192054 	 51410962
SAMN06046573 	 43430000 	 97.92 	 0.006718950034538338 	 95.09 	 0.9564005703710585 	 43217280
SAMN06046601 	 37265548 	 97.34 	 0.007597499975043973 	 94.37 	 0.9594093641636042 	 37045054
SAMN06046553 	 47293074 	 97.77 	 0.006657761345773379 	 93.82 	 0.9471375416344711 	 46966198
SAMN06046592 	 41452779 	 97.35 	 0.006820917844856674 	 93.87 	 0.9536856426870987 	 41089956
SAMN06046551 	 42179942 	 97.59 	 0.00717058833319401 	 92.66 	 0.9509083046948146 	 41852312
SAMN06046587 	 41794050 	 97.64 	 0.0077114086813792875 	 93.81 	 0.9536903935320514 	 41516590
SAMN06046569 	 76148795 	 98.38 	 0.14869787499592083 	 96.18 	 0.9763648204708543 	 75370578
SAMN06046547 	 42688549 	 97.87 	 0.006691935113559377 	 95.24 	 0.9535554339606169 	 42510964
SAMN06046555 	 38536387 	 96.64 	 0.007100406169369225 	 92.78 	 0.9553603170430128 	 38294084
SAMN06046593 	 40521571 	 97.57 	 0.0070842514965671 	 93.85 	 0.9534364009777765 	 40259426
SAMN06046598 	 32468392 	 97.5 	 0.007172668113653426 	 94.27 	 0.9586981992507485 	 32297668
SAMN06046599 	 37188679 	 97.21 	 0.0074667884815161085 	 93.88 	 0.9596055905676613 	 36972544
SAMN06046583 	 47418834 	 97.55 	 0.007472220847944089 	 94.09 	 0.9562418377810173 	 47103488
SAMN06046591 	 57179551 	 97.56 	 0.007714453721401205 	 94.0 	 0.9547289954206291 	 56775400
SAMN06046572 	 88867098 	 97.91 	 0.15806941282137962 	 95.5 	 0.974845522400665 	 87955176
SAMN06046575 	 42248290 	 97.56 	 0.006869461462227229 	 94.76 	 0.9544134014481699 	 42032496
SAMN06046595 	 38533708 	 97.37 	 0.007146807672908094 	 93.87 	 0.9498822119345204 	 38177360
SAMN06046570 	 65866070 	 98.34 	 0.1416432466670624 	 96.05 	 0.9759406221367222 	 65195574
SAMN06046563 	 56820915 	 98.11 	 0.13464315032589672 	 95.68 	 0.9720240925333237 	 56278352
SAMN06046588 	 38291182 	 97.71 	 0.007053451627583604 	 94.12 	 0.9469960974074899 	 38030850
SAMN06046546 	 41602174 	 97.94 	 0.006614486060271754 	 95.08 	 0.9522390670870207 	 41431918
SAMN06046544 	 44177747 	 97.91 	 0.006545037255974145 	 95.08 	 0.9489236001504913 	 43997302
SAMN06046564 	 56319177 	 98.09 	 0.14624244242773646 	 95.57 	 0.9712980845475918 	 55733764
SAMN06046552 	 41585845 	 97.21 	 0.007597320674859439 	 92.38 	 0.9521523580401944 	 41255800
SAMN06046558 	 40624091 	 95.47 	 0.00729852638425805 	 91.86 	 0.9582318867406558 	 40357448
SAMN06046542 	 39807638 	 97.03 	 0.006543970280276363 	 93.81 	 0.9479155779621345 	 39634176
SAMN06046578 	 47575706 	 98.11 	 0.006772300972265131 	 95.54 	 0.9563091036579325 	 47360866
SAMN06046580 	 39998974 	 98.08 	 0.0062894863253242445 	 95.22 	 0.9528260180357054 	 39803800
SAMN06046567 	 92322235 	 97.94 	 0.1602707191826541 	 95.58 	 0.9731813244067323 	 91428260
SAMN06046540 	 43032520 	 97.79 	 0.006555019320272203 	 94.33 	 0.9487883875703411 	 42841162
SAMN06046545 	 41237766 	 97.91 	 0.0063551454266460505 	 94.82 	 0.9485424541369981 	 41071930
SAMN06046556 	 39948450 	 97.54 	 0.006986704114928114 	 93.56 	 0.9518682286030654 	 39701550
SAMN06046541 	 40785135 	 98.09 	 0.006175240072148836 	 95.05 	 0.9504071953580581 	 40632238
SAMN06046579 	 42236295 	 97.89 	 0.006606261273627339 	 95.05 	 0.9541063927206854 	 42025738
SAMN06046543 	 37681379 	 97.56 	 0.006340558820843579 	 94.45 	 0.9461077687350191 	 37537488
SAMN06046577 	 44467447 	 97.55 	 0.0067933290615942036 	 94.54 	 0.9563354638943427 	 44228220
SAMN06046581 	 51167260 	 97.47 	 0.00868959956034386 	 93.76 	 0.9588434450504065 	 50690720
SAMN06046596 	 51943077 	 97.2 	 0.010417596169745585 	 93.94 	 0.9526148415610491 	 51347266
SAMN06046594 	 40828785 	 97.53 	 0.007507546452827338 	 93.83 	 0.9536058010642332 	 40555924
SAMN06046562 	 40664392 	 97.28 	 0.007505141107237014 	 93.36 	 0.9515444351226631 	 40395482
