Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA6815880 	 191790289 	 99.43 	 0.1440794585798867 	 97.09 	 0.9797991836269702 	 190518908
SAMEA6815881 	 221058372 	 99.59 	 0.21802709195741296 	 97.04 	 0.9742851032642192 	 219314636
SAMEA6815882 	 202178278 	 99.6 	 0.2741762445914195 	 97.28 	 0.9710754521663715 	 200799922
SAMEA6815883 	 214058973 	 99.66 	 0.18148865453073065 	 97.37 	 0.977751303916475 	 212574800
SAMEA6815884 	 129415831 	 99.76 	 0.09502663549716726 	 97.51 	 0.9354922692139084 	 128387554
SAMEA6815885 	 88029180 	 98.42 	 0.20556765381660944 	 96.04 	 0.9701451418662587 	 87444954
SAMEA6815886 	 193921715 	 99.71 	 0.25821557941564205 	 97.36 	 0.975302639129073 	 192657308
SAMEA6815887 	 75792708 	 99.79 	 0.08337224208956882 	 97.46 	 0.9995708048487326 	 75182920
SAMEA6815888 	 201001542 	 99.64 	 0.21705933977362224 	 97.31 	 0.9779383346954899 	 199686140
SAMEA6815889 	 85781448 	 98.79 	 0.21779547251289114 	 96.5 	 0.9824475803721365 	 85229432
SAMEA6815890 	 34555733 	 99.34 	 0.16503614610056166 	 96.9 	 0.9715350089461837 	 34338594
SAMEA6815891 	 95481183 	 99.73 	 0.08726289032258848 	 97.72 	 0.9038522903575106 	 94753370
SAMEA6815892 	 122765798 	 99.74 	 0.11021088300179502 	 97.83 	 0.9027163518662327 	 121841018
SAMEA6815893 	 114584592 	 99.6 	 0.054971116884545874 	 97.41 	 0.9041621881575853 	 113688802
SAMEA6815894 	 130371511 	 99.28 	 0.09071346116407288 	 96.86 	 0.9994693927401015 	 129217230
SAMEA6815895 	 120722350 	 99.7 	 0.08491246235680469 	 97.42 	 0.9995030599966401 	 119789920
SAMEA6815896 	 126114458 	 99.77 	 0.08453632651698031 	 97.45 	 0.9995030565139276 	 125143164
SAMEA6815897 	 129130648 	 99.73 	 0.09797541633958191 	 97.65 	 0.936566555493736 	 128169002
SAMEA6815898 	 129433803 	 99.76 	 0.0920081981984258 	 97.42 	 0.9997070321326533 	 128304120
SAMEA6815899 	 137231115 	 99.51 	 0.09626171149305317 	 97.0 	 0.9995777602567246 	 136007428
SAMEA6815900 	 137801738 	 99.82 	 0.09641845736372352 	 97.64 	 0.938468853593626 	 136679730
SAMEA6815901 	 203516959 	 99.56 	 0.19672458352721356 	 97.17 	 0.9796795024503023 	 202010174
SAMEA6815902 	 146852771 	 96.37 	 0.10300705187238177 	 94.24 	 0.9317694961797212 	 145693478
SAMEA6815968 	 177005563 	 99.63 	 0.23793601334439415 	 97.44 	 0.9750838584930326 	 175861848
SAMEA6815970 	 159512957 	 99.55 	 0.1771219061533666 	 97.34 	 0.9636764594373926 	 158507840
SAMEA6815971 	 255989628 	 98.56 	 0.23318159593559784 	 96.25 	 0.97645217246835 	 254275266
SAMEA6815972 	 122214559 	 99.75 	 0.05875614213851559 	 97.36 	 0.9139508501293668 	 121269380
SAMEA6815973 	 122669471 	 99.8 	 0.07922859633103008 	 97.45 	 0.9483164769324668 	 121603206
SAMEA6815974 	 136994562 	 99.77 	 0.07614304427645821 	 97.69 	 0.9166911297561378 	 135937444
SAMEA6815975 	 122801499 	 99.85 	 0.1567198133306174 	 98.09 	 0.944659002134619 	 121840720
SAMEA6815976 	 127031054 	 99.79 	 0.09510651623814756 	 97.57 	 0.9995436056733994 	 126096490
SAMEA6815977 	 132104244 	 99.77 	 0.06718745538561198 	 97.63 	 0.9100775603380891 	 131182016
SAMEA6815978 	 120229907 	 99.69 	 0.0689289396189918 	 97.62 	 0.8834747894591464 	 119564656
SAMEA6815979 	 131977741 	 99.65 	 0.17995458794828137 	 97.56 	 0.9653197288517366 	 131202014
SAMEA6815980 	 176970801 	 99.56 	 0.21730850390398584 	 97.35 	 0.9792170518126534 	 175818688
SAMEA6815981 	 172854386 	 99.66 	 0.2631164013391017 	 97.5 	 0.9740250136043611 	 171749330
SAMEA6815983 	 171178513 	 99.61 	 0.22629025875461367 	 97.25 	 0.9741467091315972 	 169980716
SAMEA6815984 	 232396993 	 99.71 	 0.2201631799943298 	 97.35 	 0.9677855597055849 	 230927290
SAMEA6815985 	 120796584 	 99.82 	 0.07877353551653414 	 97.76 	 0.9050192953679644 	 119911480
SAMEA6815986 	 123363924 	 99.65 	 0.0849690303301312 	 97.58 	 0.9489212607970811 	 122421964
SAMEA6815987 	 120845829 	 99.81 	 0.05716457950733244 	 97.58 	 0.9212708646322018 	 119946150
SAMEA6815988 	 104008317 	 99.74 	 0.09669806502108864 	 97.4 	 0.9512971026944627 	 103281124
SAMEA6815989 	 50708169 	 99.75 	 0.078160759462642 	 97.65 	 0.9316297539575674 	 50319626
SAMEA6815990 	 75393461 	 99.78 	 0.06422470776344914 	 97.77 	 0.8771040764335859 	 74981754
SAMEA6815991 	 15358620 	 97.8 	 0.06806633668910358 	 96.11 	 0.9184851586489253 	 15255120
SAMEA6815969 	 151646660 	 99.38 	 0.18712738546302304 	 96.97 	 0.9729381723682407 	 150606338
SAMEA6815879 	 205767982 	 99.71 	 0.20346865237760847 	 97.31 	 0.9767598164785016 	 204301656
SAMEA6815903 	 118842770 	 99.6 	 0.05479230246821073 	 97.26 	 0.9050284447367353 	 117880688
SAMEA6815982 	 210991592 	 99.55 	 0.1804319197705281 	 97.3 	 0.9797498562073145 	 209617856
