Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN16492784 	 22573032 	 99.29 	 0.1727188886278104 	 96.07 	 0.9753961110699323 	 22107704
SAMN16492832 	 15679715 	 99.35 	 0.17486669878884917 	 96.65 	 0.9781005235610097 	 15356724
SAMN16492884 	 13331162 	 99.47 	 0.25080671887416867 	 96.42 	 0.9758526412810242 	 13005760
SAMN16492871 	 21143853 	 99.4 	 0.18459951457286428 	 96.73 	 0.9786664946980168 	 20699914
SAMN16492867 	 22175031 	 99.38 	 0.19683548582186874 	 95.36 	 0.9748031601183267 	 21613168
SAMN16492865 	 16508649 	 99.5 	 0.20209012863499612 	 95.09 	 0.9749438434674681 	 16024372
SAMN16492856 	 17651772 	 99.43 	 0.19879307301272642 	 94.67 	 0.9735348581804387 	 17030460
SAMN16492850 	 20357080 	 99.31 	 0.1856396889927239 	 96.48 	 0.9767540705538493 	 19933390
SAMN16492845 	 34102284 	 99.34 	 0.18178052238377934 	 96.6 	 0.9771321916560074 	 33405912
SAMN16492843 	 20961171 	 99.33 	 0.17369983766651204 	 96.34 	 0.9760199256782855 	 20518008
SAMN16492839 	 19751199 	 99.33 	 0.17087124685443147 	 96.54 	 0.9770989598452302 	 19347814
SAMN16492660 	 29139640 	 99.47 	 0.23281821601090474 	 97.24 	 0.9820782227844073 	 28583862
SAMN16492835 	 7432978 	 99.26 	 0.15419391796935225 	 96.51 	 0.9761019734902376 	 7283384
SAMN16492827 	 23981332 	 99.32 	 0.18594271577575425 	 95.96 	 0.9769540751267655 	 23450196
SAMN16492837 	 21119581 	 99.29 	 0.1729800416021511 	 96.04 	 0.9749370156848585 	 20670716
SAMN16492821 	 20229299 	 99.24 	 0.18002942168188824 	 95.95 	 0.9772797303127924 	 19778152
SAMN16492816 	 19695038 	 99.27 	 0.17930145653945934 	 95.9 	 0.9752902560437273 	 19278424
SAMN16492814 	 18105872 	 99.26 	 0.1828321220872433 	 95.93 	 0.9760153329758725 	 17711272
SAMN16492808 	 23807512 	 99.34 	 0.1872321643689605 	 96.49 	 0.9780513914134242 	 23294606
SAMN16492803 	 14916556 	 99.24 	 0.1657988613457423 	 95.8 	 0.9744012873728479 	 14595286
SAMN16492800 	 27891058 	 99.27 	 0.17306446388659763 	 95.84 	 0.9747910707156429 	 27282626
SAMN16492795 	 22445795 	 99.26 	 0.17995303797437337 	 96.34 	 0.9771047933867258 	 21989546
SAMN16492658 	 8501735 	 99.53 	 0.21110455689338706 	 97.86 	 0.9840768915611955 	 8353874
SAMN16492445 	 12860608 	 99.37 	 0.21206874511687163 	 96.76 	 0.9783125880853715 	 12607168
SAMN16492769 	 54727624 	 99.27 	 0.19963654917670096 	 95.81 	 0.9728662230138471 	 53535188
SAMN16492759 	 16561524 	 99.26 	 0.16748386199241083 	 95.82 	 0.9718477817066553 	 16199892
SAMN16492757 	 31140741 	 99.3 	 0.16676613443463018 	 96.02 	 0.9728357673826336 	 30498090
SAMN16492754 	 35939884 	 99.29 	 0.1951911697878602 	 96.07 	 0.9748148975683699 	 35182140
SAMN16492728 	 19853168 	 99.31 	 0.17250032841106266 	 95.97 	 0.9763630689760012 	 19460732
SAMN16492725 	 18774259 	 99.34 	 0.1484491078982132 	 95.92 	 0.9748982906514495 	 18402030
SAMN16492720 	 13001139 	 99.47 	 0.21368497021684024 	 97.32 	 0.9814921855279538 	 12769178
SAMN16492710 	 31011806 	 99.48 	 0.25195265957745255 	 97.2 	 0.9817642713879129 	 30448174
SAMN16492532 	 18881945 	 99.27 	 0.2099260431062584 	 96.16 	 0.9759166685576207 	 18493494
SAMN16492438 	 25708973 	 99.31 	 0.2377752312393031 	 96.23 	 0.9777343526641988 	 25170230
SAMN16492432 	 21640906 	 99.41 	 0.22496937050602225 	 96.74 	 0.9800743874240774 	 21187942
SAMN16492428 	 14742206 	 99.38 	 0.20748651863906936 	 96.3 	 0.9786069153925641 	 14415880
SAMN16492425 	 11330871 	 99.33 	 0.21874911469736086 	 96.62 	 0.9783245194624258 	 11106118
SAMN16492424 	 25831358 	 99.26 	 0.2183345141978211 	 95.56 	 0.9752801505380849 	 25233476
SAMN16492417 	 20094296 	 99.38 	 0.20859307536825375 	 96.96 	 0.9785074956866533 	 19720570
SAMN16492899 	 10684138 	 99.5 	 0.16940065731086587 	 96.74 	 0.9777657685043669 	 10421448
SAMN16492889 	 20297310 	 99.44 	 0.193926338022132 	 95.55 	 0.976894783470375 	 19799512
SAMN16492524 	 32365227 	 99.29 	 0.2554577479095079 	 96.6 	 0.9776843388282829 	 31809046
SAMN16492447 	 43022444 	 99.46 	 0.23187785426601984 	 97.24 	 0.9803995675983274 	 42230480
SAMN16492860 	 17042394 	 99.33 	 0.1862994717760897 	 96.1 	 0.9768541150575617 	 16589552
SAMN16492844 	 14761854 	 99.33 	 0.16140730019413552 	 96.12 	 0.9767801711032993 	 14444422
SAMN16492841 	 27677190 	 99.28 	 0.1784613250116793 	 96.38 	 0.9776151224850766 	 27080764
SAMN16492833 	 17534357 	 99.34 	 0.18106566439818694 	 96.56 	 0.9786943976487226 	 17171708
SAMN16492822 	 12151857 	 99.22 	 0.16289386881363072 	 95.87 	 0.9742623853259165 	 11879002
SAMN16492521 	 50266534 	 99.3 	 0.22954952493840136 	 96.58 	 0.9769319725402458 	 49348812
SAMN16492819 	 28314965 	 99.27 	 0.18947401135759837 	 96.4 	 0.977645844197945 	 27745198
SAMN16492654 	 10652095 	 99.52 	 0.20398269072891295 	 97.61 	 0.9825462280633971 	 10451920
SAMN16492708 	 10796452 	 99.47 	 0.20726494222361197 	 97.33 	 0.9802745771466465 	 10605126
SAMN16492702 	 20811536 	 99.45 	 0.21581050048396236 	 97.11 	 0.9787453699632395 	 20434054
SAMN16492700 	 8446176 	 99.39 	 0.2149658022754913 	 96.9 	 0.979842907320328 	 8294186
SAMN16492677 	 20837354 	 99.48 	 0.22619373841803522 	 97.3 	 0.982200852851209 	 20469274
SAMN16492675 	 5841653 	 99.49 	 0.21514526795754557 	 97.57 	 0.9824627899229178 	 5738854
SAMN16492661 	 9961897 	 99.53 	 0.2111205325652333 	 97.77 	 0.9834061570753541 	 9784492
SAMN16492640 	 23287849 	 99.5 	 0.2125530786462932 	 97.39 	 0.9831460606468485 	 22847524
SAMN16492617 	 20458425 	 99.34 	 0.17111380763670714 	 96.77 	 0.9767514635438159 	 20038656
SAMN16492613 	 21672222 	 99.36 	 0.1854806581438673 	 96.6 	 0.9773563403942277 	 21214528
SAMN16492602 	 48662010 	 99.38 	 0.187388827547403 	 96.84 	 0.9775680254176892 	 47710272
SAMN16492650 	 30374284 	 99.45 	 0.214240243490184 	 96.97 	 0.9823362227115925 	 29778332
SAMN16492609 	 15872947 	 99.41 	 0.16268762190159144 	 97.06 	 0.9754154010718545 	 15542150
SAMN16492593 	 28694567 	 98.95 	 0.18935361526800526 	 96.58 	 0.9773446271727466 	 28163110
SAMN16492592 	 16946234 	 99.4 	 0.17371340440595828 	 96.99 	 0.9755512416565137 	 16598780
SAMN16492588 	 15802495 	 99.42 	 0.19614478599740104 	 97.59 	 0.9766812942540409 	 15494158
SAMN16492581 	 24222067 	 99.4 	 0.1857270067001301 	 97.57 	 0.9766413544748404 	 23767126
SAMN16492579 	 21766855 	 99.36 	 0.17371214169433297 	 96.65 	 0.9752806923500533 	 21308744
SAMN16492574 	 11071898 	 99.34 	 0.17636298672549186 	 96.9 	 0.9797625299514737 	 10869268
SAMN16492571 	 22766467 	 99.33 	 0.17889112966012688 	 96.8 	 0.9793767304981958 	 22345150
SAMN16492568 	 15218486 	 99.3 	 0.1666763040686176 	 96.33 	 0.9783342879357331 	 14908304
SAMN16492659 	 5126143 	 99.36 	 0.15078802912833295 	 96.66 	 0.978259341680021 	 5038648
SAMN16492566 	 12904291 	 99.33 	 0.16596851388425757 	 96.7 	 0.9799902945157822 	 12661994
SAMN16492558 	 34241879 	 99.36 	 0.20494701824044176 	 96.91 	 0.97937946344631 	 33627558
SAMN16492545 	 63749424 	 99.3 	 0.24427886595493004 	 96.29 	 0.976781122230151 	 62582640
SAMN16492543 	 18034144 	 99.34 	 0.2190026318964737 	 96.38 	 0.9776531995266808 	 17659426
SAMN16492535 	 24542596 	 99.36 	 0.21950444851066284 	 96.91 	 0.9787762571402003 	 24061936
SAMN16492530 	 33820879 	 99.33 	 0.22879662589490948 	 96.72 	 0.9777824857775956 	 33220422
