Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN14363178 	 46376744 	 95.91 	 0.238261551953712 	 79.45 	 0.9871630463738191 	 43171256
SAMN14363177 	 51329771 	 96.07 	 0.24476288818822123 	 78.33 	 0.9898775337036 	 47858110
SAMN14363175 	 64570314 	 97.99 	 0.30806732641876267 	 84.0 	 0.983289822503271 	 60592488
SAMN14363174 	 53720079 	 96.25 	 0.1854310750362076 	 81.95 	 0.989354577231353 	 49593274
SAMN14363172 	 52145703 	 96.08 	 0.24845247555680666 	 81.48 	 0.9893546889578971 	 49110708
SAMN14363170 	 54321414 	 96.78 	 0.26232645564049567 	 82.23 	 0.9890195898461528 	 51291090
SAMN14363189 	 62082480 	 96.82 	 0.18883627071598943 	 85.15 	 0.98889512505991 	 58675936
SAMN14363188 	 54641183 	 92.82 	 0.18106945085724077 	 80.92 	 0.9895961183369597 	 51685774
SAMN14363187 	 72275674 	 96.2 	 0.24304294969286624 	 83.73 	 0.9881409397510518 	 68416268
SAMN14363185 	 53305248 	 93.54 	 0.2117792416986785 	 79.84 	 0.9866396755595982 	 50493604
SAMN14363184 	 67534715 	 89.98 	 0.195553649704452 	 75.72 	 0.9891806454798133 	 63873614
SAMN14363176 	 59870037 	 96.41 	 0.28093343252819436 	 76.7 	 0.9897157729384167 	 55462124
SAMN14363173 	 57006345 	 96.02 	 0.2626122934210218 	 81.25 	 0.9896955924077868 	 53546138
SAMN14363171 	 53544095 	 96.73 	 0.245991719535086 	 79.23 	 0.9899168275150355 	 50298460
SAMN14363169 	 54126919 	 96.75 	 0.2031185074472833 	 81.07 	 0.9849340536491639 	 50955646
SAMN14363186 	 63047361 	 95.62 	 0.23121824242572184 	 82.46 	 0.9877316028091221 	 59666944
SAMN14363183 	 56442836 	 97.55 	 0.2026462135956457 	 79.5 	 0.986955277875712 	 52499422
SAMN14363181 	 60029352 	 96.7 	 0.2028877639725313 	 81.43 	 0.9898013232830768 	 56512372
SAMN14363179 	 129634079 	 97.77 	 0.2646278067050563 	 79.5 	 0.9865585190008229 	 120609344
SAMN14363180 	 64040266 	 96.02 	 0.26579952057038614 	 68.99 	 0.9897514144188825 	 57438614
SAMN14363182 	 64641186 	 97.98 	 0.23659290533437924 	 77.91 	 0.9858177690343 	 59846130
