Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA4032484 	 75862408 	 96.22 	 0.04258083924781296 	 75.68 	 0.2702553567701078 	 21295240
SAMEA4032485 	 129144647 	 97.08 	 0.02097590618680463 	 91.26 	 0.1631306968013975 	 22342268
SAMEA4032487 	 40383174 	 96.04 	 0.023072728260537422 	 89.54 	 0.9415257527750208 	 39904106
SAMEA4032488 	 37627920 	 97.06 	 0.016397956623698574 	 89.06 	 0.497331417601463 	 19998498
SAMEA4032490 	 47180607 	 97.07 	 0.024678126756614217 	 82.71 	 0.5083705849584261 	 24944554
SAMEA4032491 	 46049141 	 97.13 	 0.01485189484859229 	 91.27 	 0.512985330875555 	 25019022
SAMEA4032492 	 38606356 	 97.15 	 0.012920877588136006 	 89.92 	 0.4891407395097825 	 20227392
SAMEA4032493 	 35929540 	 96.93 	 0.014624985457648497 	 90.99 	 0.5094731560231641 	 19563490
SAMEA4032494 	 42213807 	 97.17 	 0.013792430519237462 	 91.53 	 0.49000506950202716 	 22018564
SAMEA4032495 	 48206484 	 97.16 	 0.02653589089799621 	 91.0 	 0.5056483312742934 	 25747700
SAMEA4032496 	 45116115 	 97.14 	 0.016134744758053748 	 91.56 	 0.4897501864673965 	 23476662
SAMEA4032497 	 98244134 	 92.84 	 0.12498783896858412 	 80.55 	 0.22995200952373945 	 23751090
SAMEA4032498 	 49818591 	 95.55 	 0.03437531984796599 	 89.02 	 0.49909495585040553 	 26353134
SAMEA4032499 	 103597775 	 94.86 	 0.06978313964754553 	 81.0 	 0.22734239490365513 	 24870360
SAMEA4032500 	 45279818 	 97.2 	 0.03568737842541682 	 89.42 	 0.4803198473287538 	 23026472
SAMEA4032501 	 47657388 	 97.2 	 0.037184874672527166 	 88.23 	 0.48463954143837307 	 24318808
SAMEA4032502 	 47634809 	 97.25 	 0.03132551659858655 	 90.28 	 0.4815368311794494 	 24274654
SAMEA4032503 	 87664362 	 97.14 	 0.06474048142847375 	 83.37 	 0.3105682185992227 	 28278732
SAMEA4032504 	 54734886 	 97.25 	 0.030542933806421008 	 90.71 	 0.4971308609679469 	 28917614
SAMEA4032505 	 33214076 	 97.0 	 0.011757816174082338 	 91.0 	 0.5112011497923263 	 18090008
SAMEA4032506 	 51985644 	 97.45 	 0.013230094831565422 	 91.99 	 0.497166844021688 	 27471650
SAMEA4032507 	 52876847 	 97.28 	 0.0168238473069319 	 91.41 	 0.4985968868881248 	 27972122
SAMEA4032508 	 38639079 	 96.58 	 0.012472968105683886 	 90.92 	 0.5109545548585273 	 20997564
SAMEA4032509 	 38212814 	 97.25 	 0.011076677053932745 	 90.93 	 0.5102855563332566 	 20724014
SAMEA4032510 	 35172470 	 97.29 	 0.012402739983856692 	 91.44 	 0.5125352875492287 	 19163310
SAMEA4032511 	 46491749 	 97.02 	 0.021614222342979612 	 88.07 	 0.49870843080659855 	 24671520
SAMEA4032512 	 118255209 	 96.62 	 0.034975541753936606 	 67.98 	 0.22679578664261582 	 27148894
SAMEA4032513 	 46328610 	 96.5 	 0.023944987773214004 	 83.12 	 0.5072164112295975 	 24914532
SAMEA4032514 	 43217480 	 96.97 	 0.016151358200431863 	 89.27 	 0.5097321872140916 	 23436702
SAMEA4032515 	 40309455 	 97.06 	 0.015519584673124457 	 89.2 	 0.5096026824217934 	 21835682
SAMEA4032516 	 36897403 	 96.97 	 0.00968401488852752 	 91.53 	 0.4883634618591788 	 19121886
SAMEA4032517 	 39835855 	 97.06 	 0.01081332382598541 	 91.16 	 0.49023757931280204 	 20839924
SAMEA4032518 	 34672812 	 97.27 	 0.011886690932365105 	 91.77 	 0.5064469788779914 	 18593900
SAMEA4032519 	 44808382 	 96.88 	 0.02305421338355846 	 87.03 	 0.4990414785073628 	 23626494
SAMEA4032520 	 40272559 	 97.39 	 0.015127844247493685 	 91.65 	 0.4979574389559382 	 21339246
SAMEA4032521 	 31955775 	 97.35 	 0.02014753201886044 	 91.22 	 0.9428578690442715 	 31605978
SAMEA4032522 	 38652225 	 96.87 	 0.02293210804811366 	 90.5 	 0.9419904459132555 	 38214058
SAMEA4032523 	 36651523 	 96.21 	 0.011685735405865672 	 90.44 	 0.49115180004402637 	 19152378
SAMEA4032524 	 77225869 	 95.79 	 0.036639898477542544 	 77.12 	 0.4070144724955533 	 33094442
SAMEA4032525 	 86330105 	 90.76 	 0.026855961776022397 	 78.33 	 0.27102465900848594 	 24663818
SAMEA4032489 	 52933279 	 96.82 	 0.02137243377649059 	 87.07 	 0.4969832590120183 	 27864094
SAMEA4032486 	 40440935 	 95.38 	 0.024895220647099283 	 88.23 	 0.9414015005052282 	 39889938
