Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA6815854 	 19330957 	 99.72 	 0.1825074154373216 	 97.37 	 0.9754634090047449 	 19204510
SAMEA6815855 	 196491693 	 99.7 	 0.21998926947003303 	 97.22 	 0.9738743688072486 	 195038634
SAMEA6815856 	 222642178 	 99.66 	 0.21942456024662138 	 97.29 	 0.9695115616249429 	 221293874
SAMEA6815857 	 185488424 	 99.65 	 0.219775795820013 	 97.11 	 0.9773170532295438 	 184253586
SAMEA6815858 	 147883064 	 99.75 	 0.024555759813037144 	 97.45 	 0.9572817727167351 	 146894530
SAMEA6815859 	 151627571 	 99.56 	 0.19561269632156805 	 97.13 	 0.9737153416443567 	 150626034
SAMEA6815860 	 172525792 	 99.65 	 0.16559881087228975 	 97.11 	 0.9744183589890528 	 171315832
SAMEA6815861 	 144505309 	 99.69 	 0.07892341865446618 	 97.4 	 0.9476290023087935 	 143245554
SAMEA6815862 	 120894137 	 99.67 	 0.08888124988228337 	 97.58 	 0.9268733040794933 	 120080398
SAMEA6815863 	 157230926 	 98.84 	 0.08097794959243577 	 96.62 	 0.9483535144030742 	 155877620
SAMEA6815864 	 123649583 	 99.45 	 0.08994012539451912 	 97.28 	 0.9319392989252385 	 122799114
SAMEA6815865 	 111042242 	 99.73 	 0.06643204304178224 	 97.42 	 0.9095506947872661 	 110204402
SAMEA6815866 	 126739403 	 99.79 	 0.07523740663351554 	 97.52 	 0.9363089249499941 	 125706194
SAMEA6815867 	 232333731 	 99.65 	 0.20886268554779935 	 97.41 	 0.9670375250363417 	 230832832
SAMEA6815868 	 68582812 	 99.45 	 0.061879177540868406 	 97.18 	 0.9189009569032756 	 68031856
SAMEA6815869 	 16406636 	 99.51 	 0.05920555560567078 	 97.68 	 0.9140442165322464 	 16293010
SAMEA6815870 	 158037320 	 99.72 	 0.1326683279620282 	 97.05 	 0.9784678457932455 	 156956170
SAMEA6815871 	 169330771 	 99.69 	 0.25222550956199213 	 97.47 	 0.9689733137599513 	 168200940
SAMEA6815872 	 122968017 	 97.26 	 0.07432817266623076 	 95.28 	 0.9230764395056233 	 122167904
SAMEA6815873 	 177741064 	 99.79 	 0.26390294929257313 	 97.49 	 0.9782791085922957 	 176329104
SAMEA6815874 	 122671044 	 99.79 	 0.09112711227924333 	 97.55 	 0.9262719545788362 	 121702572
SAMEA6815875 	 137871990 	 99.82 	 0.09474975301364694 	 97.65 	 0.9523837805417793 	 136913018
SAMEA6815876 	 108504326 	 99.81 	 0.08895324597472731 	 97.57 	 0.9238369293739891 	 107653788
SAMEA6815877 	 113255916 	 99.8 	 0.08748966367461104 	 97.69 	 0.9274940911672136 	 112504026
SAMEA6815878 	 128878905 	 99.79 	 0.0639936923734726 	 97.4 	 0.9181575776598789 	 127818942
SAMEA6815944 	 98444224 	 99.8 	 0.0742216221847612 	 97.81 	 0.9171922723976957 	 97686194
SAMEA6815945 	 118700475 	 99.79 	 0.08501102459783753 	 97.64 	 0.9031283517350188 	 117728194
SAMEA6815946 	 194120031 	 99.55 	 0.19702386612538714 	 96.95 	 0.9752047440053313 	 192516054
SAMEA6815947 	 206488961 	 99.62 	 0.18766389163050706 	 97.18 	 0.977143688750405 	 204988154
SAMEA6815948 	 194776120 	 99.71 	 0.20152918643209444 	 97.24 	 0.9787056128958601 	 193429784
SAMEA6815949 	 138584637 	 99.79 	 0.08515027535122814 	 97.63 	 0.9436451457664655 	 137385946
SAMEA6815950 	 128279607 	 99.79 	 0.1016929292588182 	 97.45 	 0.9995716837970093 	 127178608
SAMEA6815951 	 102080500 	 99.83 	 0.10328546588231836 	 97.85 	 0.9204578353751323 	 101318936
SAMEA6815952 	 127186538 	 99.8 	 0.11345731416952319 	 97.6 	 0.880204031964634 	 126243934
SAMEA6815953 	 17458532 	 99.78 	 0.051277163509509276 	 97.53 	 0.9428291388824454 	 17314812
SAMEA6815954 	 267291845 	 99.76 	 0.22747430248012243 	 97.59 	 0.9695029801502567 	 265672064
SAMEA6815955 	 184264651 	 99.68 	 0.22415640100173093 	 97.27 	 0.9798137527882289 	 182935676
SAMEA6815956 	 123740545 	 99.8 	 0.08807952155051524 	 97.54 	 0.8981985119672585 	 122751820
SAMEA6815957 	 183893520 	 99.52 	 0.19967238106051807 	 97.11 	 0.976395103685436 	 182525178
SAMEA6815958 	 170359236 	 99.71 	 0.21645578992852493 	 97.28 	 0.9724690530820894 	 169070134
SAMEA6815959 	 200830781 	 99.59 	 0.1716523275383767 	 96.96 	 0.9771872182326522 	 199294470
SAMEA6815961 	 192906212 	 99.71 	 0.2089810150851959 	 97.43 	 0.9672670176714818 	 191611406
SAMEA6815962 	 111698371 	 99.79 	 0.08582820782587779 	 97.62 	 0.906555888329701 	 110872844
SAMEA6815963 	 130039353 	 99.48 	 0.08485482083258289 	 97.13 	 0.950533605932784 	 128902752
SAMEA6815964 	 124825299 	 99.78 	 0.08110422391217345 	 97.33 	 0.9455055173414988 	 123732912
SAMEA6815965 	 140460528 	 99.77 	 0.10337864456838722 	 97.56 	 0.9289073919489804 	 139334708
SAMEA6815966 	 117153533 	 99.64 	 0.07596749130903291 	 97.29 	 0.8987796038353875 	 116428264
SAMEA6815967 	 123116601 	 99.7 	 0.0675248580002627 	 97.4 	 0.9089822432144521 	 122175098
SAMEA6815960 	 218913868 	 99.73 	 0.19659894274034753 	 97.27 	 0.9804374408385708 	 217255860
