Organism	BioProject	BioSample	Run
Taeniopygia_guttata	PRJEB10586	SAMEA3532852	ERR1013156
Taeniopygia_guttata	PRJEB10586	SAMEA3532853	ERR1013157
Taeniopygia_guttata	PRJEB10586	SAMEA3532854	ERR1013158
Taeniopygia_guttata	PRJEB10586	SAMEA3532855	ERR1013159
Taeniopygia_guttata	PRJEB10586	SAMEA3532856	ERR1013160
Taeniopygia_guttata	PRJEB10586	SAMEA3532857	ERR1013161
Taeniopygia_guttata	PRJEB10586	SAMEA3532858	ERR1013162
Taeniopygia_guttata	PRJEB10586	SAMEA3532859	ERR1013163
Taeniopygia_guttata	PRJEB10586	SAMEA3532860	ERR1013164
Taeniopygia_guttata	PRJEB10586	SAMEA3532861	ERR1013165
Taeniopygia_guttata	PRJEB10586	SAMEA3532862	ERR1013166
Taeniopygia_guttata	PRJEB10586	SAMEA3532863	ERR1013167
Taeniopygia_guttata	PRJEB10586	SAMEA3532864	ERR1013168
Taeniopygia_guttata	PRJEB10586	SAMEA3532865	ERR1013169
Taeniopygia_guttata	PRJEB10586	SAMEA3532866	ERR1013170
Taeniopygia_guttata	PRJEB10586	SAMEA3532867	ERR1013171
Taeniopygia_guttata	PRJEB10586	SAMEA3532868	ERR1013172
Taeniopygia_guttata	PRJEB10586	SAMEA3532869	ERR1013173
Taeniopygia_guttata	PRJEB10586	SAMEA3532870	ERR1013174
Taeniopygia_guttata	PRJEB10586	SAMEA3532871	ERR1013175
Taeniopygia_guttata	PRJEB10586	SAMEA3532872	ERR1013176
Taeniopygia_guttata	PRJEB10586	SAMEA3532873	ERR1013177
Taeniopygia_guttata	PRJEB10586	SAMEA3532874	ERR1013178
Taeniopygia_guttata	PRJEB10586	SAMEA3532875	ERR1013179
