Organism	BioProject	BioSample	Run
Amphilophus_citrinellus	PRJEB38173	SAMEA6815782	ERR4189793
Amphilophus_citrinellus	PRJEB38173	SAMEA6815816	ERR4189827
Amphilophus_citrinellus	PRJEB38173	SAMEA6816021	ERR4190032
Amphilophus_citrinellus	PRJEB38173	SAMEA6816100	ERR4190111
Amphilophus_citrinellus	PRJEB38173	SAMEA6815915	ERR4189926
Amphilophus_citrinellus	PRJEB38173	SAMEA6815653	ERR4189665
Amphilophus_citrinellus	PRJEB38173	SAMEA6815654	ERR4189666
Amphilophus_citrinellus	PRJEB38173	SAMEA6815655	ERR4189667
Amphilophus_citrinellus	PRJEB38173	SAMEA6815657	ERR4189669
Amphilophus_citrinellus	PRJEB38173	SAMEA6815658	ERR4189670
Amphilophus_citrinellus	PRJEB38173	SAMEA6815659	ERR4189671
Amphilophus_citrinellus	PRJEB38173	SAMEA6815660	ERR4189672
Amphilophus_citrinellus	PRJEB38173	SAMEA6815661	ERR4189673
Amphilophus_citrinellus	PRJEB38173	SAMEA6815662	ERR4189674
Amphilophus_citrinellus	PRJEB38173	SAMEA6815663	ERR4189675
Amphilophus_citrinellus	PRJEB38173	SAMEA6815664	ERR4189676
Amphilophus_citrinellus	PRJEB38173	SAMEA6815665	ERR4189677
Amphilophus_citrinellus	PRJEB38173	SAMEA6815666	ERR4189678
Amphilophus_citrinellus	PRJEB38173	SAMEA6815667	ERR4189679
Amphilophus_citrinellus	PRJEB38173	SAMEA6815669	ERR4189680
Amphilophus_citrinellus	PRJEB38173	SAMEA6815670	ERR4189681
Amphilophus_citrinellus	PRJEB38173	SAMEA6815671	ERR4189682
Amphilophus_citrinellus	PRJEB38173	SAMEA6815672	ERR4189683
Amphilophus_citrinellus	PRJEB38173	SAMEA6815674	ERR4189685
Amphilophus_citrinellus	PRJEB38173	SAMEA6815675	ERR4189686
Amphilophus_citrinellus	PRJEB38173	SAMEA6815676	ERR4189687
Amphilophus_citrinellus	PRJEB38173	SAMEA6815677	ERR4189688
Amphilophus_citrinellus	PRJEB38173	SAMEA6815678	ERR4189689
Amphilophus_citrinellus	PRJEB38173	SAMEA6815680	ERR4189691
Amphilophus_citrinellus	PRJEB38173	SAMEA6815682	ERR4189693
Amphilophus_citrinellus	PRJEB38173	SAMEA6815683	ERR4189694
Amphilophus_citrinellus	PRJEB38173	SAMEA6815684	ERR4189695
Amphilophus_citrinellus	PRJEB38173	SAMEA6815685	ERR4189696
Amphilophus_citrinellus	PRJEB38173	SAMEA6815686	ERR4189697
Amphilophus_citrinellus	PRJEB38173	SAMEA6815687	ERR4189698
Amphilophus_citrinellus	PRJEB38173	SAMEA6815688	ERR4189699
Amphilophus_citrinellus	PRJEB38173	SAMEA6815689	ERR4189700
Amphilophus_citrinellus	PRJEB38173	SAMEA6815690	ERR4189701
Amphilophus_citrinellus	PRJEB38173	SAMEA6815691	ERR4189702
Amphilophus_citrinellus	PRJEB38173	SAMEA6815692	ERR4189703
Amphilophus_citrinellus	PRJEB38173	SAMEA6815693	ERR4189704
Amphilophus_citrinellus	PRJEB38173	SAMEA6815694	ERR4189705
Amphilophus_citrinellus	PRJEB38173	SAMEA6815695	ERR4189706
Amphilophus_citrinellus	PRJEB38173	SAMEA6815696	ERR4189707
Amphilophus_citrinellus	PRJEB38173	SAMEA6815697	ERR4189708
Amphilophus_citrinellus	PRJEB38173	SAMEA6815699	ERR4189710
Amphilophus_citrinellus	PRJEB38173	SAMEA6815700	ERR4189711
Amphilophus_citrinellus	PRJEB38173	SAMEA6815702	ERR4189713
Amphilophus_citrinellus	PRJEB38173	SAMEA6815703	ERR4189714
Amphilophus_citrinellus	PRJEB38173	SAMEA6815704	ERR4189715
Amphilophus_citrinellus	PRJEB38173	SAMEA6815705	ERR4189716
Amphilophus_citrinellus	PRJEB38173	SAMEA6815706	ERR4189717
Amphilophus_citrinellus	PRJEB38173	SAMEA6815707	ERR4189718
Amphilophus_citrinellus	PRJEB38173	SAMEA6815708	ERR4189719
Amphilophus_citrinellus	PRJEB38173	SAMEA6815709	ERR4189720
Amphilophus_citrinellus	PRJEB38173	SAMEA6815710	ERR4189721
Amphilophus_citrinellus	PRJEB38173	SAMEA6815711	ERR4189722
Amphilophus_citrinellus	PRJEB38173	SAMEA6815712	ERR4189723
Amphilophus_citrinellus	PRJEB38173	SAMEA6815713	ERR4189724
Amphilophus_citrinellus	PRJEB38173	SAMEA6815714	ERR4189725
Amphilophus_citrinellus	PRJEB38173	SAMEA6815715	ERR4189726
Amphilophus_citrinellus	PRJEB38173	SAMEA6815716	ERR4189727
Amphilophus_citrinellus	PRJEB38173	SAMEA6815718	ERR4189729
Amphilophus_citrinellus	PRJEB38173	SAMEA6815719	ERR4189730
Amphilophus_citrinellus	PRJEB38173	SAMEA6815720	ERR4189731
Amphilophus_citrinellus	PRJEB38173	SAMEA6815721	ERR4189732
Amphilophus_citrinellus	PRJEB38173	SAMEA6815722	ERR4189733
Amphilophus_citrinellus	PRJEB38173	SAMEA6815723	ERR4189734
Amphilophus_citrinellus	PRJEB38173	SAMEA6815724	ERR4189735
Amphilophus_citrinellus	PRJEB38173	SAMEA6815725	ERR4189736
Amphilophus_citrinellus	PRJEB38173	SAMEA6815726	ERR4189737
Amphilophus_citrinellus	PRJEB38173	SAMEA6815727	ERR4189738
Amphilophus_citrinellus	PRJEB38173	SAMEA6815728	ERR4189739
Amphilophus_citrinellus	PRJEB38173	SAMEA6815729	ERR4189740
Amphilophus_citrinellus	PRJEB38173	SAMEA6815730	ERR4189741
Amphilophus_citrinellus	PRJEB38173	SAMEA6815731	ERR4189742
Amphilophus_citrinellus	PRJEB38173	SAMEA6815732	ERR4189743
Amphilophus_citrinellus	PRJEB38173	SAMEA6815733	ERR4189744
Amphilophus_citrinellus	PRJEB38173	SAMEA6815734	ERR4189745
Amphilophus_citrinellus	PRJEB38173	SAMEA6815737	ERR4189748
Amphilophus_citrinellus	PRJEB38173	SAMEA6815738	ERR4189749
Amphilophus_citrinellus	PRJEB38173	SAMEA6815739	ERR4189750
Amphilophus_citrinellus	PRJEB38173	SAMEA6815740	ERR4189751
Amphilophus_citrinellus	PRJEB38173	SAMEA6815741	ERR4189752
Amphilophus_citrinellus	PRJEB38173	SAMEA6815742	ERR4189753
Amphilophus_citrinellus	PRJEB38173	SAMEA6815743	ERR4189754
Amphilophus_citrinellus	PRJEB38173	SAMEA6815744	ERR4189755
Amphilophus_citrinellus	PRJEB38173	SAMEA6815745	ERR4189756
Amphilophus_citrinellus	PRJEB38173	SAMEA6815746	ERR4189757
Amphilophus_citrinellus	PRJEB38173	SAMEA6815747	ERR4189758
Amphilophus_citrinellus	PRJEB38173	SAMEA6815748	ERR4189759
Amphilophus_citrinellus	PRJEB38173	SAMEA6815749	ERR4189760
Amphilophus_citrinellus	PRJEB38173	SAMEA6815750	ERR4189761
Amphilophus_citrinellus	PRJEB38173	SAMEA6815751	ERR4189762
Amphilophus_citrinellus	PRJEB38173	SAMEA6815752	ERR4189763
Amphilophus_citrinellus	PRJEB38173	SAMEA6815753	ERR4189764
Amphilophus_citrinellus	PRJEB38173	SAMEA6815754	ERR4189765
Amphilophus_citrinellus	PRJEB38173	SAMEA6815755	ERR4189766
Amphilophus_citrinellus	PRJEB38173	SAMEA6815756	ERR4189767
Amphilophus_citrinellus	PRJEB38173	SAMEA6815757	ERR4189768
Amphilophus_citrinellus	PRJEB38173	SAMEA6815758	ERR4189769
Amphilophus_citrinellus	PRJEB38173	SAMEA6815759	ERR4189770
Amphilophus_citrinellus	PRJEB38173	SAMEA6815760	ERR4189771
Amphilophus_citrinellus	PRJEB38173	SAMEA6815761	ERR4189772
Amphilophus_citrinellus	PRJEB38173	SAMEA6815762	ERR4189773
Amphilophus_citrinellus	PRJEB38173	SAMEA6815763	ERR4189774
Amphilophus_citrinellus	PRJEB38173	SAMEA6815764	ERR4189775
Amphilophus_citrinellus	PRJEB38173	SAMEA6815765	ERR4189776
Amphilophus_citrinellus	PRJEB38173	SAMEA6815766	ERR4189777
Amphilophus_citrinellus	PRJEB38173	SAMEA6815767	ERR4189778
Amphilophus_citrinellus	PRJEB38173	SAMEA6815768	ERR4189779
Amphilophus_citrinellus	PRJEB38173	SAMEA6815769	ERR4189780
Amphilophus_citrinellus	PRJEB38173	SAMEA6815770	ERR4189781
Amphilophus_citrinellus	PRJEB38173	SAMEA6815771	ERR4189782
Amphilophus_citrinellus	PRJEB38173	SAMEA6815772	ERR4189783
Amphilophus_citrinellus	PRJEB38173	SAMEA6815773	ERR4189784
Amphilophus_citrinellus	PRJEB38173	SAMEA6815775	ERR4189786
Amphilophus_citrinellus	PRJEB38173	SAMEA6815776	ERR4189787
Amphilophus_citrinellus	PRJEB38173	SAMEA6815777	ERR4189788
Amphilophus_citrinellus	PRJEB38173	SAMEA6815778	ERR4189789
Amphilophus_citrinellus	PRJEB38173	SAMEA6815779	ERR4189790
Amphilophus_citrinellus	PRJEB38173	SAMEA6815780	ERR4189791
Amphilophus_citrinellus	PRJEB38173	SAMEA6815781	ERR4189792
Amphilophus_citrinellus	PRJEB38173	SAMEA6815783	ERR4189794
Amphilophus_citrinellus	PRJEB38173	SAMEA6815785	ERR4189796
Amphilophus_citrinellus	PRJEB38173	SAMEA6815786	ERR4189797
Amphilophus_citrinellus	PRJEB38173	SAMEA6815787	ERR4189798
Amphilophus_citrinellus	PRJEB38173	SAMEA6815788	ERR4189799
Amphilophus_citrinellus	PRJEB38173	SAMEA6815789	ERR4189800
Amphilophus_citrinellus	PRJEB38173	SAMEA6815790	ERR4189801
Amphilophus_citrinellus	PRJEB38173	SAMEA6815791	ERR4189802
Amphilophus_citrinellus	PRJEB38173	SAMEA6815792	ERR4189803
Amphilophus_citrinellus	PRJEB38173	SAMEA6815793	ERR4189804
Amphilophus_citrinellus	PRJEB38173	SAMEA6815794	ERR4189805
Amphilophus_citrinellus	PRJEB38173	SAMEA6815795	ERR4189806
Amphilophus_citrinellus	PRJEB38173	SAMEA6815796	ERR4189807
Amphilophus_citrinellus	PRJEB38173	SAMEA6815797	ERR4189808
Amphilophus_citrinellus	PRJEB38173	SAMEA6815798	ERR4189809
Amphilophus_citrinellus	PRJEB38173	SAMEA6815799	ERR4189810
Amphilophus_citrinellus	PRJEB38173	SAMEA6815800	ERR4189811
Amphilophus_citrinellus	PRJEB38173	SAMEA6815801	ERR4189812
Amphilophus_citrinellus	PRJEB38173	SAMEA6815802	ERR4189813
Amphilophus_citrinellus	PRJEB38173	SAMEA6815803	ERR4189814
Amphilophus_citrinellus	PRJEB38173	SAMEA6815804	ERR4189815
Amphilophus_citrinellus	PRJEB38173	SAMEA6815805	ERR4189816
Amphilophus_citrinellus	PRJEB38173	SAMEA6815806	ERR4189817
Amphilophus_citrinellus	PRJEB38173	SAMEA6815807	ERR4189818
Amphilophus_citrinellus	PRJEB38173	SAMEA6815808	ERR4189819
Amphilophus_citrinellus	PRJEB38173	SAMEA6815809	ERR4189820
Amphilophus_citrinellus	PRJEB38173	SAMEA6815810	ERR4189821
Amphilophus_citrinellus	PRJEB38173	SAMEA6815811	ERR4189822
Amphilophus_citrinellus	PRJEB38173	SAMEA6815812	ERR4189823
Amphilophus_citrinellus	PRJEB38173	SAMEA6815813	ERR4189824
Amphilophus_citrinellus	PRJEB38173	SAMEA6815814	ERR4189825
Amphilophus_citrinellus	PRJEB38173	SAMEA6815815	ERR4189826
Amphilophus_citrinellus	PRJEB38173	SAMEA6815817	ERR4189828
Amphilophus_citrinellus	PRJEB38173	SAMEA6815818	ERR4189829
Amphilophus_citrinellus	PRJEB38173	SAMEA6815819	ERR4189830
Amphilophus_citrinellus	PRJEB38173	SAMEA6815820	ERR4189831
Amphilophus_citrinellus	PRJEB38173	SAMEA6815821	ERR4189832
Amphilophus_citrinellus	PRJEB38173	SAMEA6815822	ERR4189833
Amphilophus_citrinellus	PRJEB38173	SAMEA6815823	ERR4189834
Amphilophus_citrinellus	PRJEB38173	SAMEA6815824	ERR4189835
Amphilophus_citrinellus	PRJEB38173	SAMEA6815825	ERR4189836
Amphilophus_citrinellus	PRJEB38173	SAMEA6815826	ERR4189837
Amphilophus_citrinellus	PRJEB38173	SAMEA6815827	ERR4189838
Amphilophus_citrinellus	PRJEB38173	SAMEA6815828	ERR4189839
Amphilophus_citrinellus	PRJEB38173	SAMEA6815829	ERR4189840
Amphilophus_citrinellus	PRJEB38173	SAMEA6815830	ERR4189841
Amphilophus_citrinellus	PRJEB38173	SAMEA6815831	ERR4189842
Amphilophus_citrinellus	PRJEB38173	SAMEA6815832	ERR4189843
Amphilophus_citrinellus	PRJEB38173	SAMEA6815833	ERR4189844
Amphilophus_citrinellus	PRJEB38173	SAMEA6815834	ERR4189845
Amphilophus_citrinellus	PRJEB38173	SAMEA6815835	ERR4189846
Amphilophus_citrinellus	PRJEB38173	SAMEA6815836	ERR4189847
Amphilophus_citrinellus	PRJEB38173	SAMEA6815837	ERR4189848
Amphilophus_citrinellus	PRJEB38173	SAMEA6815838	ERR4189849
Amphilophus_citrinellus	PRJEB38173	SAMEA6815839	ERR4189850
Amphilophus_citrinellus	PRJEB38173	SAMEA6815840	ERR4189851
