Organism	BioProject	BioSample	Run
Thunnus_albacares	PRJEB14402	SAMEA4032484	ERR1462404
Thunnus_albacares	PRJEB14402	SAMEA4032484	ERR1462405
Thunnus_albacares	PRJEB14402	SAMEA4032484	ERR1462406
Thunnus_albacares	PRJEB14402	SAMEA4032485	ERR1462407
Thunnus_albacares	PRJEB14402	SAMEA4032485	ERR1462408
Thunnus_albacares	PRJEB14402	SAMEA4032485	ERR1462409
Thunnus_albacares	PRJEB14402	SAMEA4032485	ERR1462410
Thunnus_albacares	PRJEB14402	SAMEA4032485	ERR1462411
Thunnus_albacares	PRJEB14402	SAMEA4032485	ERR1462412
Thunnus_albacares	PRJEB14402	SAMEA4032487	ERR1462414
Thunnus_albacares	PRJEB14402	SAMEA4032488	ERR1462415
Thunnus_albacares	PRJEB14402	SAMEA4032488	ERR1462416
Thunnus_albacares	PRJEB14402	SAMEA4032490	ERR1462419
Thunnus_albacares	PRJEB14402	SAMEA4032490	ERR1462420
Thunnus_albacares	PRJEB14402	SAMEA4032491	ERR1462421
Thunnus_albacares	PRJEB14402	SAMEA4032491	ERR1462422
Thunnus_albacares	PRJEB14402	SAMEA4032492	ERR1462423
Thunnus_albacares	PRJEB14402	SAMEA4032493	ERR1462425
Thunnus_albacares	PRJEB14402	SAMEA4032493	ERR1462426
Thunnus_albacares	PRJEB14402	SAMEA4032494	ERR1462427
Thunnus_albacares	PRJEB14402	SAMEA4032494	ERR1462428
Thunnus_albacares	PRJEB14402	SAMEA4032495	ERR1462429
Thunnus_albacares	PRJEB14402	SAMEA4032495	ERR1462430
Thunnus_albacares	PRJEB14402	SAMEA4032496	ERR1462431
Thunnus_albacares	PRJEB14402	SAMEA4032496	ERR1462432
Thunnus_albacares	PRJEB14402	SAMEA4032497	ERR1462433
Thunnus_albacares	PRJEB14402	SAMEA4032497	ERR1462434
Thunnus_albacares	PRJEB14402	SAMEA4032497	ERR1462435
Thunnus_albacares	PRJEB14402	SAMEA4032498	ERR1462436
Thunnus_albacares	PRJEB14402	SAMEA4032499	ERR1462438
Thunnus_albacares	PRJEB14402	SAMEA4032499	ERR1462439
Thunnus_albacares	PRJEB14402	SAMEA4032499	ERR1462440
Thunnus_albacares	PRJEB14402	SAMEA4032500	ERR1462441
Thunnus_albacares	PRJEB14402	SAMEA4032500	ERR1462442
Thunnus_albacares	PRJEB14402	SAMEA4032501	ERR1462443
Thunnus_albacares	PRJEB14402	SAMEA4032501	ERR1462444
Thunnus_albacares	PRJEB14402	SAMEA4032502	ERR1462445
Thunnus_albacares	PRJEB14402	SAMEA4032502	ERR1462446
Thunnus_albacares	PRJEB14402	SAMEA4032503	ERR1462447
Thunnus_albacares	PRJEB14402	SAMEA4032503	ERR1462448
Thunnus_albacares	PRJEB14402	SAMEA4032503	ERR1462449
Thunnus_albacares	PRJEB14402	SAMEA4032504	ERR1462450
Thunnus_albacares	PRJEB14402	SAMEA4032504	ERR1462451
Thunnus_albacares	PRJEB14402	SAMEA4032505	ERR1462452
Thunnus_albacares	PRJEB14402	SAMEA4032505	ERR1462453
Thunnus_albacares	PRJEB14402	SAMEA4032506	ERR1462454
Thunnus_albacares	PRJEB14402	SAMEA4032506	ERR1462455
Thunnus_albacares	PRJEB14402	SAMEA4032507	ERR1462456
Thunnus_albacares	PRJEB14402	SAMEA4032507	ERR1462457
Thunnus_albacares	PRJEB14402	SAMEA4032508	ERR1462458
