Organism	BioProject	BioSample	Run
Haplochromis_burtoni	PRJNA485198	SAMN09786120	SRR7662352
Haplochromis_burtoni	PRJNA485198	SAMN09786121	SRR7662353
Haplochromis_burtoni	PRJNA485198	SAMN09786118	SRR7662354
Haplochromis_burtoni	PRJNA485198	SAMN09786119	SRR7662355
Haplochromis_burtoni	PRJNA485198	SAMN09786116	SRR7662356
Haplochromis_burtoni	PRJNA485198	SAMN09786117	SRR7662357
Haplochromis_burtoni	PRJNA485198	SAMN09786114	SRR7662358
Haplochromis_burtoni	PRJNA485198	SAMN09786115	SRR7662359
Haplochromis_burtoni	PRJNA485198	SAMN09786122	SRR7662360
Haplochromis_burtoni	PRJNA485198	SAMN09786123	SRR7662361
Haplochromis_burtoni	PRJNA485198	SAMN09786107	SRR7662372
Haplochromis_burtoni	PRJNA485198	SAMN09786106	SRR7662373
Haplochromis_burtoni	PRJNA485198	SAMN09786105	SRR7662374
Haplochromis_burtoni	PRJNA485198	SAMN09786104	SRR7662375
Haplochromis_burtoni	PRJNA485198	SAMN09786111	SRR7662376
Haplochromis_burtoni	PRJNA485198	SAMN09786110	SRR7662377
Haplochromis_burtoni	PRJNA485198	SAMN09786109	SRR7662378
Haplochromis_burtoni	PRJNA485198	SAMN09786108	SRR7662379
Haplochromis_burtoni	PRJNA485198	SAMN09786113	SRR7662380
Haplochromis_burtoni	PRJNA485198	SAMN09786077	SRR7662392
Haplochromis_burtoni	PRJNA485198	SAMN09786076	SRR7662393
Haplochromis_burtoni	PRJNA485198	SAMN09786125	SRR7662394
Haplochromis_burtoni	PRJNA485198	SAMN09786075	SRR7662395
Haplochromis_burtoni	PRJNA485198	SAMN09786080	SRR7662405
Haplochromis_burtoni	PRJNA485198	SAMN09786079	SRR7662406
Haplochromis_burtoni	PRJNA485198	SAMN09786078	SRR7662407
Haplochromis_burtoni	PRJNA485198	SAMN09786174	SRR7662408
Haplochromis_burtoni	PRJNA485198	SAMN09786175	SRR7662409
Haplochromis_burtoni	PRJNA485198	SAMN09786176	SRR7662410
Haplochromis_burtoni	PRJNA485198	SAMN09786177	SRR7662411
Haplochromis_burtoni	PRJNA485198	SAMN09786178	SRR7662412
