Organism	BioProject	BioSample	Run
Eopsaltria_australis	PRJNA476023	SAMN09425179	SRR7906773
Eopsaltria_australis	PRJNA476023	SAMN10581952	SRR8300755
Eopsaltria_australis	PRJNA476023	SAMN10592523	SRR8316730
Eopsaltria_australis	PRJNA476023	SAMN10592522	SRR8316731
Eopsaltria_australis	PRJNA476023	SAMN10592520	SRR8316733
Eopsaltria_australis	PRJNA476023	SAMN10592519	SRR8316734
Eopsaltria_australis	PRJNA476023	SAMN10592518	SRR8316735
Eopsaltria_australis	PRJNA476023	SAMN10592517	SRR8316736
Eopsaltria_australis	PRJNA476023	SAMN10592516	SRR8316737
Eopsaltria_australis	PRJNA476023	SAMN10592515	SRR8316738
Eopsaltria_australis	PRJNA476023	SAMN10592514	SRR8316739
Eopsaltria_australis	PRJNA476023	SAMN10592528	SRR8316741
Eopsaltria_australis	PRJNA476023	SAMN10592531	SRR8316742
Eopsaltria_australis	PRJNA476023	SAMN10592525	SRR8316744
Eopsaltria_australis	PRJNA476023	SAMN10592524	SRR8316745
Eopsaltria_australis	PRJNA476023	SAMN10592527	SRR8316746
Eopsaltria_australis	PRJNA476023	SAMN10592526	SRR8316747
Eopsaltria_australis	PRJNA476023	SAMN10592532	SRR8316748
Eopsaltria_australis	PRJNA476023	SAMN10592529	SRR8316740
Eopsaltria_australis	PRJNA476023	SAMN10592530	SRR8316743
Eopsaltria_australis	PRJNA476023	SAMN10592521	SRR8316732
