Organism	BioProject	BioSample	Run
Poecilia_formosa	PRJNA89109	SAMN03568550	SRR2014292
Poecilia_formosa	PRJNA89109	SAMN03568563	SRR1997457
Poecilia_formosa	PRJNA89109	SAMN03568560	SRR1997458
Poecilia_formosa	PRJNA89109	SAMN03568562	SRR1997459
Poecilia_formosa	PRJNA89109	SAMN03568558	SRR1997464
Poecilia_formosa	PRJNA89109	SAMN03568564	SRR1997466
Poecilia_formosa	PRJNA89109	SAMN03568568	SRR1997518
Poecilia_formosa	PRJNA89109	SAMN03568559	SRR1997519
Poecilia_formosa	PRJNA89109	SAMN03568567	SRR1997521
Poecilia_formosa	PRJNA89109	SAMN03568563	SRR1997522
Poecilia_formosa	PRJNA89109	SAMN03568565	SRR1997525
Poecilia_formosa	PRJNA89109	SAMN03568561	SRR1997526
Poecilia_formosa	PRJNA89109	SAMN03568562	SRR1997527
Poecilia_formosa	PRJNA89109	SAMN03568564	SRR1997528
Poecilia_formosa	PRJNA89109	SAMN03568560	SRR1997529
Poecilia_formosa	PRJNA89109	SAMN03568558	SRR1997530
Poecilia_formosa	PRJNA89109	SAMN03568566	SRR1997531
Poecilia_formosa	PRJNA89109	SAMN03568565	SRR1997532
Poecilia_formosa	PRJNA89109	SAMN03568564	SRR1997533
Poecilia_formosa	PRJNA89109	SAMN03568566	SRR1997536
Poecilia_formosa	PRJNA89109	SAMN03568557	SRR1997537
Poecilia_formosa	PRJNA89109	SAMN03568554	SRR1997775
Poecilia_formosa	PRJNA89109	SAMN03568551	SRR1997778
Poecilia_formosa	PRJNA89109	SAMN03568555	SRR1997779
Poecilia_formosa	PRJNA89109	SAMN03568553	SRR1997780
Poecilia_formosa	PRJNA89109	SAMN03568556	SRR1997782
Poecilia_formosa	PRJNA89109	SAMN03568568	SRR1999251
Poecilia_formosa	PRJNA89109	SAMN03568568	SRR1999282
Poecilia_formosa	PRJNA89109	SAMN03568562	SRR1999283
Poecilia_formosa	PRJNA89109	SAMN03568563	SRR1999284
Poecilia_formosa	PRJNA89109	SAMN03568559	SRR1999285
Poecilia_formosa	PRJNA89109	SAMN03568558	SRR1999286
Poecilia_formosa	PRJNA89109	SAMN03568565	SRR1999287
Poecilia_formosa	PRJNA89109	SAMN03568560	SRR1999288
Poecilia_formosa	PRJNA89109	SAMN03568566	SRR1999289
Poecilia_formosa	PRJNA89109	SAMN03568567	SRR1999290
Poecilia_formosa	PRJNA89109	SAMN03568561	SRR1999387
Poecilia_formosa	PRJNA89109	SAMN03568552	SRR1999418
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610283
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610285
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610298
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610300
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610304
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610310
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610311
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610312
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610315
Poecilia_formosa	PRJNA89109	SAMN01797686	SRR610316
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610334
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610336
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610340
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610341
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610345
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610346
Poecilia_formosa	PRJNA89109	SAMN02214419	SRR835658
Poecilia_formosa	PRJNA89109	SAMN03568561	SRR1997535
Poecilia_formosa	PRJNA89109	SAMN03568567	SRR1997523
Poecilia_formosa	PRJNA89109	SAMN03568559	SRR1997456
Poecilia_formosa	PRJNA89109	SAMN01797685	SRR610335
