Organism	BioProject	BioSample	Run
Passer_hispaniolensis	PRJEB27649	SAMEA4785058	ERR2697442
Passer_hispaniolensis	PRJEB27649	SAMEA4785059	ERR2697443
Passer_hispaniolensis	PRJEB27649	SAMEA4785060	ERR2697444
Passer_hispaniolensis	PRJEB27649	SAMEA4785062	ERR2697446
Passer_hispaniolensis	PRJEB27649	SAMEA4785063	ERR2697447
Passer_hispaniolensis	PRJEB27649	SAMEA4785064	ERR2697448
Passer_hispaniolensis	PRJEB27649	SAMEA4785065	ERR2697449
Passer_hispaniolensis	PRJEB27649	SAMEA4785066	ERR2697450
Passer_hispaniolensis	PRJEB27649	SAMEA4785067	ERR2697451
Passer_hispaniolensis	PRJEB27649	SAMEA4785068	ERR2697452
Passer_hispaniolensis	PRJEB27649	SAMEA4785069	ERR2697453
Passer_italiae	PRJEB27649	SAMEA4785070	ERR2697454
Passer_italiae	PRJEB27649	SAMEA4785071	ERR2697455
Passer_italiae	PRJEB27649	SAMEA4785072	ERR2697456
Passer_italiae	PRJEB27649	SAMEA4785073	ERR2697457
Passer_italiae	PRJEB27649	SAMEA4785074	ERR2697458
Passer_italiae	PRJEB27649	SAMEA4785075	ERR2697459
Passer_italiae	PRJEB27649	SAMEA4785076	ERR2697460
Passer_italiae	PRJEB27649	SAMEA4785078	ERR2697462
Passer_italiae	PRJEB27649	SAMEA4785079	ERR2697463
Passer_domesticus	PRJEB27649	SAMEA4785080	ERR2697464
Passer_domesticus	PRJEB27649	SAMEA4785081	ERR2697465
Passer_domesticus	PRJEB27649	SAMEA4785082	ERR2697466
Passer_domesticus	PRJEB27649	SAMEA4785083	ERR2697467
Passer_domesticus	PRJEB27649	SAMEA4785084	ERR2697468
Passer_domesticus	PRJEB27649	SAMEA4785085	ERR2697469
Passer_domesticus	PRJEB27649	SAMEA4785086	ERR2697470
Passer_domesticus	PRJEB27649	SAMEA4785088	ERR2697472
Passer_domesticus	PRJEB27649	SAMEA4785089	ERR2697473
Passer_hispaniolensis	PRJEB27649	SAMEA4785090	ERR2697474
Passer_hispaniolensis	PRJEB27649	SAMEA4785092	ERR2697476
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785093	ERR2697477
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785094	ERR2697478
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785095	ERR2697479
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785096	ERR2697480
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785097	ERR2697481
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785098	ERR2697482
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785099	ERR2697483
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785100	ERR2697484
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785101	ERR2697485
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785102	ERR2697486
Passer_hispaniolensis	PRJEB27649	SAMEA4785103	ERR2697487
Passer_hispaniolensis	PRJEB27649	SAMEA4785104	ERR2697488
Passer_hispaniolensis	PRJEB27649	SAMEA4785105	ERR2697489
Passer_hispaniolensis	PRJEB27649	SAMEA4785106	ERR2697490
Passer_hispaniolensis	PRJEB27649	SAMEA4785107	ERR2697491
Passer_hispaniolensis	PRJEB27649	SAMEA4785108	ERR2697492
Passer_hispaniolensis	PRJEB27649	SAMEA4785109	ERR2697493
Passer_hispaniolensis	PRJEB27649	SAMEA4785110	ERR2697494
Passer_domesticus	PRJEB27649	SAMEA4785111	ERR2697495
Passer_domesticus_bactrianus	PRJEB27649	SAMEA4785112	ERR2697496
