Organism	BioProject	BioSample	Run
Oreochromis_mossambicus	PRJDB1657	SAMD00023995	DRR084053
Oreochromis_mossambicus	PRJDB1657	SAMD00023997	DRR084055
Oreochromis_mossambicus	PRJDB1657	SAMD00023998	DRR084056
Oreochromis_mossambicus	PRJDB1657	SAMD00023999	DRR084057
Oreochromis_mossambicus	PRJDB1657	SAMD00024000	DRR084058
Oreochromis_mossambicus	PRJDB1657	SAMD00024001	DRR084059
Oreochromis_mossambicus	PRJDB1657	SAMD00024003	DRR084061
Oreochromis_mossambicus	PRJDB1657	SAMD00024004	DRR084062
Oreochromis_mossambicus	PRJDB1657	SAMD00024005	DRR084063
Oreochromis_mossambicus	PRJDB1657	SAMD00024011	DRR084069
Oreochromis_mossambicus	PRJDB1657	SAMD00024017	DRR084075
Oreochromis_mossambicus	PRJDB1657	SAMD00024021	DRR084079
Tilapia_sp._TR65	PRJDB1657	SAMD00024029	DRR084087
Tilapia_sp._TR65	PRJDB1657	SAMD00024030	DRR084088
Tilapia_sp._TR65	PRJDB1657	SAMD00024031	DRR084089
Tilapia_sp._TR65	PRJDB1657	SAMD00024032	DRR084090
Oreochromis_niloticus	PRJDB1657	SAMD00023996	DRR084054
Oreochromis_niloticus	PRJDB1657	SAMD00024002	DRR084060
Oreochromis_niloticus	PRJDB1657	SAMD00024006	DRR084064
Oreochromis_niloticus	PRJDB1657	SAMD00024007	DRR084065
Oreochromis_niloticus	PRJDB1657	SAMD00024008	DRR084066
Oreochromis_niloticus	PRJDB1657	SAMD00024009	DRR084067
Oreochromis_niloticus	PRJDB1657	SAMD00024010	DRR084068
Oreochromis_niloticus	PRJDB1657	SAMD00024012	DRR084070
Oreochromis_niloticus	PRJDB1657	SAMD00024013	DRR084071
Oreochromis_niloticus	PRJDB1657	SAMD00024014	DRR084072
Oreochromis_niloticus	PRJDB1657	SAMD00024016	DRR084074
Oreochromis_niloticus	PRJDB1657	SAMD00024018	DRR084076
Oreochromis_niloticus	PRJDB1657	SAMD00024019	DRR084077
Oreochromis_niloticus	PRJDB1657	SAMD00024020	DRR084078
Oreochromis_niloticus	PRJDB1657	SAMD00024022	DRR084080
Oreochromis_niloticus	PRJDB1657	SAMD00024023	DRR084081
Oreochromis_niloticus	PRJDB1657	SAMD00024024	DRR084082
Oreochromis_niloticus	PRJDB1657	SAMD00024025	DRR084083
Oreochromis_niloticus	PRJDB1657	SAMD00024026	DRR084084
Oreochromis_niloticus	PRJDB1657	SAMD00024027	DRR084085
Oreochromis_niloticus	PRJDB1657	SAMD00024028	DRR084086
Oreochromis_niloticus	PRJDB1657	SAMD00024033	DRR084091
Oreochromis_niloticus	PRJDB1657	SAMD00024034	DRR084092
Oreochromis_niloticus	PRJDB1657	SAMD00024035	DRR084093
Oreochromis_niloticus	PRJDB1657	SAMD00024036	DRR084094
Oreochromis_niloticus	PRJDB1657	SAMD00024037	DRR084095
Oreochromis_niloticus	PRJDB1657	SAMD00024038	DRR084096
Oreochromis_niloticus	PRJDB1657	SAMD00024039	DRR084097
Oreochromis_niloticus	PRJDB1657	SAMD00024040	DRR084098
Oreochromis_niloticus	PRJDB1657	SAMD00024041	DRR084099
Oreochromis_niloticus	PRJDB1657	SAMD00024015	DRR084073
