Organism	BioProject	BioSample	Run
Takifugu_rubripes	PRJNA522329	SAMN10928628	SRR8585991
Takifugu_rubripes	PRJNA522329	SAMN10928622	SRR8585993
Takifugu_rubripes	PRJNA522329	SAMN10928623	SRR8585994
Takifugu_rubripes	PRJNA522329	SAMN10928620	SRR8585995
Takifugu_rubripes	PRJNA522329	SAMN10928621	SRR8585996
Takifugu_rubripes	PRJNA522329	SAMN10928627	SRR8585998
Takifugu_rubripes	PRJNA522329	SAMN10928625	SRR8586000
Takifugu_rubripes	PRJNA522329	SAMN10928617	SRR8586001
Takifugu_rubripes	PRJNA522329	SAMN10928616	SRR8586002
Takifugu_rubripes	PRJNA522329	SAMN10928615	SRR8586003
Takifugu_rubripes	PRJNA522329	SAMN10928613	SRR8586005
Takifugu_rubripes	PRJNA522329	SAMN10928612	SRR8586006
Takifugu_rubripes	PRJNA522329	SAMN10928611	SRR8586007
Takifugu_rubripes	PRJNA522329	SAMN10928610	SRR8586008
Takifugu_rubripes	PRJNA522329	SAMN10928619	SRR8586009
Takifugu_rubripes	PRJNA522329	SAMN10928618	SRR8586010
Takifugu_rubripes	PRJNA522329	SAMN10928601	SRR8586012
Takifugu_rubripes	PRJNA522329	SAMN10928602	SRR8586013
Takifugu_rubripes	PRJNA522329	SAMN10928603	SRR8586014
Takifugu_rubripes	PRJNA522329	SAMN10928604	SRR8586015
Takifugu_rubripes	PRJNA522329	SAMN10928605	SRR8586016
Takifugu_rubripes	PRJNA522329	SAMN10928606	SRR8586017
Takifugu_rubripes	PRJNA522329	SAMN10928607	SRR8586018
Takifugu_rubripes	PRJNA522329	SAMN10928608	SRR8586019
Takifugu_rubripes	PRJNA522329	SAMN10928609	SRR8586020
Takifugu_rubripes	PRJNA522329	SAMN10928626	SRR8585997
Takifugu_rubripes	PRJNA522329	SAMN10928624	SRR8585999
Takifugu_rubripes	PRJNA522329	SAMN10928629	SRR8585992
Takifugu_rubripes	PRJNA522329	SAMN10928614	SRR8586004
