Organism	BioProject	BioSample	Run
Pungitius_pungitius	PRJDB2321	SAMD00010024	DRR013346
Pungitius_pungitius	PRJNA477377	SAMN09469364	SRR7411976
Pungitius_pungitius	PRJNA477377	SAMN09469374	SRR7411977
Pungitius_pungitius	PRJNA477377	SAMN09469358	SRR7411978
Pungitius_pungitius	PRJNA477377	SAMN09469357	SRR7411979
Pungitius_pungitius	PRJNA477377	SAMN09469356	SRR7411980
Pungitius_pungitius	PRJNA477377	SAMN09469376	SRR7411981
Pungitius_pungitius	PRJNA477377	SAMN09469359	SRR7411985
Pungitius_pungitius	PRJNA477377	SAMN09469373	SRR7411990
Pungitius_pungitius	PRJNA477377	SAMN09469354	SRR7411991
Pungitius_pungitius	PRJNA477377	SAMN09469371	SRR7411994
Pungitius_pungitius	PRJNA477377	SAMN09469363	SRR7411995
Pungitius_pungitius	PRJNA477377	SAMN09469349	SRR7411996
Pungitius_pungitius	PRJNA477377	SAMN09469372	SRR7411997
Pungitius_pungitius	PRJNA477377	SAMN09469351	SRR7411998
Pungitius_pungitius	PRJNA477377	SAMN09469350	SRR7411999
Pungitius_pungitius	PRJNA477377	SAMN09469352	SRR7412001
Pungitius_pungitius	PRJNA477377	SAMN09469353	SRR7412003
Pungitius_pungitius	PRJNA477377	SAMN09469369	SRR7412005
Pungitius_pungitius	PRJNA477377	SAMN09469370	SRR7412006
Pungitius_pungitius	PRJNA477377	SAMN09469365	SRR7412009
Pungitius_pungitius	PRJNA477377	SAMN09469362	SRR7412010
Pungitius_pungitius	PRJNA477377	SAMN09469361	SRR7412011
Pungitius_pungitius	PRJNA477377	SAMN09469377	SRR7412012
Pungitius_pungitius	PRJNA477377	SAMN09469367	SRR7412013
Pungitius_pungitius	PRJNA477377	SAMN09469368	SRR7412014
Pungitius_pungitius	PRJNA477377	SAMN09469366	SRR7412015
Pungitius_pungitius	PRJNA477377	SAMN09469348	SRR7412016
Pungitius_pungitius	PRJNA477377	SAMN09469375	SRR7411975
Pungitius_pungitius	PRJNA477377	SAMN09469355	SRR7411974
Pungitius_pungitius	PRJNA477377	SAMN09469360	SRR7411984
