Organism	BioProject	BioSample	Run
Xiphophorus_hellerii	PRJEB22221	SAMEA104219291	ERR2098927
Xiphophorus_hellerii	PRJEB22221	SAMEA104219293	ERR2098929
Xiphophorus_hellerii	PRJEB22221	SAMEA104219294	ERR2098930
Xiphophorus_maculatus	PRJEB22221	SAMEA104219295	ERR2098931
Xiphophorus_maculatus	PRJEB22221	SAMEA104219296	ERR2098932
Xiphophorus_maculatus	PRJEB22221	SAMEA104219297	ERR2098933
Xiphophorus_maculatus	PRJEB22221	SAMEA104219298	ERR2098934
Xiphophorus_hellerii	PRJEB22221	SAMEA104219292	ERR2098928
Poecilia_reticulata	PRJEB22221	SAMEA104219275	ERR2098911
Poecilia_reticulata	PRJEB22221	SAMEA104219276	ERR2098912
Poecilia_reticulata	PRJEB22221	SAMEA104219277	ERR2098913
Poecilia_reticulata	PRJEB22221	SAMEA104219278	ERR2098914
Poecilia_reticulata	PRJEB22221	SAMEA104219279	ERR2098915
Poecilia_reticulata	PRJEB22221	SAMEA104219280	ERR2098916
Poecilia_reticulata	PRJEB22221	SAMEA104219281	ERR2098917
Poecilia_reticulata	PRJEB22221	SAMEA104219282	ERR2098918
Poecilia_reticulata	PRJEB22221	SAMEA104219283	ERR2098919
Poecilia_reticulata	PRJEB22221	SAMEA104219284	ERR2098920
Poecilia_reticulata	PRJEB22221	SAMEA104219285	ERR2098921
Poecilia_reticulata	PRJEB22221	SAMEA104219286	ERR2098922
Poecilia_reticulata	PRJEB22221	SAMEA104219287	ERR2098923
Poecilia_reticulata	PRJEB22221	SAMEA104219288	ERR2098924
Poecilia_reticulata	PRJEB22221	SAMEA104219289	ERR2098925
Poecilia_reticulata	PRJEB22221	SAMEA104219290	ERR2098926
