Organism	BioProject	BioSample	Run
Hippocampus_kuda	PRJNA612146	SAMN14363324	SRR12601818
Hippocampus_kuda	PRJNA612146	SAMN14363322	SRR12601820
Hippocampus_kuda	PRJNA612146	SAMN14363321	SRR12601821
Hippocampus_kuda	PRJNA612146	SAMN14363319	SRR12601823
Hippocampus_kuda	PRJNA612146	SAMN14363317	SRR12601826
Hippocampus_kuda	PRJNA612146	SAMN14363314	SRR12601829
Hippocampus_kuda	PRJNA612146	SAMN14363311	SRR12601832
Hippocampus_kuda	PRJNA612146	SAMN14363308	SRR12601980
Hippocampus_kuda	PRJNA612146	SAMN14363323	SRR12601819
Hippocampus_kuda	PRJNA612146	SAMN14363320	SRR12601822
Hippocampus_kuda	PRJNA612146	SAMN14363318	SRR12601825
Hippocampus_kuda	PRJNA612146	SAMN14363316	SRR12601827
Hippocampus_kuda	PRJNA612146	SAMN14363315	SRR12601828
Hippocampus_kuda	PRJNA612146	SAMN14363313	SRR12601830
Hippocampus_kuda	PRJNA612146	SAMN14363312	SRR12601831
Hippocampus_kuda	PRJNA612146	SAMN14363310	SRR12601833
Hippocampus_kuda	PRJNA612146	SAMN14363309	SRR12601978
Hippocampus_kuda	PRJNA612146	SAMN14363307	SRR12601981
