BioProject,BioSample,Organism,sex,Submitter_Id,Location,State,Country,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA612146,SAMN14363383,Hippocampus_spinosissimus,missing,Hsp_8,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2046345,0.0115916,26091617,17.1774,0.0215156,-0.00746309,0.00290181,0.0302375,-0.00723748,-6.20432e-4,0.0364385,0.0908641,0.128956,0.149847,cluster_10,outgroup,NA
PRJNA612146,SAMN14363234,Hippocampus_histrix,missing,Hht_10,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2056876,0.0116512,22156434,9.96355,-0.0147044,0.0138832,-0.0300438,0.0107731,0.159402,0.0774132,-0.0957236,0.0202759,-0.00214453,0.00147082,cluster_6,outgroup,NA
PRJNA612146,SAMN14363229,Hippocampus_histrix,missing,Hht_5,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2070474,0.0117283,22164815,10.0147,-0.0145471,0.0137159,-0.0300661,0.0105985,0.16017,0.0777763,-0.0961558,0.0204943,-0.00233009,0.00140454,cluster_6,outgroup,NA
PRJNA612146,SAMN14363238,Hippocampus_histrix,missing,Hht_14,Brunei Bay,NA,Philippines,GCF_001891065.1,Hippocampus_comes,176537074,0,2078170,0.0117719,22160742,9.98564,-0.014837,0.0139012,-0.030195,0.0107588,0.160082,0.0778155,-0.0963777,0.0204527,-0.00220865,0.00147639,cluster_6,outgroup,NA
PRJNA612146,SAMN14363356,Hippocampus_reidi,missing,Hrd_13,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2113089,0.0119697,23064083,14.4317,0.0442625,-0.0206721,0.0126987,0.0496944,-0.0350363,0.0036609,-0.0329779,-0.0369803,-0.0249771,0.00242894,cluster_5,outgroup,NA
PRJNA612146,SAMN14363287,Hippocampus_kelloggi,missing,Hkg_1,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,2129632,0.0120634,19980191,9.10911,0.0203726,-0.00733474,0.00288588,0.027465,-0.00669949,-0.00110957,0.0301694,0.0736834,0.101996,-0.170539,cluster_7,outgroup,NA
PRJNA612146,SAMN14363232,Hippocampus_histrix,missing,Hht_8,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2131600,0.0120745,22157463,9.36762,-0.0146997,0.0138834,-0.0301293,0.0107115,0.159501,0.0774584,-0.0957168,0.0203679,-0.00202991,0.00149731,cluster_6,outgroup,NA
PRJNA612146,SAMN14363299,Hippocampus_kelloggi,missing,Hkg_13,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2143286,0.0121407,19969588,8.70023,0.0203494,-0.00729692,0.00304938,0.027476,-0.00672172,-9.41209e-4,0.0299753,0.0733407,0.101584,-0.169,cluster_7,outgroup,NA
PRJNA612146,SAMN14363241,Hippocampus_histrix,missing,Hht_17,Brunei Bay,NA,Philippines,GCF_001891065.1,Hippocampus_comes,176537074,0,2166481,0.0122721,22166757,9.95172,-0.0148055,0.0139414,-0.0301837,0.0108297,0.160248,0.0777177,-0.0961912,0.0202413,-0.00211065,0.00131143,cluster_6,outgroup,NA
PRJNA612146,SAMN14363233,Hippocampus_histrix,missing,Hht_9,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2168268,0.0122822,22150646,8.87499,-0.0146618,0.0137598,-0.029822,0.0107163,0.157767,0.0764906,-0.0943398,0.0200384,-0.00215516,0.00156329,cluster_6,outgroup,NA
PRJNA612146,SAMN14363294,Hippocampus_kelloggi,missing,Hkg_8,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2168493,0.0122835,19967885,8.63179,0.0205984,-0.00746918,0.00309757,0.027137,-0.00680522,-9.03051e-4,0.0299452,0.0731953,0.100912,-0.170047,cluster_7,outgroup,NA
PRJNA612146,SAMN14363291,Hippocampus_kelloggi,missing,Hkg_5,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,2189536,0.0124027,19961375,8.6849,0.0202889,-0.00735109,0.00302694,0.0274889,-0.00668905,-9.36848e-4,0.0300503,0.0731788,0.101445,-0.170238,cluster_7,outgroup,NA
PRJNA612146,SAMN14363359,Hippocampus_reidi,missing,Hrd_S2,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2197901,0.0124501,23042971,11.2021,0.0400963,-0.0179613,0.010496,0.0527234,-0.0328233,0.00312057,-0.0319155,-0.0379147,-0.0179652,0.00341873,cluster_5,outgroup,10
PRJNA612146,SAMN14363308,Hippocampus_kuda,missing,Hku_2,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2203405,0.0124813,22024882,15.0966,0.0376303,-0.0167046,0.00931742,0.0524473,-0.0309145,0.00283503,-0.0296949,-0.0361826,-0.0151371,0.00315837,cluster_5,outgroup,NA
PRJNA612146,SAMN14363231,Hippocampus_histrix,missing,Hht_7,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2203602,0.0124824,22150784,8.87561,-0.0146367,0.01365,-0.0298041,0.010566,0.157412,0.0762963,-0.0937671,0.0197628,-0.0022021,0.00150287,cluster_6,outgroup,NA
PRJNA612146,SAMN14363358,Hippocampus_reidi,missing,Hrd_S1,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2206920,0.0125012,23043706,11.1217,0.0391619,-0.0173754,0.00996422,0.0540695,-0.0324793,0.00297274,-0.0316868,-0.0378275,-0.0172422,0.00362288,cluster_5,outgroup,NA
PRJNA612146,SAMN14363179,Hippocampus_erectus,missing,Het_12,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2217419,0.0125606,31219663,23.0027,0.0324439,-0.0184254,0.0147636,-0.0382177,-0.00457563,3.44984e-4,0.030465,0.096576,-0.100629,0.00317914,cluster_4,outgroup,3
PRJNA612146,SAMN14363301,Hippocampus_kelloggi,missing,Hkg_15,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2228381,0.0126227,19963202,9.17536,0.0203792,-0.00731891,0.002952,0.0273106,-0.00667976,-9.75158e-4,0.0298541,0.0730623,0.100754,-0.168289,cluster_7,outgroup,NA
PRJNA612146,SAMN14363408,Hippocampus_trimaculatus,missing,Htl_13,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2229394,0.0126285,25966596,24.2942,-0.059847,0.0353049,-0.166495,-0.0431095,-0.098096,0.0653816,-0.0149278,0.00233058,-0.00145048,7.77514e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363239,Hippocampus_histrix,missing,Hht_15,Brunei Bay,NA,Philippines,GCF_001891065.1,Hippocampus_comes,176537074,0,2234762,0.0126589,22149556,8.85343,-0.0147119,0.0137024,-0.0297967,0.0107693,0.158156,0.0766837,-0.0946637,0.0200876,-0.00214054,0.00140901,cluster_6,outgroup,NA
PRJNA612146,SAMN14363191,Hippocampus_fuscus,missing,Hfc_3,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2242103,0.0127005,28820442,22.4624,0.0351993,-0.0154944,0.00837362,0.0494178,-0.0286852,0.00257327,-0.0267849,-0.0298848,-0.0126324,0.00259477,cluster_4,outgroup,NA
PRJNA612146,SAMN14363298,Hippocampus_kelloggi,missing,Hkg_12,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2259811,0.0128008,19959547,8.25118,0.0203118,-0.00720676,0.00289311,0.027384,-0.00671272,-9.7636e-4,0.0299958,0.0728953,0.100975,-0.168937,cluster_7,outgroup,NA
PRJNA612146,SAMN14363305,Hippocampus_kelloggi,missing,Hkg_20,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2263416,0.0128212,19952066,8.14352,0.0201658,-0.00725396,0.00292984,0.0271716,-0.00657162,-9.20084e-4,0.0296864,0.0723248,0.0998357,-0.165975,cluster_7,outgroup,NA
PRJNA612146,SAMN14363226,Hippocampus_histrix,missing,Hht_2,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2270568,0.0128617,22144599,8.56021,-0.0145978,0.0137411,-0.0296317,0.0106388,0.157088,0.076231,-0.0940635,0.0198543,-0.00205748,0.0013555,cluster_6,outgroup,NA
PRJNA612146,SAMN14363318,Hippocampus_kuda,missing,Hku_14,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2271054,0.0128645,21994987,11.057,0.0370229,-0.0165426,0.00917723,0.0500936,-0.0296128,0.00281961,-0.0276227,-0.0352872,-0.0151218,0.00285397,cluster_5,outgroup,NA
PRJNA612146,SAMN14363225,Hippocampus_histrix,missing,Hht_1,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2273022,0.0128756,22143839,8.35829,-0.0145897,0.013741,-0.0298325,0.0107308,0.157807,0.0764344,-0.094365,0.0200585,-0.00210832,0.00128035,cluster_6,outgroup,NA
PRJNA612146,SAMN14363228,Hippocampus_histrix,missing,Hht_4,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2274501,0.012884,22143979,8.45708,-0.0145767,0.0137129,-0.0297565,0.0105971,0.157395,0.0762996,-0.0941251,0.0199097,-0.0022335,0.00128868,cluster_6,outgroup,NA
PRJNA612146,SAMN14363227,Hippocampus_histrix,missing,Hht_3,Nha Trang,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2276258,0.0128939,22141601,8.59913,-0.0145361,0.0136294,-0.0297405,0.0105095,0.157105,0.0761662,-0.0939462,0.0199519,-0.00231891,0.0015653,cluster_6,outgroup,NA
PRJNA612146,SAMN14363108,Hippocampus_algiricus,missing,Hag_S3,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2286993,0.0129547,23735396,10.8526,0.0379501,-0.0166841,0.00931335,0.0545219,-0.0319135,0.00283946,-0.031473,-0.0376177,-0.0159539,0.00386012,cluster_5,outgroup,NA
PRJNA612146,SAMN14363213,Hippocampus_hippocampus,missing,Hhc_5,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2290678,0.0129756,26099275,12.8212,0.03208,-0.0181518,0.0147133,-0.0386074,-0.00417458,2.86349e-4,0.0331006,0.102488,-0.106735,0.00385437,cluster_4,outgroup,NA
PRJNA612146,SAMN14363302,Hippocampus_kelloggi,missing,Hkg_16,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2291957,0.0129829,19957333,7.94107,0.0201848,-0.00722255,0.00297361,0.0272448,-0.006636,-0.00102523,0.0298391,0.0726087,0.100479,-0.168243,cluster_7,outgroup,NA
PRJNA612146,SAMN14363393,Hippocampus_spinosissimus,missing,Hsp_18,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,2292763,0.0129874,26072526,14.1789,0.0211264,-0.00732212,0.00274727,0.0297367,-0.00685829,-5.95764e-4,0.0360883,0.0886966,0.126252,0.146057,cluster_10,outgroup,NA
PRJNA612146,SAMN14363266,Hippocampus_ingens,missing,Hig_S2,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,2293664,0.0129925,29742796,13.3448,0.0408319,-0.0186762,0.0108554,0.0490307,-0.0318628,0.00325905,-0.0294307,-0.0356329,-0.0200029,0.00106742,cluster_5,outgroup,4
PRJNA612146,SAMN14363236,Hippocampus_histrix,missing,Hht_12,Brunei Bay,NA,Philippines,GCF_001891065.1,Hippocampus_comes,176537074,0,2295104,0.0130007,22143081,8.60092,-0.0145673,0.0137617,-0.029728,0.0106493,0.157859,0.0764884,-0.094349,0.0199748,-0.0023955,0.00139151,cluster_6,outgroup,NA
PRJNA612146,SAMN14363215,Hippocampus_hippocampus,missing,Hhc_7,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2295648,0.0130038,26103502,12.6442,0.0320469,-0.0182501,0.0146312,-0.0386987,-0.0041528,7.13118e-4,0.0330475,0.102329,-0.107313,0.00433671,cluster_4,outgroup,NA
PRJNA612146,SAMN14363104,Hippocampus_algiricus,missing,Hag_12,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2308559,0.0130769,23745905,12.9107,0.0377993,-0.0165404,0.00920431,0.0541987,-0.031614,0.00281458,-0.0311626,-0.0374406,-0.0159306,0.00374812,cluster_5,outgroup,NA
PRJNA612146,SAMN14363296,Hippocampus_kelloggi,missing,Hkg_10,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2314995,0.0131134,19956214,8.09492,0.0204426,-0.00740977,0.00302205,0.0271913,-0.00665959,-8.79915e-4,0.0300446,0.0731878,0.101064,-0.169011,cluster_7,outgroup,NA
PRJNA612146,SAMN14363345,Hippocampus_reidi,missing,Hrd_2,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2318098,0.0131309,23043476,12.191,0.0389261,-0.0171942,0.00962783,0.0546105,-0.0324095,0.00292338,-0.0317328,-0.0381174,-0.0166891,0.0038732,cluster_5,outgroup,NA
PRJNA612146,SAMN14363106,Hippocampus_algiricus,missing,Hag_S11,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2320528,0.0131447,23729622,10.5393,0.0378835,-0.0166598,0.00923245,0.0543294,-0.0317656,0.00282825,-0.0312147,-0.0375181,-0.0159552,0.00378922,cluster_5,outgroup,NA
PRJNA612146,SAMN14363290,Hippocampus_kelloggi,missing,Hkg_4,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,2324168,0.0131653,19956634,8.18156,0.0206046,-0.00750683,0.00311593,0.0270414,-0.00671071,-0.00109474,0.0301931,0.0734611,0.101078,-0.170806,cluster_7,outgroup,NA
PRJNA612146,SAMN14363360,Hippocampus_reidi,missing,Hrd_S4,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2325659,0.0131738,23030703,10.1844,0.0399695,-0.0179815,0.0104362,0.0530775,-0.0327991,0.00307638,-0.0316784,-0.0377624,-0.0182949,0.00330717,cluster_5,outgroup,NA
PRJNA612146,SAMN14363205,Hippocampus_fuscus,missing,Hfc_70,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2327285,0.013183,28805336,17.4793,0.0349244,-0.0154155,0.00828995,0.0490514,-0.0282762,0.00236257,-0.0263826,-0.0297437,-0.0121325,0.00268104,cluster_4,outgroup,NA
PRJNA612146,SAMN14363243,Hippocampus_histrix,missing,Hht_19,Brunei Bay,NA,Philippines,GCF_001891065.1,Hippocampus_comes,176537074,0,2327468,0.013184,22138600,8.36827,-0.0146106,0.0138032,-0.0297744,0.0106623,0.15789,0.0765533,-0.0943226,0.01992,-0.00211949,0.00162702,cluster_6,outgroup,NA
PRJNA612146,SAMN14363222,Hippocampus_hippocampus,missing,Hhc_18,Tunis,NA,Tunisia,GCF_001891065.1,Hippocampus_comes,176537074,0,2328521,0.01319,26099116,12.1577,0.0324364,-0.0185134,0.0149845,-0.039165,-0.00425279,4.49193e-4,0.0333344,0.10262,-0.107489,0.00343815,cluster_4,outgroup,NA
PRJNA612146,SAMN14363353,Hippocampus_reidi,missing,Hrd_10,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2337925,0.0132433,23037550,12.091,0.0387948,-0.0172026,0.00967831,0.0545623,-0.0322286,0.00291502,-0.031553,-0.0380158,-0.0166135,0.00371401,cluster_5,exclude,7
PRJNA612146,SAMN14363311,Hippocampus_kuda,missing,Hku_6,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2339794,0.0132538,22002996,12.3924,0.037463,-0.0165726,0.00927277,0.0524649,-0.0307816,0.00287244,-0.0294637,-0.0360144,-0.0152703,0.00305669,cluster_5,outgroup,NA
PRJNA612146,SAMN14363362,Hippocampus_reidi,missing,Hrd_S6,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2343927,0.0132773,23026829,10.0547,0.039387,-0.0175138,0.00997848,0.0536666,-0.0324749,0.00302042,-0.0316396,-0.0378969,-0.0173338,0.00345395,cluster_5,outgroup,NA
PRJNA612146,SAMN14363096,Hippocampus_algiricus,missing,Hag_2,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2345075,0.0132838,23743401,12.5425,0.0379717,-0.0167246,0.00930163,0.0544816,-0.0318625,0.00290505,-0.0314149,-0.0376514,-0.0160124,0.00412018,cluster_5,outgroup,NA
PRJNA612146,SAMN14363319,Hippocampus_kuda,missing,Hku_15,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2362779,0.013384,21987978,11.2184,0.040734,-0.0189143,0.0111725,0.0471332,-0.0320223,0.0033396,-0.0301027,-0.0355934,-0.0187668,0.00198359,cluster_5,outgroup,NA
PRJNA612146,SAMN14363218,Hippocampus_hippocampus,missing,Hhc_12,Tunis,NA,Tunisia,GCF_001891065.1,Hippocampus_comes,176537074,0,2363782,0.0133897,26103194,12.0784,0.0320981,-0.0181651,0.0147978,-0.0386529,-0.00410797,3.85571e-4,0.0331574,0.101967,-0.106506,0.00386208,cluster_4,outgroup,NA
PRJNA612146,SAMN14363346,Hippocampus_reidi,missing,Hrd_3,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2372568,0.0134395,23037358,10.9634,0.0389137,-0.017225,0.00973789,0.0547498,-0.0324014,0.00294625,-0.031844,-0.0381581,-0.0166819,0.00362717,cluster_5,exclude,7
PRJNA612146,SAMN14363111,Hippocampus_algiricus,missing,Hag_S6,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2377899,0.0134697,23725622,10.1565,0.0375989,-0.0165553,0.00917321,0.0539265,-0.0314721,0.00276563,-0.0309804,-0.0371704,-0.0159195,0.00391286,cluster_5,outgroup,NA
PRJNA612146,SAMN14363109,Hippocampus_algiricus,missing,Hag_S4,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2377987,0.0134702,23726812,10.1645,0.0377954,-0.0166347,0.00921296,0.0541609,-0.0315945,0.00279875,-0.0312292,-0.0372885,-0.0157794,0.00406319,cluster_5,outgroup,NA
PRJNA612146,SAMN14363297,Hippocampus_kelloggi,missing,Hkg_11,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2378111,0.0134709,19947486,7.70991,0.0202932,-0.00735837,0.00292743,0.0273448,-0.00664374,-8.53915e-4,0.0299769,0.0730484,0.101221,-0.169255,cluster_7,outgroup,NA
PRJNA612146,SAMN14363344,Hippocampus_reidi,missing,Hrd_1,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2378484,0.013473,23037448,11.0666,0.0388808,-0.0171894,0.00971257,0.054581,-0.0323126,0.00290276,-0.0317483,-0.0379362,-0.0166392,0.00371178,cluster_5,outgroup,5
PRJNA612146,SAMN14363361,Hippocampus_reidi,missing,Hrd_S5,Amapa,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2379120,0.0134766,23020901,9.85143,0.0399894,-0.0179527,0.0103866,0.0531034,-0.0327916,0.00306029,-0.0317078,-0.0379403,-0.0184148,0.00347596,cluster_5,exclude,10
PRJNA612146,SAMN14363209,Hippocampus_hippocampus,missing,Hhc_1,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2390642,0.0135419,26092019,11.457,0.0319935,-0.0181725,0.014705,-0.0384991,-0.00405196,3.79364e-4,0.032886,0.101274,-0.106035,0.00377618,cluster_4,outgroup,NA
PRJNA612146,SAMN14363312,Hippocampus_kuda,missing,Hku_7,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2411129,0.0136579,21989800,11.5261,0.0372684,-0.0164043,0.00914317,0.0520441,-0.0304697,0.00287347,-0.0291614,-0.0356779,-0.0149952,0.00299504,cluster_5,outgroup,NA
PRJNA612146,SAMN14363264,Hippocampus_ingens,missing,Hig_22,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,2415268,0.0136814,29742369,14.0686,0.0373139,-0.0164204,0.00903649,0.0521124,-0.0306558,0.00269556,-0.0296923,-0.0348864,-0.0150885,0.00303396,cluster_5,outgroup,NA
PRJNA612146,SAMN14363307,Hippocampus_kuda,missing,Hku_1,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2421022,0.013714,21987811,11.1426,0.0369717,-0.0162072,0.00906048,0.0518572,-0.030323,0.0027711,-0.0288113,-0.0352707,-0.014721,0.00276397,cluster_5,outgroup,NA
PRJNA612146,SAMN14363237,Hippocampus_histrix,missing,Hht_13,Brunei Bay,NA,Philippines,GCF_001891065.1,Hippocampus_comes,176537074,0,2425844,0.0137413,22131694,8.12531,-0.0146626,0.0137811,-0.0298491,0.010629,0.157848,0.0764496,-0.0942489,0.0199969,-0.00211357,0.00138567,cluster_6,outgroup,NA
PRJNA612146,SAMN14363317,Hippocampus_kuda,missing,Hku_13,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2428135,0.0137542,21980107,9.98842,0.040045,-0.0184252,0.0106705,0.0478567,-0.0318427,0.00334392,-0.0299438,-0.0354598,-0.0182829,0.00208643,cluster_5,outgroup,NA
PRJNA612146,SAMN14363112,Hippocampus_algiricus,missing,Hag_S8,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2442458,0.0138354,23717263,9.5611,0.0377536,-0.0166034,0.00919446,0.0540822,-0.0314968,0.00278236,-0.0310245,-0.0371895,-0.0158789,0.00381625,cluster_5,outgroup,NA
PRJNA612146,SAMN14363097,Hippocampus_algiricus,missing,Hag_3,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2447280,0.0138627,23728923,11.3122,0.0377966,-0.0165365,0.00923503,0.0542579,-0.0316082,0.00279588,-0.0312219,-0.037355,-0.0158881,0.00397459,cluster_5,outgroup,NA
PRJNA612146,SAMN14363258,Hippocampus_ingens,missing,Hig_14,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,2447302,0.0138628,29745565,16.6836,0.0373162,-0.0163647,0.00910498,0.052191800000000003,-0.0306178,0.00274998,-0.0299415,-0.0350214,-0.0150793,0.00302368,cluster_5,outgroup,NA
PRJNA612146,SAMN14363350,Hippocampus_reidi,missing,Hrd_7,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2447997,0.0138668,23021245,10.2812,0.0386545,-0.017039,0.00960414,0.0542699,-0.0320273,0.00288049,-0.0314779,-0.0377553,-0.0165846,0.00356764,cluster_5,exclude,5
PRJNA612146,SAMN14363315,Hippocampus_kuda,missing,Hku_10,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2448331,0.0138687,21975561,10.0299,0.0367574,-0.0163021,0.00896161,0.0512909,-0.0299882,0.00268891,-0.0284074,-0.0348571,-0.0147355,0.0029361,cluster_5,outgroup,NA
PRJNA612146,SAMN14363283,Hippocampus_jayakari,missing,Hjk_S32,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2448914,0.013872,25753638,12.5135,-0.177428,-0.0937683,0.0815101,0.00326759,-0.0253173,0.0104239,-0.0123947,4.84579e-4,-0.00129665,0.00107155,cluster_2,outgroup,NA
PRJNA612146,SAMN14363202,Hippocampus_fuscus,missing,Hfc_49,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2449626,0.013876,28793851,14.7794,0.0350091,-0.0153604,0.00839112,0.0490584,-0.0284693,0.00245764,-0.0263518,-0.0295518,-0.0118714,0.00258436,cluster_4,outgroup,NA
PRJNA612146,SAMN14363349,Hippocampus_reidi,missing,Hrd_6,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2450413,0.0138804,23025644,9.99009,0.0387319,-0.0170877,0.00965031,0.0545548,-0.0322195,0.0028769,-0.0315387,-0.0381494,-0.016619600000000002,0.00384746,cluster_5,exclude,5
PRJNA612146,SAMN14363410,Hippocampus_trimaculatus,missing,Htl_15,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2456386,0.0139143,25937716,15.5087,-0.0596895,0.0352824,-0.166042,-0.0426387,-0.0975247,0.0650877,-0.0147405,0.00220963,-0.00155136,7.75584e-4,cluster_9,outgroup,2
PRJNA612146,SAMN14363265,Hippocampus_ingens,missing,Hig_S1,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,2458321,0.0139252,29724213,11.596,0.0407679,-0.0186569,0.0108854,0.0492211,-0.0319162,0.00323557,-0.0295488,-0.0358104,-0.0198809,0.00115289,cluster_5,exclude,4
PRJNA612146,SAMN14363105,Hippocampus_algiricus,missing,Hag_S10,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2458359,0.0139255,23718474,9.6521,0.0377321,-0.0165745,0.00919519,0.0541726,-0.0316287,0.00276794,-0.0311774,-0.0375708,-0.0160054,0.00383819,cluster_5,outgroup,NA
PRJNA612146,SAMN14363210,Hippocampus_hippocampus,missing,Hhc_2,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2460135,0.0139355,26079703,10.8786,0.0325724,-0.0184904,0.0150245,-0.0390922,-0.00435271,4.36215e-4,0.0331361,0.10299,-0.10826,0.00411858,cluster_4,outgroup,NA
PRJNA612146,SAMN14363377,Hippocampus_spinosissimus,missing,Hsp_2,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2460142,0.0139356,26050650,11.8197,0.02121,-0.00740218,0.00282298,0.029724,-0.00675438,-5.69712e-4,0.0362389,0.0888626,0.126548,0.146282,cluster_10,outgroup,NA
PRJNA612146,SAMN14363279,Hippocampus_jayakari,missing,Hjk_S24,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2464271,0.0139589,25745669,11.7404,-0.176765,-0.0934321,0.0813105,0.00318587,-0.0251171,0.0103793,-0.0122414,4.52555e-4,-0.00135826,0.00127873,cluster_2,outgroup,NA
PRJNA612146,SAMN14363313,Hippocampus_kuda,missing,Hku_8,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2464986,0.013963,21996840,11.2856,0.0372669,-0.0164441,0.00908379,0.0523655,-0.0307001,0.00271539,-0.0293907,-0.0358823,-0.0149901,0.00293301,cluster_5,outgroup,NA
PRJNA612146,SAMN14363347,Hippocampus_reidi,missing,Hrd_4,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2469607,0.0139892,23019366,10.423400000000001,0.0388131,-0.0171469,0.0097334,0.0543173,-0.0322282,0.00296758,-0.0315069,-0.0377936,-0.0166166,0.00357475,cluster_5,exclude,7
