BioProject,BioSample,Organism,sex,Submitter_Id,Location,State,Country,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA612146,SAMN14363206,Hippocampus_fuscus,missing,Hfc_71,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2476873,0.0140303,28809977,15.5271,0.0342616,-0.014919,0.00805566,0.0485436,-0.027209,0.00242955,-0.0250574,-0.0299725,-0.011855,0.00283502,cluster_4,outgroup,NA
PRJNA612146,SAMN14363268,Hippocampus_jayakari,missing,Hjk_S11,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2487157,0.0140886,25742184,11.4011,-0.17685,-0.0934874,0.0810638,0.00327745,-0.0250132,0.0102624,-0.012298,4.75439e-4,-0.00132709,0.0012685,cluster_2,outgroup,NA
PRJNA612146,SAMN14363284,Hippocampus_jayakari,missing,Hjk_S36,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2492212,0.0141172,25742202,11.3269,-0.176642,-0.093354,0.0810611,0.0032865,-0.0249588,0.0103191,-0.0123226,4.3245e-4,-0.00150388,0.00123305,cluster_2,outgroup,NA
PRJNA612146,SAMN14363388,Hippocampus_spinosissimus,missing,Hsp_13,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2494059,0.0141277,26057694,11.8347,0.0213756,-0.00744949,0.00271013,0.0298665,-0.00704404,-7.47168e-4,0.0360797,0.0895442,0.127262,0.146876,cluster_10,outgroup,NA
PRJNA612146,SAMN14363395,Hippocampus_spinosissimus,missing,Hsp_20,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,2497145,0.0141452,26043056,11.3664,0.0212078,-0.0073236,0.00278731,0.029564,-0.00692797,-6.51474e-4,0.0359805,0.088623,0.125946,0.145239,cluster_10,outgroup,NA
PRJNA612146,SAMN14363403,Hippocampus_trimaculatus,missing,Htl_8,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2502105,0.0141733,25929000,14.4704,-0.0593889,0.0351915,-0.164906,-0.0425851,-0.0969168,0.0647112,-0.0142965,0.00206302,-0.00154194,9.2117e-4,cluster_9,exclude,2
PRJNA612146,SAMN14363100,Hippocampus_algiricus,missing,Hag_6,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2507171,0.014202,23726707,10.7602,0.0378323,-0.0166599,0.00919867,0.054184,-0.0315967,0.00282377,-0.0312086,-0.0374334,-0.0158465,0.00399279,cluster_5,outgroup,NA
PRJNA612146,SAMN14363103,Hippocampus_algiricus,missing,Hag_11,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2507918,0.0142062,23720782,12.6828,0.0378175,-0.016609,0.00918876,0.054155,-0.0316726,0.00290356,-0.0311295,-0.0374003,-0.0160164,0.0039706,cluster_5,outgroup,NA
PRJNA612146,SAMN14363407,Hippocampus_trimaculatus,missing,Htl_12,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2521146,0.0142811,25936330,15.4029,-0.0593142,0.0351696,-0.165265,-0.0426877,-0.0971279,0.0646266,-0.0145731,0.00223519,-0.00135261,8.14829e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363212,Hippocampus_hippocampus,missing,Hhc_4,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2522442,0.0142885,26069665,11.2699,0.0322946,-0.0184944,0.0147223,-0.0389391,-0.00412335,6.41185e-4,0.0333763,0.102739,-0.108106,0.00362318,cluster_4,outgroup,NA
PRJNA612146,SAMN14363282,Hippocampus_jayakari,missing,Hjk_S31,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2525048,0.0143032,25737444,11.2388,-0.176301,-0.0932678,0.0809543,0.00323235,-0.0248326,0.0102483,-0.01222,5.35652e-4,-0.00146024,0.00103907,cluster_2,outgroup,NA
PRJNA612146,SAMN14363273,Hippocampus_jayakari,missing,Hjk_S18,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2529320,0.0143274,25734029,10.9277,-0.176244,-0.0930909,0.0808477,0.00323566,-0.0249382,0.0102039,-0.0123712,2.51243e-4,-0.00147304,0.00114026,cluster_2,outgroup,NA
PRJNA612146,SAMN14363099,Hippocampus_algiricus,missing,Hag_5,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2531304,0.0143387,23717704,10.0744,0.0376779,-0.0165317,0.00922403,0.0540309,-0.0314768,0.00280358,-0.0309286,-0.0372029,-0.0158974,0.00400153,cluster_5,outgroup,NA
PRJNA612146,SAMN14363217,Hippocampus_hippocampus,missing,Hhc_11,Tunis,NA,Tunisia,GCF_001891065.1,Hippocampus_comes,176537074,0,2533221,0.0143495,26074094,10.0159,0.0318257,-0.0179979,0.0146109,-0.0383519,-0.00404077,2.91232e-4,0.0327332,0.10081,-0.10534,0.00366125,cluster_4,outgroup,NA
PRJNA612146,SAMN14363110,Hippocampus_algiricus,missing,Hag_S5,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2534160,0.0143548,23707505,9.00816,0.0376386,-0.016542,0.0091593,0.053952,-0.0314114,0.00286551,-0.0309556,-0.0372207,-0.0159825,0.00396693,cluster_5,outgroup,NA
PRJNA612146,SAMN14363269,Hippocampus_jayakari,missing,Hjk_S12,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2545736,0.0144204,25735021,10.7789,-0.176262,-0.0932803,0.080987,0.00321804,-0.0248893,0.0102533,-0.0122023,3.85738e-4,-0.00131019,0.00125369,cluster_2,outgroup,NA
PRJNA612146,SAMN14363267,Hippocampus_jayakari,missing,Hjk_S10,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2549730,0.014443,25734908,10.7512,-0.176675,-0.0934494,0.0811197,0.00316199,-0.0250488,0.0103409,-0.0123106,3.69145e-4,-0.00125592,0.00104189,cluster_2,outgroup,NA
PRJNA612146,SAMN14363274,Hippocampus_jayakari,missing,Hjk_S19,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2554995,0.0144729,25733912,10.7651,-0.176281,-0.0931059,0.0807887,0.00322145,-0.0250278,0.010417,-0.0122784,3.20118e-4,-0.00143326,0.00125553,cluster_2,outgroup,NA
PRJNA612146,SAMN14363216,Hippocampus_hippocampus,missing,Hhc_8,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2559959,0.014501,26068628,9.88505,0.0318738,-0.01798,0.0145752,-0.0383731,-0.00406188,3.05929e-4,0.0330073,0.101119,-0.10553,0.00428637,cluster_4,outgroup,NA
PRJNA612146,SAMN14363277,Hippocampus_jayakari,missing,Hjk_S22,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2562825,0.0145172,25734296,11.0441,-0.176118,-0.093167,0.0808407,0.00314851,-0.0248782,0.0103495,-0.0122476,3.66954e-4,-0.00139226,9.06718e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363355,Hippocampus_reidi,missing,Hrd_12,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2576016,0.0145919,23006438,9.50272,0.0388368,-0.0171232,0.00978716,0.0542052,-0.0320223,0.00298667,-0.031296,-0.037959,-0.0169143,0.0036548,cluster_5,exclude,7
PRJNA612146,SAMN14363400,Hippocampus_trimaculatus,missing,Htl_5,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2577700,0.0146015,25932305,14.7742,-0.0596434,0.0351481,-0.165876,-0.0427349,-0.0973038,0.06502,-0.0147294,0.00221851,-0.00162475,8.59262e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363276,Hippocampus_jayakari,missing,Hjk_S21,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2587631,0.0146577,25730500,10.7547,-0.176256,-0.0934953,0.0813573,0.00284255,-0.0250673,0.0105393,-0.0119042,4.71195e-4,-0.00155456,4.1593e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363278,Hippocampus_jayakari,missing,Hjk_S23,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2590746,0.0146754,25730349,10.4931,-0.175832,-0.0929667,0.0808037,0.00327777,-0.0247589,0.0103443,-0.0120309,5.51851e-4,-0.00136543,9.43612e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363324,Hippocampus_kuda,missing,Hku_20,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2600619,0.0147313,21971818,9.25448,0.0372341,-0.0164239,0.00916268,0.052111,-0.030559,0.00286072,-0.0292555,-0.0356996,-0.0147949,0.00302174,cluster_5,outgroup,NA
PRJNA612146,SAMN14363280,Hippocampus_jayakari,missing,Hjk_S28,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2605356,0.0147581,25728265,10.2281,-0.175743,-0.0928372,0.0806732,0.00320157,-0.024809,0.0102753,-0.0122846,4.18253e-4,-0.00125688,0.00105496,cluster_2,outgroup,NA
PRJNA612146,SAMN14363271,Hippocampus_jayakari,missing,Hjk_S15,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2611262,0.0147916,25727771,10.3789,-0.17534,-0.0926699,0.0805753,0.00325638,-0.0247595,0.0102726,-0.0119425,3.84064e-4,-0.00130742,9.48888e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363348,Hippocampus_reidi,missing,Hrd_5,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2615996,0.0148184,22996566,9.1121200000000009,0.0380926,-0.0168218,0.00947146,0.0535426,-0.0314161,0.00286039,-0.0304899,-0.0374529,-0.0165093,0.00354082,cluster_5,exclude,5
PRJNA612146,SAMN14363392,Hippocampus_spinosissimus,missing,Hsp_17,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,2618572,0.014833,26040492,10.3764,0.021285,-0.00744052,0.00282272,0.0298372,-0.00695853,-6.30381e-4,0.0360801,0.0892633,0.126714,0.14656,cluster_10,outgroup,NA
PRJNA612146,SAMN14363411,Hippocampus_trimaculatus,missing,Htl_17,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2618771,0.0148341,25918128,12.9069,-0.0597608,0.0352958,-0.166134,-0.0428203,-0.0975001,0.0651705,-0.0146125,0.00215221,-0.00170448,9.30844e-4,cluster_9,exclude,2
PRJNA612146,SAMN14363351,Hippocampus_reidi,missing,Hrd_8,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2619698,0.0148394,23005005,9.19464,0.038634,-0.0170655,0.00958371,0.0544124,-0.0321119,0.00289758,-0.0314553,-0.0379946,-0.0166298,0.0036854,cluster_5,exclude,5
PRJNA612146,SAMN14363354,Hippocampus_reidi,missing,Hrd_11,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2619977,0.0148409,23006410,9.32839,0.038608,-0.0170089,0.00962907,0.054257,-0.0319891,0.00290488,-0.0311462,-0.0378961,-0.0165437,0.00378482,cluster_5,outgroup,NA
PRJNA612146,SAMN14363211,Hippocampus_hippocampus,missing,Hhc_3,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2622072,0.0148528,26062050,9.52798,0.0317491,-0.01801,0.0145476,-0.038302,-0.00403957,1.82579e-4,0.0328796,0.100441,-0.105261,0.00399797,cluster_4,outgroup,NA
PRJNA612146,SAMN14363285,Hippocampus_jayakari,missing,Hjk_S4,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2627225,0.014882,25724928,10.0924,-0.17628,-0.0934082,0.0810558,0.00305506,-0.0249242,0.0102808,-0.0122535,6.8297e-4,-9.73616e-4,-3.12293e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363412,Hippocampus_trimaculatus,missing,Htl_18,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2635247,0.0149274,25928981,14.4483,-0.05937,0.0351588,-0.165191,-0.0425229,-0.0969445,0.064611,-0.0145928,0.00221253,-0.00136128,7.75933e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363397,Hippocampus_trimaculatus,missing,Htl_2,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2636804,0.0149363,25919996,13.3212,-0.0597356,0.0353163,-0.166266,-0.0428212,-0.0975245,0.0651546,-0.0148238,0.00219832,-0.00155595,8.8518e-4,cluster_9,exclude,2
PRJNA612146,SAMN14363409,Hippocampus_trimaculatus,missing,Htl_14,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2652290,0.015024,25915548,12.6483,-0.0589069,0.0348759,-0.164481,-0.0423644,-0.0964031,0.0644563,-0.014417,0.00211494,-0.00159642,7.85792e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363087,Hippocampus_abdominalis,missing,Had_9,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2652537,0.0150254,24543633,17.5775,-0.0390331,0.213279,0.108199,-0.0135106,-0.0361209,0.00930353,-0.0183367,0.00136795,-0.00309762,0.00112743,cluster_3,outgroup,1
PRJNA612146,SAMN14363323,Hippocampus_kuda,missing,Hku_19,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2652662,0.0150261,21947667,8.76629,0.0368168,-0.0161637,0.00890761,0.0516146,-0.0300947,0.00268453,-0.0287235,-0.0352679,-0.0149275,0.00287969,cluster_5,outgroup,NA
PRJNA612146,SAMN14363384,Hippocampus_spinosissimus,missing,Hsp_9,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2654929,0.0150389,26032506,10.0818,0.0212691,-0.00744799,0.00283711,0.0297105,-0.00696454,-6.85158e-4,0.0360313,0.0892373,0.126876,0.146868,cluster_10,outgroup,NA
PRJNA612146,SAMN14363189,Hippocampus_erectus,missing,Het_S2,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2658522,0.0150593,31183447,12.9451,0.0323023,-0.0184619,0.0147725,-0.0376225,-0.00483474,5.27567e-4,0.0301887,0.0942628,-0.0993461,0.00297591,cluster_4,outgroup,NA
PRJNA612146,SAMN14363224,Hippocampus_hippocampus,missing,Hhc_20,Tunis,NA,Tunisia,GCF_001891065.1,Hippocampus_comes,176537074,0,2667681,0.0151112,26058876,9.36683,0.031794,-0.0180153,0.014654,-0.0383559,-0.00398248,3.05826e-4,0.0329539,0.101153,-0.105896,0.00412148,cluster_4,outgroup,NA
PRJNA612146,SAMN14363220,Hippocampus_hippocampus,missing,Hhc_15,Tunis,NA,Tunisia,GCF_001891065.1,Hippocampus_comes,176537074,0,2667974,0.0151128,26053670,9.13718,0.0317654,-0.0179875,0.0146171,-0.0382185,-0.00406044,2.58234e-4,0.0326352,0.100786,-0.105264,0.00406036,cluster_4,outgroup,NA
PRJNA612146,SAMN14363088,Hippocampus_abdominalis,missing,Had_10,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2671303,0.0151317,24539271,17.5793,-0.0389938,0.213182,0.107997,-0.013487,-0.0361662,0.0094284,-0.0181677,0.00125744,-0.00309749,9.9041e-4,cluster_3,exclude,1
PRJNA612146,SAMN14363095,Hippocampus_algiricus,missing,Hag_1,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2673004,0.0151413,23694322,9.76324,0.037186,-0.0161756,0.00900259,0.0533127,-0.0311124,0.0027333,-0.0304057,-0.0367606,-0.0155433,0.00343698,cluster_5,outgroup,NA
PRJNA612146,SAMN14363107,Hippocampus_algiricus,missing,Hag_S12,Abidjan,NA,Cote d'Ivoire,GCF_001891065.1,Hippocampus_comes,176537074,0,2673565,0.0151445,23693803,8.2785,0.037441,-0.0164254,0.00915994,0.053759,-0.0313063,0.00273053,-0.0306927,-0.0370015,-0.0158151,0.00378711,cluster_5,outgroup,NA
PRJNA612146,SAMN14363405,Hippocampus_trimaculatus,missing,Htl_10,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2673809,0.0151459,25916125,12.5771,-0.0589574,0.0348657,-0.163754,-0.0420933,-0.0959867,0.063998,-0.0143518,0.00216175,-0.00115341,6.95366e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363398,Hippocampus_trimaculatus,missing,Htl_3,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2688214,0.0152275,25913000,12.6001,-0.0591658,0.0350905,-0.16439,-0.0422967,-0.0961988,0.064231,-0.0144538,0.0022234,-0.00156087,7.64208e-4,cluster_9,exclude,2
PRJNA612146,SAMN14363286,Hippocampus_jayakari,missing,Hjk_S7,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2692830,0.0152536,25719401,9.63103,-0.175927,-0.0930179,0.0808556,0.00330184,-0.0247293,0.0103169,-0.0120285,5.21023e-4,-0.00129333,0.00111786,cluster_2,outgroup,NA
PRJNA612146,SAMN14363270,Hippocampus_jayakari,missing,Hjk_S13,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2719064,0.0154022,25718039,9.732,-0.176218,-0.093484,0.0810512,0.00292799,-0.0249761,0.0103287,-0.012133,5.1756e-4,-0.0016137,6.36568e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363310,Hippocampus_kuda,missing,Hku_4,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2725786,0.0154403,21965365,9.55312,0.0373866,-0.016525,0.00922573,0.0519105,-0.0306657,0.00278299,-0.0292377,-0.0356265,-0.0151049,0.00279588,cluster_5,outgroup,NA
PRJNA612146,SAMN14363321,Hippocampus_kuda,missing,Hku_17,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2728975,0.0154584,21948588,9.14895,0.0368404,-0.016281,0.00895881,0.0515461,-0.0301325,0.00271655,-0.0286482,-0.0351636,-0.0146953,0.00298312,cluster_5,outgroup,NA
PRJNA612146,SAMN14363380,Hippocampus_spinosissimus,missing,Hsp_5,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2744219,0.0155447,26017845,9.49978,0.0211829,-0.00743365,0.00276729,0.0297145,-0.00686039,-5.39871e-4,0.0356223,0.0884564,0.125855,0.144884,cluster_10,outgroup,NA
PRJNA612146,SAMN14363281,Hippocampus_jayakari,missing,Hjk_S3,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2752663,0.0155925,25710622,9.28223,-0.175179,-0.0928361,0.0805423,0.00308857,-0.024676,0.0102787,-0.0120191,6.14914e-4,-0.00149751,8.53852e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363079,Hippocampus_abdominalis,missing,Had_1,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2754084,0.0156006,24531861,16.0422,-0.0390003,0.212978,0.107924,-0.0134077,-0.0361307,0.00918673,-0.0181873,0.00134915,-0.00297818,0.00107358,cluster_3,exclude,1
PRJNA612146,SAMN14363333,Hippocampus_mohnikei,missing,Hmh_13,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2762083,0.0156459,33408264,18.8898,-0.0345841,0.0196931,-0.0601353,-0.0103233,0.0365298,-0.208798,-0.047664,0.00301177,-0.00318837,0.00200771,cluster_8,outgroup,NA
PRJNA612146,SAMN14363272,Hippocampus_jayakari,missing,Hjk_S16,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,2768457,0.015682,25710379,9.21533,-0.174846,-0.0922424,0.08019,0.00317357,-0.0245728,0.0102302,-0.0120733,4.46323e-4,-0.00139092,0.00114041,cluster_2,outgroup,NA
PRJNA612146,SAMN14363386,Hippocampus_spinosissimus,missing,Hsp_11,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2769054,0.0156854,26025236,9.45702,0.0212988,-0.00740098,0.00268162,0.0298173,-0.00709807,-6.91692e-4,0.0360981,0.0892411,0.126713,0.146577,cluster_10,outgroup,NA
PRJNA612146,SAMN14363187,Hippocampus_erectus,missing,Het_20,Palm Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2771081,0.0156969,31190968,13.9489,0.0323001,-0.0182917,0.0148236,-0.037834,-0.00450153,5.30135e-4,0.030541,0.096205,-0.100329,0.00332972,cluster_4,outgroup,NA
PRJNA612146,SAMN14363184,Hippocampus_erectus,missing,Het_17,Palm Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2776702,0.0157287,31175523,12.8205,0.0379891,-0.0222435,0.0181032,-0.0442763,-0.00718112,0.00130531,0.0297247,0.0965778,-0.107716,-4.68646e-4,cluster_5,outgroup,NA
PRJNA612146,SAMN14363399,Hippocampus_trimaculatus,missing,Htl_4,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2786894,0.0157865,25902789,11.659,-0.058934,0.0349454,-0.163818,-0.0422269,-0.0958659,0.0641906,-0.014223,0.00199947,-0.00137033,7.78623e-4,cluster_9,exclude,2
PRJNA612146,SAMN14363086,Hippocampus_abdominalis,missing,Had_8,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2787568,0.0157903,24507461,15.0856,-0.0382852,0.209747,0.106245,-0.0133217,-0.0353975,0.0090878,-0.0176455,0.00123044,-0.00317553,0.00108367,cluster_3,exclude,1
PRJNA612146,SAMN14363181,Hippocampus_erectus,missing,Het_14,Palm Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2789780,0.0158028,31170777,12.2574,0.0353747,-0.0203853,0.0164794,-0.041039,-0.00599275,0.00103762,0.0296691,0.0948853,-0.103337,0.00200885,cluster_4,outgroup,NA
PRJNA612146,SAMN14363094,Hippocampus_abdominalis,missing,Had_S6,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2796142,0.0158388,24501954,13.6367,-0.0388371,0.211864,0.107344,-0.0134092,-0.0358313,0.0090051,-0.0180131,0.00131425,-0.00308439,9.93298e-4,cluster_3,exclude,1
PRJNA612146,SAMN14363194,Hippocampus_fuscus,missing,Hfc_23,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2796216,0.0158393,28754465,10.2373,0.0345047,-0.0151812,0.00807118,0.0484682,-0.0278316,0.00243535,-0.0258172,-0.029199,-0.0117841,0.00259025,cluster_4,outgroup,NA
PRJNA612146,SAMN14363253,Hippocampus_ingens,missing,Hig_8,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,2804325,0.0158852,29707808,11.4636,0.0370954,-0.0163601,0.00898239,0.0517718,-0.0304458,0.00266414,-0.0295092,-0.0345937,-0.0150683,0.00273813,cluster_5,outgroup,NA
PRJNA612146,SAMN14363314,Hippocampus_kuda,missing,Hku_9,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2808296,0.0159077,21961182,9.33555,0.0375475,-0.0166463,0.00920393,0.0517953,-0.0305569,0.00276224,-0.0293236,-0.0355964,-0.0152103,0.0027904,cluster_5,outgroup,NA
PRJNA612146,SAMN14363414,Hippocampus_trimaculatus,missing,Htl_20,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2819428,0.0159707,25888286,12.7064,-0.0589704,0.0350511,-0.16387,-0.0421542,-0.0959828,0.0641946,-0.0142435,0.00214166,-0.00149697,6.92937e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363415,Hippocampus_trimaculatus,missing,Htl_24,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2824002,0.0159967,25904500,10.8624,-0.0588249,0.0348921,-0.163647,-0.0421583,-0.0960483,0.0637377,-0.0144026,0.00208226,-0.00138825,8.22204e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363214,Hippocampus_hippocampus,missing,Hhc_6,Las Palmas,NA,Spain,GCF_001891065.1,Hippocampus_comes,176537074,0,2829671,0.0160288,26039384,8.44047,0.0317578,-0.0180341,0.0145376,-0.0382601,-0.00387421,3.68929e-4,0.0327354,0.100486,-0.105239,0.00414985,cluster_4,outgroup,NA
PRJNA612146,SAMN14363352,Hippocampus_reidi,missing,Hrd_9,Fortaleza,NA,Brazil,GCF_001891065.1,Hippocampus_comes,176537074,0,2830834,0.016035399999999998,22982626,7.91356,0.0383884,-0.0169073,0.00954125,0.053847,-0.0317833,0.0028816,-0.0310189,-0.0375986,-0.0165204,0.00368671,cluster_5,exclude,5
PRJNA612146,SAMN14363256,Hippocampus_ingens,missing,Hig_12,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,2831190,0.0160374,29726112,12.1527,0.0373736,-0.0164221,0.00912576,0.0521142,-0.0306338,0.00261789,-0.0298576,-0.0350114,-0.0152269,0.00285769,cluster_5,outgroup,NA
PRJNA612146,SAMN14363396,Hippocampus_trimaculatus,missing,Htl_1,Dongshan,Fujian Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2840035,0.0160875,25881399,11.5939,-0.058495,0.0347363,-0.163656,-0.04195,-0.09584,0.0640856,-0.0140566,0.00214502,-0.00198743,6.28409e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363198,Hippocampus_fuscus,missing,Hfc_39,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2845147,0.0161164,28748919,10.3656,0.0346064,-0.0151247,0.0082524,0.0486224,-0.0279758,0.00246659,-0.0261236,-0.0294771,-0.0119144,0.00241505,cluster_4,outgroup,NA
PRJNA612146,SAMN14363320,Hippocampus_kuda,missing,Hku_16,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,2853117,0.0161616,21964074,9.22075,0.0368789,-0.0162623,0.00889778,0.0517258,-0.030072,0.00269682,-0.0286446,-0.0354777,-0.0148489,0.00286474,cluster_5,outgroup,NA
PRJNA612146,SAMN14363188,Hippocampus_erectus,missing,Het_S1,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2858326,0.0161911,31161510,10.817,0.0360524,-0.020723,0.0169829,-0.0419854,-0.00625058,0.00101215,0.0294733,0.0954877,-0.104363,0.0013784,cluster_5,outgroup,NA
PRJNA612146,SAMN14363204,Hippocampus_fuscus,missing,Hfc_62,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2860392,0.0162028,28745300,10.4288,0.034542,-0.0151439,0.00811515,0.0484662,-0.0280041,0.00247099,-0.0258516,-0.0292851,-0.0118594,0.00263093,cluster_4,outgroup,NA
