BioProject,BioSample,Organism,sex,Submitter_Id,Ecotype,Site,Site_Type,Year,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA431202,SAMN08465593,Athene_cunicularia,male,BO15-146,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,537589,0.00662926,23956042,12.3476,-0.00399188,0.0312394,0.0720636,0.00186048,-0.0307137,-0.00336198,-2.08173e-4,0.014016,-0.0708561,0.0092877500000000009,cluster_2,ingroup,NA
PRJNA431202,SAMN08465467,Athene_cunicularia,female,BO15-127,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,538419,0.0066395,23959905,15.1751,-0.00730186,-0.0653119,-0.0445812,-0.066522,0.0194968,0.00563038,-0.0112827,-0.0203771,-0.0184368,-0.0140317,cluster_5,ingroup,NA
PRJNA431202,SAMN08465555,Athene_cunicularia,male,BO15-042,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,543166,0.00669804,23964626,16.5692,-0.00920343,-6.98599e-4,0.0812489,0.0759083,-0.259192,-0.00604892,0.0401457,0.01874,0.0846296,0.371136,cluster_2,ingroup,NA
PRJNA431202,SAMN08465582,Athene_cunicularia,male,BO15-150,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,546415,0.0067381,23957862,11.9336,-0.00696252,0.0328028,0.0671016,0.0130668,-0.0338335,0.00561392,-0.0213135,0.0148121,-0.0740717,0.00650239,cluster_2,ingroup,NA
PRJNA431202,SAMN08465469,Athene_cunicularia,male,BO15-128,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,547348,0.00674961,23960348,15.0833,-0.00544641,0.0284748,0.0811714,-0.00690001,-0.0177101,0.00296686,-0.00247152,0.0142095,-0.0525971,0.00588925,cluster_2,ingroup,NA
PRJNA431202,SAMN08465504,Athene_cunicularia,male,BO15-081,B_urban_2013,B,urban,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,547882,0.00675619,23957198,14.7196,-0.00700596,0.109431,0.0515363,0.01172,-0.0363876,-0.0085025,0.100269,0.159367,-0.240412,-0.0242314,cluster_1,exclude,3
PRJNA431202,SAMN08465594,Athene_cunicularia,male,BO15-148,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,552418,0.00681213,23956374,13.1308,-0.00660701,-0.0700018,-0.0470969,0.0287827,-0.0943901,0.0023948,0.00904037,-0.0124577,0.0170693,-9.44192e-4,cluster_5,ingroup,NA
PRJNA431202,SAMN08465599,Athene_cunicularia,male,BO15-144,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,557727,0.00687759,23957062,10.7609,-0.00465485,0.0332508,0.0785108,0.00908126,-0.0277797,0.00824291,-0.0127199,0.0102779,-0.0481425,0.00849307,cluster_2,ingroup,NA
PRJNA431202,SAMN08465597,Athene_cunicularia,female,BO15-141,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,558365,0.00688546,23956869,12.5434,-0.00700516,-0.0613026,-0.056327,4.19367e-4,-0.00710637,0.00891575,0.0042801,-0.0291266,-0.0532795,-0.00177138,cluster_5,ingroup,NA
PRJNA431202,SAMN08465521,Athene_cunicularia,female,BO15-095,B_urban_2014,B,urban,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,559616,0.00690089,23956965,14.5121,-0.00894711,-0.0063289,-0.0834594,-0.0112024,-0.00314905,-0.00464914,-0.0168717,-0.0353817,-0.107198,-0.167099,cluster_2,ingroup,NA
PRJNA431202,SAMN08465471,Athene_cunicularia,female,BO15-130,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,567021,0.0069922,23958782,21.4469,-0.0049506,-0.0815258,-0.0680803,-0.00568987,-0.0150509,-0.0105288,-0.015258,-0.0228064,-0.0684799,-0.0244929,cluster_5,ingroup,NA
PRJNA431202,SAMN08465586,Athene_cunicularia,female,BO15-173,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,567060,0.00699268,23956526,15.6861,-0.00713958,-0.0946863,-0.0713678,0.0356548,-0.0209513,0.00577275,-0.011716,-0.0312557,-0.0138986,0.0739689,cluster_5,ingroup,NA
PRJNA431202,SAMN08465580,Athene_cunicularia,female,BO15-151,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,574175,0.00708042,23960510,14.9509,-0.00623929,-0.071191,-0.0596587,-0.00252277,-0.0154294,0.0108028,-0.0118819,-0.01297,-0.0533364,-0.022389,cluster_5,ingroup,NA
PRJNA431202,SAMN08465499,Athene_cunicularia,male,BO15-120,A_urban_2014,A,urban,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,579129,0.00714151,23959744,12.6444,-0.00838017,0.0284962,0.138254,-0.165426,0.0701769,0.261487,0.190653,-0.0790136,0.07149,0.00983223,cluster_2,exclude,4
PRJNA431202,SAMN08465519,Athene_cunicularia,female,BO15-100,B_urban_2014,B,urban,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,580796,0.00716207,23956822,15.2241,-0.0109913,0.119612,-0.251523,-0.0144106,0.0771764,-0.0386109,0.235147,0.309089,0.0688383,-0.00684193,cluster_1,exclude,9
PRJNA431202,SAMN08465525,Athene_cunicularia,male,BO15-064,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,582721,0.00718581,23963411,11.5626,-0.00684622,0.00437932,0.0820145,0.0915692,0.0377453,0.00309242,0.00615975,0.00264351,-0.0816253,0.172886,cluster_2,ingroup,10
PRJNA431202,SAMN08465587,Athene_cunicularia,female,BO15-176,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,588252,0.00725401,23958165,18.913,-0.00407256,-0.0739368,-0.0717443,-0.0150488,-0.00323749,0.00159608,-0.0143378,-0.0317976,-0.0502242,-0.0035226,cluster_5,ingroup,NA
PRJNA431202,SAMN08465543,Athene_cunicularia,female,BO15-053,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,589041,0.00726374,23962772,9.46405,-0.00431454,-0.0525116,-0.0347574,0.0077617,-0.0166311,0.0152612,-0.0229055,-0.0257134,-0.061546,0.00654372,cluster_5,ingroup,NA
PRJNA431202,SAMN08465598,Athene_cunicularia,female,BO15-147,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,591541,0.00729457,23956304,12.0361,-0.00482227,-0.0681273,-0.0504578,0.00355607,-0.0243662,0.00455235,-0.0137878,-0.0112893,-0.0589214,-0.001681,cluster_5,ingroup,NA
PRJNA431202,SAMN08465496,Athene_cunicularia,female,BO15-117,A_urban_2014,A,urban,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,593235,0.00731546,23959870,13.4147,-0.00799602,-0.0726019,-0.0296999,-0.112777,0.0368501,0.0355773,-0.0775697,0.0465008,0.0362347,-0.0184735,cluster_5,ingroup,NA
PRJNA431202,SAMN08465549,Athene_cunicularia,male,BO15-062,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,594343,0.00732912,23964354,13.613,-0.00505544,0.0162158,0.0716654,0.0475001,-0.0233165,0.00173565,-0.00455062,-0.00160979,-0.0406045,0.0608334,cluster_2,ingroup,NA
PRJNA431202,SAMN08465466,Athene_cunicularia,female,BO15-126,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,596856,0.00736011,23960296,14.8737,-0.00749001,-0.0642949,-0.0679152,-0.0103694,2.92035e-5,8.40159e-4,-0.00506484,-0.0168283,-0.0389225,-0.0129315,cluster_5,ingroup,NA
PRJNA431202,SAMN08465585,Athene_cunicularia,male,BO15-172,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,599760,0.00739592,23956577,12.809,-0.00481029,0.0325393,0.0763362,0.0103863,-0.0216622,0.00136707,-2.98822e-4,0.0137448,-0.0542411,0.0149409,cluster_2,ingroup,NA
PRJNA431202,SAMN08465558,Athene_cunicularia,male,BO15-046,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,609983,0.00752199,23964321,11.8841,-0.00631403,0.0205601,0.077274,0.0347122,-0.120794,-0.00238597,0.0171049,0.0151619,-0.00659673,0.115054,cluster_2,ingroup,NA
PRJNA431202,SAMN08465502,Athene_cunicularia,male,BO15-104,A_urban_2014,A,urban,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,612573,0.00755393,23956885,11.4725,-0.00756083,0.02548,0.104482,-0.0944913,0.015809900000000002,-0.00410944,-0.0383776,0.037888,0.010029,0.00773205,cluster_2,ingroup,NA
PRJNA431202,SAMN08465505,Athene_cunicularia,female,BO15-083,B_urban_2013,B,urban,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,615855,0.0075944,23956693,12.7957,-0.0128851,0.123224,-0.223873,-0.00693053,0.0543838,-0.0264938,0.133959,0.177013,0.0363451,0.0566855,cluster_1,exclude,9
PRJNA431202,SAMN08465463,Athene_cunicularia,male,BO15-121,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,623682,0.00769092,23959866,11.8975,-0.00751289,0.0303513,0.0656711,-0.00522315,-0.0252579,-0.00337659,0.00191225,0.00504352,-0.0704468,0.0041479,cluster_2,ingroup,NA
PRJNA431202,SAMN08465464,Athene_cunicularia,male,BO15-124,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,626668,0.00772774,23959897,12.0624,-0.00606203,0.0296344,0.076944,0.00168926,-0.023282,0.00528417,-0.00697921,0.0084477,-0.0719698,0.00711444,cluster_2,ingroup,NA
PRJNA431202,SAMN08465588,Athene_cunicularia,female,BO15-174,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,635856,0.00784104,23958836,18.4105,-0.00326111,-0.0762012,-0.0702448,-0.00969249,-0.00656728,-0.0105715,6.95622e-4,-0.0370058,-0.0635241,-0.0224007,cluster_5,ingroup,NA
PRJNA431202,SAMN08465537,Athene_cunicularia,female,BO15-044,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,636146,0.00784462,23964343,15.8203,-0.00440319,-0.0840176,-0.0619739,0.0355651,0.00521343,0.0072077,-0.00903317,-0.0151117,-0.022574,0.00796799,cluster_5,ingroup,NA
PRJNA431202,SAMN08465481,Athene_cunicularia,male,BO15-140,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,644588,0.00794872,23957334,9.26863,-0.00627515,0.0333148,0.0713781,-0.00963606,-0.0190135,0.01396,0.00343238,0.008483,-0.0527534,0.0194862,cluster_2,ingroup,NA
PRJNA431202,SAMN08465559,Athene_cunicularia,female,BO15-047,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,666448,0.00821828,23964225,12.9426,-0.00748005,-0.0984416,-0.0411543,0.0626355,-0.222099,-0.0027257,0.0347297,0.00714274,0.105659,0.0991061,cluster_5,ingroup,NA
PRJNA431202,SAMN08465595,Athene_cunicularia,female,BO15-149,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,668346,0.00824169,23956459,10.3579,-0.00668964,-0.0609743,-0.0526989,-0.00396802,0.00133749,0.00784502,-0.00969308,-0.00312858,-0.0564667,-0.0186533,cluster_5,ingroup,NA
PRJNA431202,SAMN08465522,Athene_cunicularia,female,BO15-097,B_urban_2014,B,urban,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,686987,0.00847156,23956930,12.2968,-0.0111079,0.144033,-0.214456,-0.00868969,0.037665,-0.0106046,-0.00265996,-0.0334868,0.0930397,0.00295185,cluster_1,ingroup,NA
PRJNA431202,SAMN08465591,Athene_cunicularia,female,BO15-145,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,703855,0.00867957,23956821,9.53287,-0.00620726,-0.0611271,-0.0413519,0.0155324,-0.066071,-0.0019169,-0.00274609,-0.00815836,-0.027444,0.0240893,cluster_5,ingroup,NA
PRJNA431202,SAMN08465482,Athene_cunicularia,female,BO15-123,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,711122,0.00876918,23959811,11.8233,-0.00566593,-0.0695051,-0.0553112,-0.0112985,-0.0175141,-0.0037668,-0.00295572,-0.0285478,-0.0371015,-0.0172605,cluster_5,ingroup,NA
PRJNA431202,SAMN08465536,Athene_cunicularia,male,BO15-051,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,737771,0.0090978,23964474,10.3662,-0.00317832,0.0202913,0.0772293,0.0413896,-0.0200126,0.00486021,-0.00358939,0.00834309,-0.0425459,0.0336106,cluster_2,ingroup,NA
PRJNA431202,SAMN08465541,Athene_cunicularia,female,BO15-052,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,741278,0.00914105,23964376,12.9165,-0.0074071,-0.106186,-0.0443282,0.0865188,-0.064066,-0.0173965,0.0100752,-0.026997,0.047169,0.122743,cluster_5,ingroup,NA
PRJNA431202,SAMN08465547,Athene_cunicularia,male,BO15-068,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,749205,0.0092388,23962701,7.25422,-0.00657553,0.0273302,0.0756856,0.021962,-0.0709496,0.0119244,0.0061342,0.0147493,-0.0415757,0.0611985,cluster_2,ingroup,NA
PRJNA431202,SAMN08465584,Athene_cunicularia,female,BO15-178,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,775045,0.00955744,23959616,18.2068,-0.00488844,-0.0761958,-0.0734863,0.00485575,0.00540562,0.00837144,-0.0163474,-0.0352784,-0.0435273,-0.020037,cluster_5,ingroup,NA
PRJNA431202,SAMN08465596,Athene_cunicularia,female,BO15-142,C1_rural_2013,C1,rural,2013,GCA_003259725.1,Athene_cunicularia,81093328,0,865516,0.0106731,23956314,8.64412,-0.00707854,-0.0630576,-0.0518302,-0.0019052,-0.0138606,0.00888704,-0.00674097,-0.0175315,-0.0371237,-0.00655732,cluster_5,ingroup,NA
PRJNA431202,SAMN08465528,Athene_cunicularia,female,BO15-063,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,911669,0.0112422,23964143,10.142,-0.00854,-0.0732592,-0.0230198,0.08893,0.063792,1.42072e-4,0.0057943,-0.0190051,-0.069413,0.155074,cluster_5,exclude,10
PRJNA431202,SAMN08465533,Athene_cunicularia,male,BO15-071,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,919250,0.0113357,23964201,9.13466,-0.00710127,0.00881829,0.0998172,0.115962,0.0665734,-0.0191915,0.0105972,0.0168197,0.0570478,-0.0227226,cluster_2,ingroup,NA
PRJNA431202,SAMN08465479,Athene_cunicularia,male,BO15-138,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,985053,0.0121472,23958943,6.57593,-0.00728843,0.0295074,0.0883391,-0.0254122,-0.0207726,0.00449035,0.0069978,0.0104064,-0.0616162,0.0104463,cluster_2,ingroup,NA
PRJNA431202,SAMN08465581,Athene_cunicularia,female,BO15-177,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1037239,0.0127907,23955022,12.0324,-0.00553768,-0.060768,-0.0561999,-2.63738e-4,0.00105608,0.00499957,-0.00752392,-0.0165753,-0.040378,-0.0160896,cluster_5,ingroup,NA
PRJNA431202,SAMN08465589,Athene_cunicularia,female,BO15-175,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1117854,0.0137848,23960411,17.4105,-0.00417344,-0.0826371,-0.0767133,3.55287e-4,-0.00344601,-0.00558959,-0.00279611,-0.0316093,-0.0356829,-0.00953762,cluster_5,ingroup,NA
PRJNA431202,SAMN08465532,Athene_cunicularia,female,BO15-066,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1121103,0.0138248,23962243,7.71227,-0.0071663,-0.0658207,-0.0180484,0.0754743,0.0479689,0.00341726,0.00276628,-0.00524592,0.0379618,-0.0495169,cluster_5,ingroup,NA
PRJNA431202,SAMN08465527,Athene_cunicularia,male,BO15-065,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1217447,0.0150129,23962801,6.2813,-0.0101256,0.00811942,0.125349,0.186892,0.149753,-0.0168168,0.00780241,0.0294781,0.0990709,-0.0294141,cluster_2,ingroup,NA
PRJNA431202,SAMN08465583,Athene_cunicularia,female,BO15-179,C1_rural_2012,C1,rural,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1273180,0.0157002,23953092,10.6955,-0.00609875,-0.0624145,-0.0462426,-0.00939125,-0.0120173,0.00298032,-0.00293465,-0.00832937,-0.0493959,0.00212377,cluster_5,ingroup,NA
PRJNA431202,SAMN08465548,Athene_cunicularia,female,BO15-061,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1340009,0.0165243,23956398,6.26971,-0.00776852,-0.0839487,-0.0320922,0.0901889,0.0127589,7.15028e-4,-0.0019854,-0.0416192,-0.0486577,0.187135,cluster_5,ingroup,NA
PRJNA431202,SAMN08465560,Athene_cunicularia,female,BO15-048,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1385968,0.017091,23958401,6.12274,-0.0101798,-0.0671887,0.0337006,0.191423,0.203268,0.00672,-0.0181394,0.00121377,0.105809,-0.109232,cluster_5,exclude,11
PRJNA431202,SAMN08465531,Athene_cunicularia,female,BO15-054,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1505812,0.0185689,23960450,7.09947,-0.0092348,-0.0786959,-0.00476134,0.142175,0.121585,-0.0222495,-9.55704e-4,-0.00502889,0.102031,-0.0639102,cluster_5,ingroup,NA
PRJNA431202,SAMN08465562,Athene_cunicularia,female,BO15-050,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1506873,0.018582,23956886,5.87658,-0.00963124,-0.0501779,-0.022917,0.0130291,-0.0631361,0.0154841,0.00726142,-0.00723048,-0.0223303,0.0537318,cluster_5,ingroup,NA
PRJNA431202,SAMN08465561,Athene_cunicularia,female,BO15-049,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,1625296,0.0200423,23958430,5.34285,-0.00972448,-0.06203,9.84021e-4,0.0714322,-0.227981,-0.00729031,0.0394282,0.00175095,0.0822706,0.371473,cluster_5,ingroup,NA
PRJNA431202,SAMN08465478,Athene_cunicularia,female,BO15-137,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,1766036,0.0217778,23958592,4.96496,-0.00854221,-0.0524541,-0.0120816,-0.0273811,-0.00645663,-0.0106292,-0.00876424,-2.7778e-4,-0.0289673,0.0169533,cluster_5,ingroup,NA
PRJNA431202,SAMN08465551,Athene_cunicularia,male,BO15-069,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,2041101,0.0251698,23960210,4.81241,-0.00887089,0.0215481,0.10555,0.117679,0.0794173,-0.00453205,-1.72197e-4,0.0201861,0.0390563,0.0100214,cluster_2,ingroup,NA
PRJNA431202,SAMN08465538,Athene_cunicularia,male,BO15-045,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,3205742,0.0395315,23961708,3.24603,-0.0103529,0.0156136,0.0873039,0.0894942,0.0142818,0.00267945,0.0108174,0.0125139,2.99628e-4,-0.0052119,cluster_2,ingroup,NA
PRJNA431202,SAMN08465578,Athene_cunicularia,female,BO17-008,B_rural_2016,B,rural,2016,GCA_003259725.1,Athene_cunicularia,81093328,0,5664709,0.0698542,23960975,2.10303,-0.00847153,-0.00775009,0.0221589,0.00842597,-0.00550946,0.00240099,-0.00153069,-4.16233e-4,-0.0295241,0.0134222,cluster_2,exclude,NA
PRJNA431202,SAMN08465576,Athene_cunicularia,male,BO17-006,B_rural_2016,B,rural,2016,GCA_003259725.1,Athene_cunicularia,81093328,0,5904806,0.0728149,23963601,1.88145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA431202,SAMN08465523,Athene_cunicularia,female,BO15-057,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,5933564,0.0731696,23960908,2.28853,-0.0121508,-0.0547514,0.0312281,0.134481,0.0881103,-0.0149888,0.0133489,0.0135548,0.0800041,0.00562654,cluster_5,exclude,NA
PRJNA431202,SAMN08465472,Athene_cunicularia,male,BO15-131,A_rural_2014,A,rural,2014,GCA_003259725.1,Athene_cunicularia,81093328,0,5945428,0.0733159,23948563,2.59289,-0.00802483,0.0382757,0.0903781,0.00384048,-0.0151959,-0.00567547,-0.00121675,0.016408,-0.0501486,0.0319262,cluster_2,exclude,NA
PRJNA431202,SAMN08465540,Athene_cunicularia,female,BO15-058,C1_urban_2012,C1,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,12963001,0.159853,23961801,0.909522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA431202,SAMN08465546,Athene_cunicularia,male,BO15-056,C3_urban_2012,C3,urban,2012,GCA_003259725.1,Athene_cunicularia,81093328,0,15215508,0.18763,23965329,0.595049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
